Camargo 7                     ; Cam  ; 05 46 19.0 +60 56 45; Op    ; OC?  ;    12.00;  2600;     ;      ;* ;                                                       ;Dubious
Theia 1570                    ; Cam  ; 05 47 41.8 +68 26 26; Op    ; OC   ;   765.00;   242;     ; 9.450;* ;                                                       ;
Santa 129                     ; Cam  ; 05 50 04.0 +80 05 32; Op    ; OC?  ;     8.00;      ;     ;      ;  ;                                                       ;
Theia 688                     ; Cam  ; 06 02 37.9 +79 43 23; Op    ; OC   ;   881.00;   259;     ; 8.550;* ;                                                       ;
Theia 1365                    ; Cam  ; 06 30 28.0 +79 36 15; Op    ; OC   ;   679.00;   377;     ; 9.250;* ;                                                       ;
Theia 162                     ; Cam  ; 06 36 51.4 +69 53 05; Op    ; OC   ;   683.00;   291;     ; 7.850;* ;                                                       ;
Theia 1548                    ; Cam  ; 07 12 51.8 +77 28 46; Op    ; OC   ;   499.00;   637;     ; 9.450;* ;                                                       ;
HD 106112 Grp                 ; Cam  ; 12 11 15.0 +77 28 54; Op    ; OCR? ;    18.00;   382;     ;      ;* ;CO Cam Grp, Pirok-Lippai 1                             ;Dubious, only 5* inside r<30 and G<17.5, but pi and pMs very similar
Theia 1390                    ; Cap  ; 20 11 57.6 -15 25 40; Op    ; OC   ;   694.00;   481;     ; 9.250;* ;                                                       ;
Theia 1237                    ; Cap  ; 20 14 56.7 -17 46 21; Op    ; OC   ;  3170.00;   627;     ; 9.050;* ;                                                       ;
Alessi 81                     ; Cap  ; 20 21 01.0 -14 46 53; Op    ; MG?  ;   420.00;   163;0.020; 8.000;* ;Beta-1 Cap Grp                                         ;Dubious
Theia 1561                    ; Cap  ; 20 29 38.6 -09 43 13; Op    ; OC   ;   668.00;   688;     ; 9.450;* ;                                                       ;
HD 199143 YSO Assoc           ; Cap  ; 20 55 47.0 -17 06 22; IR    ; YAs? ;   700.00;    46;     ; 7.080;* ;                                                       ;Only 4* found to r<400
Messier 30                    ; Cap  ; 21 40 22.0 -23 10 48; Op    ; GC   ;    12.00;  8650;     ;      ;* ;NGC 7099                                               ;
Palomar 12                    ; Cap  ; 21 46 38.6 -21 15 11; Op    ; GC   ;     3.50; 18690;0.020;10.050;* ;                                                       ;MV= -4.5, in Sgr tidal tail, assoc to SgrDEG
OPD 56                        ; Car  ; 06 21 59.2 -52 46 13; Op    ; MG   ;   456.00;   118;     ;      ;  ;                                                       ;
Theia 1491                    ; Car  ; 06 22 04.9 -51 07 22; Op    ; OC   ;   500.00;   574;     ; 9.350;* ;                                                       ;
Theia 533                     ; Car  ; 06 44 08.4 -55 16 07; Op    ; OC   ;   925.00;   428;     ; 8.350;* ;                                                       ;
Theia 1376                    ; Car  ; 06 58 01.6 -59 54 28; Op    ; OC   ;   460.00;   417;     ; 9.250;* ;                                                       ;
UPK 531                       ; Car  ; 07 00 40.2 -54 50 37; Op    ; OC   ;    76.92;   553;     ; 8.000;* ;                                                       ;
Theia 146                     ; Car  ; 07 02 16.9 -54 30 16; Op    ; OC   ;   237.00;   566;     ; 7.750;* ;                                                       ;
Theia 1120                    ; Car  ; 07 11 22.1 -63 30 32; Op    ; OC   ;   760.00;   511;     ; 8.950;* ;                                                       ;
Theia 1021                    ; Car  ; 07 13 07.6 -61 16 48; Op    ; OC   ;   704.00;   454;     ; 8.850;* ;                                                       ;
OPD 61                        ; Car  ; 07 18 16.5 -51 35 47; Op    ; MG   ;   252.00;   156;     ;      ;  ;                                                       ;
Theia 797                     ; Car  ; 07 18 27.0 -62 19 20; Op    ; OC   ;   832.00;   257;     ; 8.650;* ;                                                       ;
Theia 649                     ; Car  ; 07 25 02.3 -51 49 09; Op    ; OC   ;   447.00;   635;     ; 8.450;* ;                                                       ;
Theia 1185                    ; Car  ; 07 30 29.2 -51 28 03; Op    ; OC   ;  1566.00;   229;     ; 9.050;* ;                                                       ;
Car-Near Assoc                ; Car  ; 07 35 00.0 -56 00 00; Op    ; MG   ;   480.00;    30;     ; 8.300;* ;                                                       ;Diam and coords is for the nucleus
UPK 548                       ; Car  ; 07 38 46.3 -58 32 24; Op    ; OC   ;    66.48;   372;     ; 7.500;* ;                                                       ;
Theia 107                     ; Car  ; 07 39 11.4 -52 49 54; Op    ; OC   ;   268.00;   604;     ; 7.550;* ;                                                       ;
Theia 113                     ; Car  ; 07 40 31.2 -60 29 48; Op    ; OC   ;  1671.00;   107;     ; 7.650;* ;                                                       ;
UPK 533                       ; Car  ; 07 40 56.9 -52 46 28; Op    ; OC   ;    55.58;   574;     ; 7.300;* ;                                                       ;
OPD 32                        ; Car  ; 07 51 50.0 -59 52 01; Op    ; OC   ;   960.00;   106;     ;      ;* ;                                                       ;
ESO 123-26                    ; Car  ; 07 52 12.0 -60 20 24; Op    ; OC   ;    26.00;   421;0.125; 8.376;* ;                                                       ;
ASCC 42                       ; Car  ; 07 52 54.7 -53 01 19; Op    ; OC   ;    58.90;   692;0.135; 7.986;* ;Alessi-Teutsch 3, Alessi 30, Ferrero 52                ;
Theia 779                     ; Car  ; 07 55 13.9 -60 30 58; Op    ; OC   ;   325.00;   848;     ; 8.550;* ;                                                       ;
NGC 2516                      ; Car  ; 07 58 06.5 -60 48 00; Op    ; OC   ;    59.50;   409;0.071; 8.400;* ;                                                       ;
Theia 234                     ; Car  ; 08 11 32.9 -52 20 11; Op    ; OC   ;   340.00;   360;     ; 7.950;* ;                                                       ;
Alessi 138                    ; Car  ; 08 14 31.0 -58 06 06; Op    ; OC?  ;     4.00;      ;     ;      ;  ;Alessi J0814-5806                                      ;
Theia 413                     ; Car  ; 08 14 39.3 -53 41 21; Op    ; OC   ;   235.00;   804;     ; 8.150;* ;                                                       ;
Theia 1622                    ; Car  ; 08 17 24.8 -60 47 48; Op    ; OC   ;   551.00;   621;     ; 9.450;* ;                                                       ;
Theia 661                     ; Car  ; 08 26 55.7 -54 48 38; Op    ; OC   ;   407.00;   728;     ; 8.450;* ;                                                       ;
Theia 1251                    ; Car  ; 08 30 48.9 -55 35 06; Op    ; OC   ;   662.00;   711;     ; 9.050;* ;                                                       ;
Theia 1472                    ; Car  ; 08 33 47.4 -61 28 54; Op    ; OC   ;   207.00;   886;     ; 9.250;* ;                                                       ;
Theia 940                     ; Car  ; 08 39 09.0 -59 33 20; Op    ; OC   ;   408.00;   515;     ; 8.750;* ;                                                       ;
UPK 554                       ; Car  ; 08 43 22.1 -58 42 39; Op    ; OC   ;    47.00;   330;     ; 7.950;* ;                                                       ;
OPD 49                        ; Car  ; 08 49 26.3 -63 10 39; Op    ; MG   ;   146.00;   199;     ;      ;  ;                                                       ;
OPD 98                        ; Car  ; 09 04 21.4 -65 39 13; Op    ; MG   ;   146.00;   233;     ;      ;  ;                                                       ;
Platais 8                     ; Car  ; 09 06 52.3 -58 41 06; Op    ; OC   ;   325.90;   134;     ; 7.780;* ;PLK 11, OPD 12                                         ;
Theia 104                     ; Car  ; 09 07 36.3 -57 59 46; Op    ; OC   ;   729.00;   574;     ; 7.550;* ;                                                       ;
NGC 2808                      ; Car  ; 09 12 03.1 -64 51 47; Op    ; GC   ;    31.20;  9612;0.220;10.100;* ;                                                       ;
Theia 1091                    ; Car  ; 09 14 42.2 -66 31 27; Op    ; OC   ;  1639.00;   187;     ; 8.950;* ;                                                       ;
Theia 953                     ; Car  ; 09 16 12.6 -57 45 37; Op    ; OC   ;  1048.00;   586;     ; 8.750;* ;                                                       ;
Theia 1146                    ; Car  ; 09 16 12.8 -59 04 58; Op    ; OC   ;   286.00;   696;     ; 8.950;* ;                                                       ;
ASCC 51                       ; Car  ; 09 18 05.3 -69 41 24; Op    ; OC   ;    54.00;   572;0.050; 8.530;* ;                                                       ;
Theia 966                     ; Car  ; 09 18 05.8 -71 17 26; Op    ; OC   ;   348.00;   707;     ; 8.750;* ;                                                       ;
Theia 115                     ; Car  ; 09 18 15.4 -61 24 54; Op    ; OC   ;  3508.00;   174;     ; 7.650;* ;                                                       ;
Theia 1291                    ; Car  ; 09 18 25.0 -66 08 00; Op    ; OC   ;   813.00;   488;     ; 9.150;* ;                                                       ;
Ruprecht 159                  ; Car  ; 09 20 25.7 -60 23 42; Op    ; OCR  ;    12.00;  6347;0.271; 9.200;  ;                                                       ;
Theia 245                     ; Car  ; 09 22 41.6 -71 42 33; Op    ; OC   ;  1596.00;   433;     ; 7.950;* ;                                                       ;
Theia 424                     ; Car  ; 09 22 55.2 -66 22 43; Op    ; OC   ;  1509.00;    92;     ; 8.250;* ;                                                       ;
Theia 599                     ; Car  ; 09 29 11.6 -59 19 52; Op    ; OC   ;  2500.00;   235;     ; 8.450;* ;                                                       ;
Theia 605                     ; Car  ; 09 29 12.3 -73 33 35; Op    ; OC   ;  1286.00;   316;     ; 8.450;* ;                                                       ;
Teutsch 67                    ; Car  ; 09 33 48.0 -57 05 58; Op    ; OC?  ;     0.80;      ;     ;      ;  ;                                                       ;
OPD 30                        ; Car  ; 09 36 53.9 -65 14 24; Op    ; OC   ;   540.00;    87;     ;      ;* ;Volans-Carina                                          ;
Theia 453                     ; Car  ; 09 38 02.2 -57 04 46; Op    ; OC   ;  2789.00;   483;     ; 8.250;* ;                                                       ;
UPK 564                       ; Car  ; 09 46 15.1 -60 47 29; Op    ; OC   ;    25.40;   999;     ;      ;* ;ASCC 53                                                ;
Ruprecht 84                   ; Car  ; 09 49 07.4 -65 15 32; Op    ; OC   ;     7.20;  1925;0.171; 8.480;* ;                                                       ;
Alessi 92                     ; Car  ; 09 49 32.0 -60 11 02; Op    ; OC   ;    24.00;  1126;     ;      ;* ;                                                       ;
Theia 1521                    ; Car  ; 09 52 39.1 -63 10 58; Op    ; OC   ;   728.00;   781;     ; 9.350;* ;                                                       ;
OPD 23                        ; Car  ; 09 53 26.8 -62 02 47; Op    ; OC   ;   286.00;   220;     ;      ;* ;                                                       ;
Theia 774                     ; Car  ; 09 56 02.7 -64 06 22; Op    ; OC   ;   387.00;   810;     ; 8.550;* ;                                                       ;
Theia 1315                    ; Car  ; 09 57 05.9 -66 45 27; Op    ; OC   ;  1100.00;   647;     ; 9.150;* ;                                                       ;
Camargo 415                   ; Car  ; 09 57 23.0 -57 59 20; IR    ; OC?  ;     6.00;      ;     ;      ;  ;                                                       ;
Camargo 419                   ; Car  ; 09 58 14.0 -58 06 15; IR    ; OC?  ;     8.00;      ;     ;      ;  ;                                                       ;
Theia 1524                    ; Car  ; 09 58 20.8 -66 19 01; Op    ; OC   ;   371.00;   780;     ; 9.350;* ;                                                       ;
Camargo 412                   ; Car  ; 09 59 52.0 -57 09 29; IR    ; OC?  ;     6.00;      ;     ;      ;  ;                                                       ;
Camargo 414                   ; Car  ; 10 00 18.0 -57 20 34; IR    ; OC?  ;    12.00;      ;     ;      ;  ;                                                       ;
Camargo 421                   ; Car  ; 10 00 44.0 -57 42 48; IR    ; OC?  ;     6.00;      ;     ;      ;  ;                                                       ;
El Kanbi-Prestgard 6          ; Car  ; 10 01 06.0 -60 41 18; Op    ; OC?  ;     1.20;      ;     ;      ;  ;                                                       ;Shows well in DECaPS DR1 image
BH 84                         ; Car  ; 10 01 19.4 -58 13 05; Op    ; OC   ;     2.90;  4379;0.630; 8.750;* ;                                                       ;
DBSB 40                       ; Car  ; 10 01 22.0 -57 43 10; IR    ; OC   ;     1.50;  1358;1.040; 7.990;  ;                                                       ;
DBSB 41                       ; Car  ; 10 01 28.0 -57 43 49; IR    ; OC?  ;     0.90;      ;     ;      ;  ;                                                       ;
Gulliver 35                   ; Car  ; 10 01 31.0 -58 11 53; Op    ; OC   ;    10.80;  2302;     ;      ;* ;                                                       ;
Ruprecht 86                   ; Car  ; 10 01 44.4 -59 27 18; Op    ; OC   ;    10.20;  7173;0.999; 8.800;  ;                                                       ;
NGC 3114                      ; Car  ; 10 02 12.7 -60 02 28; Op    ; OC   ;    49.20;  1017;0.078; 8.080;* ;                                                       ;
Theia 120                     ; Car  ; 10 02 43.6 -62 36 26; Op    ; OC   ;  4872.00;   326;     ; 7.650;* ;                                                       ;
Camargo 426                   ; Car  ; 10 02 49.0 -57 39 50; IR    ; OC?  ;     7.00;      ;     ;      ;  ;                                                       ;
ESO 92-5                      ; Car  ; 10 03 12.2 -64 45 18; Op    ; OC   ;     5.20; 11147;0.104; 9.300;* ;                                                       ;
Loden 28                      ; Car  ; 10 03 12.5 -58 07 30; Op    ; OC   ;    15.60;  3973;0.620; 7.300;  ;                                                       ;
Camargo 424                   ; Car  ; 10 03 37.0 -57 29 24; IR    ; OC?  ;     2.00;      ;     ;      ;  ;                                                       ;
Majaess 116                   ; Car  ; 10 03 40.0 -57 26 38; IR    ; OC?  ;     7.00;      ;     ;      ;  ;                                                       ;
DBSB 43                       ; Car  ; 10 03 50.9 -59 13 55; IR    ; OC   ;     2.60;  4627;0.810; 6.000;* ;FSR 1532                                               ;
Camargo 429                   ; Car  ; 10 04 07.0 -57 37 50; IR    ; OC?  ;     8.00;      ;     ;      ;  ;                                                       ;
Trumpler 11                   ; Car  ; 10 04 59.5 -61 37 08; Op    ; OC   ;     6.80;  3612;0.243; 7.325;* ;                                                       ;
Camargo 428                   ; Car  ; 10 05 32.0 -57 19 48; IR    ; OC?  ;     6.00;      ;     ;      ;  ;                                                       ;
Teutsch 69                    ; Car  ; 10 05 33.0 -61 02 26; Op    ; OC?  ;     1.50;      ;     ;      ;  ;                                                       ;
Majaess 117                   ; Car  ; 10 05 43.0 -57 56 15; IR    ; OC?  ;    12.00;      ;     ;      ;  ;Camargo 435                                            ;
Camargo 433                   ; Car  ; 10 05 47.0 -57 35 51; IR    ; OC?  ;     6.00;      ;     ;      ;  ;                                                       ;
Camargo 430                   ; Car  ; 10 05 48.0 -57 24 21; Op    ; OC?  ;     2.20;      ;     ;      ;  ;                                                       ;
Camargo 436                   ; Car  ; 10 06 07.0 -58 08 11; Op    ; OC?  ;     6.00;      ;     ;      ;  ;                                                       ;
Hogg 5                        ; Car  ; 10 06 21.0 -60 23 00; Op    ; OC   ;     3.00;  2622;0.560; 8.200;  ;                                                       ;
Trumpler 12                   ; Car  ; 10 06 29.0 -60 17 24; Op    ; OC   ;     5.90;  3548;0.183; 8.898;* ;                                                       ;
FSR 1527                      ; Car  ; 10 06 31.9 -57 24 50; Op    ; OC   ;    10.20;  3258;1.040; 6.200;  ;                                                       ;
DBSB 126                      ; Car  ; 10 06 40.0 -57 12 33; IR    ; OC?  ;     1.10;      ;     ;      ;  ;                                                       ;
Majaess 118                   ; Car  ; 10 07 31.0 -60 02 39; IR    ; OC?  ;     2.00;      ;     ;      ;  ;                                                       ;
DBSB 42                       ; Car  ; 10 07 33.0 -57 33 30; IR    ; OC?  ;     1.90;      ;     ;      ;  ;                                                       ;
FSR 1535                      ; Car  ; 10 08 00.5 -59 11 42; Op    ; OC   ;    12.00;  1602;0.396; 8.865;  ;                                                       ;
FSR 1530                      ; Car  ; 10 08 51.8 -57 17 17; Op    ; OC   ;     4.90;  4452;0.960; 8.800;* ;                                                       ;
Theia 1413                    ; Car  ; 10 09 07.0 -60 20 38; Op    ; OC   ;   726.00;   633;     ; 9.250;* ;                                                       ;
Ruprecht 161                  ; Car  ; 10 09 36.0 -61 15 32; Op    ; OC   ;    45.20;   897;0.104; 7.986;* ;                                                       ;
Theia 1542                    ; Car  ; 10 10 06.5 -69 09 04; Op    ; OC   ;  1649.00;   505;     ; 9.450;* ;                                                       ;
Majaess 120                   ; Car  ; 10 10 39.0 -57 45 32; IR    ; OC?  ;    13.00;      ;     ;      ;  ;                                                       ;
Alessi 146                    ; Car  ; 10 11 27.0 -59 55 05; Op    ; OC?  ;    30.00;  1493;     ;      ;  ;                                                       ;
Majaess 121                   ; Car  ; 10 11 51.0 -58 53 13; IR    ; OC?  ;    12.00;      ;     ;      ;  ;                                                       ;
Bochum 8                      ; Car  ; 10 12 15.4 -58 04 08; Op    ; OC   ;     5.20;  2514;0.526; 7.943;* ;BH 90                                                  ;Incl cepheid ASAS J101016-5811.2
Majaess 122                   ; Car  ; 10 12 20.0 -57 34 08; IR    ; OC?  ;    10.00;      ;     ;      ;  ;                                                       ;
Theia 843                     ; Car  ; 10 12 59.2 -60 56 39; Op    ; OC   ;   652.00;   607;     ; 8.650;* ;                                                       ;
ESO 92-18                     ; Car  ; 10 14 55.2 -64 36 40; Op    ; OC   ;     3.00; 16347;0.494; 9.031;* ;                                                       ;
DBSB 47                       ; Car  ; 10 15 37.7 -60 18 36; Op    ; OC   ;     4.50;  1669;0.270; 7.650;  ;                                                       ;
DBSB 44                       ; Car  ; 10 15 51.0 -57 23 38; IR    ; OC?  ;     1.00;      ;     ;      ;  ;                                                       ;
Alessi 49                     ; Car  ; 10 16 16.0 -57 20 54; Op    ; OC?  ;     0.70;      ;     ;      ;  ;                                                       ;Compact cluster
BH 91                         ; Car  ; 10 16 58.8 -58 41 42; Op    ; OC   ;    18.00;   749;0.080; 8.210;  ;                                                       ;
Bica 412                      ; Car  ; 10 17 01.0 -57 55 07; Op    ; OC   ;     4.00;      ;     ;      ;  ;                                                       ;
TC 1017-6235                  ; Car  ; 10 17 54.0 -62 35 10; Op    ; OC?  ;     1.10;      ;     ;      ;  ;GSC 8960-1668 Grp                                      ;
Alessi J1018-5816             ; Car  ; 10 18 05.0 -58 16 26; Op    ; OC?  ;     2.00;      ;     ;      ;  ;                                                       ;
LMR 164                       ; Car  ; 10 18 51.0 -57 26 48; IR    ; OB   ;    90.00;  4100;     ;      ;  ;                                                       ;
DBSB 45                       ; Car  ; 10 19 10.1 -58 02 21; IR    ; OC   ;     2.00;  3492;0.890; 7.700;  ;                                                       ;
Theia 411                     ; Car  ; 10 19 17.9 -60 11 42; Op    ; OC   ;   272.00;   761;     ; 8.150;* ;                                                       ;
SFC 26                        ; Car  ; 10 19 58.1 -58 03 09; Op    ; OB   ;    38.00;      ;     ;      ;  ;RMM 26                                                 ;
Bica 415                      ; Car  ; 10 20 06.0 -58 06 14; IR    ; OC   ;     1.00;      ;     ;      ;  ;                                                       ;
Bica 414                      ; Car  ; 10 20 15.0 -58 03 18; IR    ; OC   ;     0.80;      ;     ;      ;  ;                                                       ;In pair
Bica 416                      ; Car  ; 10 20 15.0 -58 05 16; IR    ; OC   ;     0.90;      ;     ;      ;  ;                                                       ;
Bica 413                      ; Car  ; 10 20 16.0 -58 03 56; IR    ; OC   ;     0.90;      ;     ;      ;  ;                                                       ;In pair
RM 26                         ; Car  ; 10 20 26.8 -57 47 05; IR    ; OC   ;    66.60;  4000;     ;      ;  ;                                                       ;
OSC 155.12-59.68              ; Car  ; 10 20 30.3 -59 41 19; Op    ; OC   ;    15.00;      ;     ;      ;  ;GZ Car Cl, Slotegraaf 25                               ;Glushkova et al. (2017)
SAI 112                       ; Car  ; 10 21 25.0 -59 05 34; Op    ; OC   ;     2.00;  7240;1.000; 9.100;  ;                                                       ;
Streicher J1021-6940          ; Car  ; 10 21 30.0 -69 40 24; Op    ; OC?  ;     2.00;      ;     ;      ;  ;                                                       ;
TC 1021-5802                  ; Car  ; 10 21 49.0 -58 02 05; Op    ; OC?  ;     4.00;      ;     ;      ;  ;                                                       ;
van Genderen 1                ; Car  ; 10 22 29.0 -59 38 30; Op    ; OCR  ;     6.00;  2490;0.690; 7.110;  ;                                                       ;From D. Turner private comm 2016. Near HR car, seen in fig 1 of 1991A&A...246..407V. Also see arXiv:1701.08319v1
Skiff 8                       ; Car  ; 10 22 44.4 -59 30 36; Op    ; OC   ;     3.70;  4801;     ;      ;* ;SAI 113, Skiff J10227-5930                             ;
Theia 1172                    ; Car  ; 10 23 13.0 -60 56 22; Op    ; OC   ;   523.00;   820;     ; 8.950;* ;                                                       ;
Trumpler 13                   ; Car  ; 10 23 48.5 -60 08 31; Op    ; OC   ;     5.40;  4597;0.300; 8.500;* ;                                                       ;
Westerlund 2 North            ; Car  ; 10 24 01.6 -57 44 34; Op    ; OC   ;     0.63;  4208;1.800; 6.000;* ;Bica 417                                               ;RA is identical of mb
Westerlund 2 Main             ; Car  ; 10 24 01.6 -57 45 32; Op    ; OC   ;     0.80;  4208;2.000; 6.000;* ;NGC 3247                                               ;RA is identical of nc
Bica 418                      ; Car  ; 10 24 09.0 -57 46 42; IR    ; OC   ;     4.00;      ;     ;      ;  ;                                                       ;2nd gen of Westerlund 2?
Collinder 220                 ; Car  ; 10 25 43.0 -57 55 19; Op    ; OC   ;    13.10;  2543;     ;      ;* ;                                                       ;
NGC 3255                      ; Car  ; 10 26 32.4 -60 40 30; Op    ; OCR  ;     2.30;  6704;0.250; 8.300;* ;                                                       ;Sparse, poor RDP
Car OB1 A                     ; Car  ; 10 26 42.0 -57 38 00; Op    ; OB   ;    54.00;  2400;     ;      ;  ;                                                       ;
IC 2581                       ; Car  ; 10 27 28.1 -57 37 34; Op    ; OC   ;     7.10;  2621;0.415; 7.142;* ;                                                       ;Incl cepheid UX Car
Juchert 16                    ; Car  ; 10 28 13.0 -58 41 59; Op    ; OC?  ;     2.20;      ;     ;      ;  ;                                                       ;
Ruprecht 89                   ; Car  ; 10 28 25.7 -58 08 06; Op    ; OC   ;    18.60;   750;0.040; 8.980;  ;                                                       ;
Slotegraaf 27                 ; Car  ; 10 28 46.0 -62 34 33; Op    ; OC?  ;     3.60;      ;     ;      ;  ;                                                       ;
Hogg 7                        ; Car  ; 10 29 07.7 -60 44 42; Op    ; OC   ;    10.20;  4583;0.604; 6.000;  ;                                                       ;
Hogg 8                        ; Car  ; 10 29 16.8 -60 58 59; Op    ; OC   ;    12.60;  4078;0.730; 9.150;  ;                                                       ;
DBSB 46                       ; Car  ; 10 29 30.0 -57 26 32; IR    ; OC   ;     4.00;  2565;0.790; 7.300;  ;                                                       ;
Bica 433                      ; Car  ; 10 30 19.0 -60 04 15; Op    ; OC   ;     8.00;      ;     ;      ;  ;                                                       ;Fine optical Cl
Majaess 125                   ; Car  ; 10 30 33.0 -58 53 52; IR    ; OC?  ;     5.00;      ;     ;      ;  ;                                                       ;
Collinder 223                 ; Car  ; 10 30 34.1 -59 51 18; Op    ; OC   ;    13.80;  1376;0.175; 7.776;  ;                                                       ;
Theia 764                     ; Car  ; 10 30 48.8 -61 32 52; Op    ; OC   ;   426.00;   761;     ; 8.550;* ;                                                       ;
DBSB 48                       ; Car  ; 10 31 28.8 -58 02 02; IR    ; OC   ;     2.00;  6057;1.210; 8.250;  ;                                                       ;
Alessi 194                    ; Car  ; 10 31 30.2 -64 08 58; Op    ; OC   ;    85.00;   564;     ;      ;* ;                                                       ;
Bica 425                      ; Car  ; 10 31 36.5 -58 05 00; IR    ; OC   ;     1.20;      ;     ;      ;  ;                                                       ;
Ruprecht 90                   ; Car  ; 10 31 44.4 -58 15 00; Op    ; OC   ;    16.80;  2682;0.320; 7.100;  ;                                                       ;
Bica 426                      ; Car  ; 10 32 15.0 -58 02 07; IR    ; OC   ;     1.10;      ;     ;      ;  ;                                                       ;
Majaess 126                   ; Car  ; 10 32 37.0 -59 38 48; IR    ; OC?  ;    10.00;      ;     ;      ;  ;                                                       ;
DBSB 53                       ; Car  ; 10 32 43.7 -61 37 12; IR    ; OC   ;     2.60;  3438;0.990; 8.100;  ;vdBH-RN 38 Cl                                          ;
DBSB 51                       ; Car  ; 10 32 57.4 -59 37 17; Op    ; OC   ;     2.20;  3189;0.870; 7.000;  ;                                                       ;
ASCC 60                       ; Car  ; 10 33 08.9 -58 28 55; Op    ; OC   ;    20.40;  1122;0.100; 8.360;  ;                                                       ;
Bica 430                      ; Car  ; 10 33 39.0 -59 01 23; Op    ; OC   ;     2.50;      ;     ;      ;  ;                                                       ;In shell
Car OB1 D                     ; Car  ; 10 33 48.0 -60 16 00; Op    ; OB   ;    24.00;  2340;     ;      ;  ;                                                       ;
Majaess 127                   ; Car  ; 10 33 56.0 -59 43 58; IR    ; OC?  ;    13.00;      ;     ;      ;  ;                                                       ;
Theia 1509                    ; Car  ; 10 34 11.1 -62 17 50; Op    ; OC   ;   340.00;   674;     ; 9.350;* ;                                                       ;
El Kanbi-Prestgard 8          ; Car  ; 10 34 27.0 -60 56 31; Op    ; OC?  ;     2.00;      ;     ;      ;  ;                                                       ;
Loden 153                     ; Car  ; 10 34 40.8 -58 07 48; Op    ; OC   ;    12.00;  3015;0.280; 6.740;  ;                                                       ;
Teutsch 105                   ; Car  ; 10 35 12.0 -60 41 04; Op    ; OC?  ;     3.00;      ;     ;      ;  ;                                                       ;
Bochum 9                      ; Car  ; 10 35 42.0 -60 07 48; Op    ; OC   ;    20.40;   940;0.110; 8.380;  ;                                                       ;
NGC 3293                      ; Car  ; 10 35 52.8 -58 13 52; Op    ; OC   ;     7.90;  2471;0.252; 6.972;* ;                                                       ;
Bica 429                      ; Car  ; 10 36 39.0 -58 20 07; Op    ; OC   ;     0.70;      ;     ;      ;  ;                                                       ;
Bica 431                      ; Car  ; 10 36 49.0 -58 20 30; IR    ; OC   ;     0.70;      ;     ;      ;  ;                                                       ;
PMT14 e                       ; Car  ; 10 36 59.0 -58 35 23; XR    ; OC?  ;     1.50;      ;     ;      ;  ;                                                       ;In HII reg Gum 31
Kronberger 37                 ; Car  ; 10 37 02.0 -59 53 16; Op    ; OC?  ;     2.90;      ;     ;      ;  ;                                                       ;
IC 2599                       ; Car  ; 10 37 19.0 -58 37 39; IR    ; OC   ;     1.30;      ;     ;      ;  ;                                                       ;In shell, in NGC 3324
TC 1037-6034                  ; Car  ; 10 37 19.0 -60 34 18; Op    ; OC?  ;     1.30;      ;     ;      ;  ;                                                       ;
NGC 3324                      ; Car  ; 10 37 21.8 -58 36 54; Op    ; OC   ;     5.90;  2600;0.461; 6.775;* ;[PMT2014] b                                            ;In HII reg Gum 31
Bica 420                      ; Car  ; 10 37 38.0 -58 26 07; IR    ; OC   ;     1.30;      ;     ;      ;  ;                                                       ;
Theia 1372                    ; Car  ; 10 37 49.4 -69 54 53; Op    ; OC   ;   764.00;   399;     ; 9.250;* ;                                                       ;
Car OB1 B                     ; Car  ; 10 37 54.0 -58 00 00; Op    ; OB   ;   120.00;  2140;     ;      ;  ;                                                       ;
Car OB1 C                     ; Car  ; 10 37 54.0 -58 39 00; Op    ; OB   ;    42.00;  2590;     ;      ;  ;                                                       ;
DBSB 128                      ; Car  ; 10 38 02.0 -58 46 45; IR    ; OC   ;     2.50;      ;     ; 6.180;  ;G286.38-0.26 Cl, [PMT2014] d                           ;In HII reg Gum 31
Bica 434                      ; Car  ; 10 38 04.0 -58 55 31; IR    ; OC   ;     0.90;      ;     ;      ;  ;                                                       ;In pair
BH 99                         ; Car  ; 10 38 12.7 -59 10 05; Op    ; OC   ;    64.40;   444;0.065; 7.908;* ;                                                       ;
DBSB 127                      ; Car  ; 10 38 29.0 -58 19 02; IR    ; OC?  ;     2.00;      ;     ;      ;  ;Bica 422                                               ;Pair w Bica 423
Bica 423                      ; Car  ; 10 38 32.0 -58 19 11; IR    ; OC   ;     1.10;      ;     ;      ;  ;                                                       ;
LMR 164                       ; Car  ; 10 38 42.0 -58 25 59; IR    ; OB   ;    66.00;      ;     ;      ;  ;                                                       ;
Teutsch J1038-6018            ; Car  ; 10 38 43.0 -60 18 06; Op    ; OC?  ;     1.50;      ;     ;      ;  ;                                                       ;
Bica 437                      ; Car  ; 10 39 20.0 -59 39 55; IR    ; OC   ;     1.20;      ;     ;      ;  ;                                                       ;
Oliveira 15                   ; Car  ; 10 39 23.0 -59 45 13; Op    ; OC   ;     4.00;  3400;     ; 6.540;  ;                                                       ;
Kronberger 38                 ; Car  ; 10 39 59.0 -59 11 31; Op    ; OC   ;     3.70;  4410;0.830; 6.050;* ;                                                       ;
Oliveira 5                    ; Car  ; 10 40 58.9 -60 49 48; Op    ; OC   ;     4.10;  3300;     ; 6.650;  ;                                                       ;
