Name; RA_J2000_deg; De_J2000_deg; Type; Rad_deg; Dst_pc; E_B-V; Log_t; pmRA_mas; pmDe_mas; Reference; Aliases_and_associated_objects
UPK_191; 337.312500000; +63.1905555556; OC; 0.6200000000; 874; ; 6.90; -1.04; -1.87; Sim 2019; Cep_R1_
UPK_192; 343.321250000; +58.0155555556; MG; 1.7000000000; 849; ; 8.90; -0.09; 0.60; Sim 2019; Theia_287
UPK_193; 349.340000000; +50.6569444444; YA; 1.8600000000; 750; ; 7.90; -0.55; -3.05; Sim 2019; 
UPK_198; 341.393750000; +64.0344444444; OC; 0.8500000000; 844; ; 8.60; -4.90; -2.14; Sim 2019; 
UPK_2; 268.510833333; -22.4158333333; OC; 0.5600000000; 914; ; 7.25; 2.99; -0.66; Sim 2019; Theia_589
UPK_200; 347.022916667; +58.7219444444; YA; 1.7700000000; 961; ; 7.75; -0.46; -0.96; Sim 2019; 
UPK_204; 347.131666667; +60.5019444444; OC; 0.7800000000; 935; ; 9.00; 2.91; 1.71; Sim 2019; Theia_1173
UPK_205; 338.481666667; +69.0233333333; OC; 1.7000000000; 382; ; 7.10; 6.27; 0.05; Sim 2019; Theia_32
UPK_207; 349.670833333; +60.4386111111; MG; 1.7100000000; 997; ; 8.60; -3.27; -4.43; Sim 2019; 
UPK_214; 356.537083333; +53.6186111111; MG; 1.5900000000; 810; ; 8.75; 0.79; -0.72; Sim 2019; 
UPK_215; 355.799166667; +56.0616666667; OC; 0.8500000000; 917; ; 7.90; -6.56; -2.40; Sim 2019; Theia_888
UPK_217; 356.573333333; +55.1122222222; MG; 1.9600000000; 450; ; 8.00; 5.20; -4.40; Sim 2019; 
UPK_218; 352.395000000; +64.0738888889; OC; 0.8400000000; 782; ; 7.90; -4.90; -4.82; Sim 2019; Theia_667
UPK_222; 355.445833333; +62.2433333333; MG; 1.5000000000; 823; ; 8.90; 1.10; 0.97; Sim 2019; Theia_775
UPK_223; 341.338750000; +75.1391666667; OC; 0.6900000000; 351; ; 6.70; 7.38; 0.48; Sim 2019; PTB_1, Theia_11
UPK_224; 352.293750000; +66.9447222222; OC; 0.3400000000; 779; ; 6.85; -1.41; -0.10; Sim 2019; Theia_769
UPK_225; 358.707083333; +56.7283333333; OC; 1.9600000000; 423; ; 7.10; 8.02; -2.90; Sim 2019; LDN_1251
UPK_226; 352.769166667; +68.6658333333; OC; 0.4400000000; 861; ; 8.80; -1.55; -3.13; Sim 2019; Theia_997
UPK_227; 0.36666666700; +58.5605555556; YA; 1.8200000000; 746; ; 7.90; -4.21; -2.19; Sim 2019; 
UPK_228; 359.762916667; +60.7841666667; YA; 1.4600000000; 761; ; 7.90; -1.10; -1.05; Sim 2019; WZ_Cas
UPK_229; 357.075416667; +66.5136111111; MG; 0.9800000000; 965; ; 8.60; -3.79; -0.88; Sim 2019; Theia_671
UPK_234; 3.33500000000; +65.6211111111; YA; 1.4500000000; 723; ; 6.50; 2.42; -2.44; Sim 2019; Theia_19
UPK_235; 2.92916666700; +67.5388888889; MG; 1.6100000000; 889; ; 9.00; 0.63; 2.60; Sim 2019; 
UPK_236; 4.06250000000; +64.9777777778; OC; 0.7300000000; 736; ; 7.55; -0.94; 0.71; Sim 2019; Theia_974
UPK_238; 6.61750000000; +68.3297222222; MG; 1.4400000000; 712; ; 8.90; -4.08; -3.76; Sim 2019; 
UPK_239; 6.40791666700; +71.6488888889; YA; 1.7900000000; 866; ; 7.50; -2.53; -1.11; Sim 2019; 
UPK_24; 282.645833333; -10.7880555556; OC; 1.0450000000; 514; 0.33; 8.90; -3.75; -9.84; Cantat-Gaudin 2020b; 
UPK_240; 9.39916666700; +59.0638888889; YA; 1.6800000000; 735; ; 7.95; -1.46; -2.27; Sim 2019; 
UPK_246; 13.8579166670; +61.3980555556; YA; 1.7800000000; 894; ; 7.90; 2.76; -1.03; Sim 2019; Theia_673
UPK_247; 14.8516666670; +53.5833333333; MG; 1.7400000000; 638; ; 8.35; -4.14; -2.37; Sim 2019; Theia_842
UPK_248; 17.6708333330; +63.9930555556; MG; 1.6000000000; 744; ; 8.65; -1.41; 0.47; Sim 2019; Theia_872
UPK_250; 18.1129166670; +60.9677777778; OC; 0.8400000000; 761; ; 7.90; -0.87; -2.19; Sim 2019; Alessi_J0114+6054, HD_7252, TC_0114+6054
UPK_251; 18.1900000000; +61.1752777778; OC; 0.7200000000; 830; ; 7.60; -2.85; -1.23; Sim 2019; 
UPK_252; 20.0304166670; +68.0319444444; YA; 1.7300000000; 858; ; 7.40; -1.46; -0.85; Sim 2019; Theia_672
UPK_254; 18.6854166670; +60.9336111111; MG; 1.2200000000; 867; ; 8.55; 3.01; -1.52; Sim 2019; Theia_673
UPK_255; 20.2995833330; +58.2552777778; MG; 1.7300000000; 819; ; 8.75; -1.67; -0.36; Sim 2019; Theia_772
UPK_256; 22.1170833330; +64.7483333333; MG; 1.4500000000; 725; ; 8.75; 2.58; -5.02; Sim 2019; Theia_1505, Santa_41, Theia_1505, VB73_43
UPK_260; 24.5116666670; +58.5725000000; YA; 1.2600000000; 825; ; 7.90; 2.66; -1.86; Sim 2019; Theia_200
UPK_261; 30.3483333330; +68.5238888889; MG; 1.1900000000; 1005; ; 8.60; 0.78; 0.71; Sim 2019; 
UPK_262; 32.1862500000; +69.2250000000; OC; 0.8700000000; 825; ; 8.50; -1.97; 0.77; Sim 2019; Theia_884
UPK_263; 26.2058333330; +57.1616666667; MG; 1.8300000000; 897; ; 8.90; 1.65; -2.93; Sim 2019; 
UPK_271; 37.0891666670; +64.4955555556; MG; 1.8100000000; 928; ; 8.60; -0.70; 0.90; Sim 2019; Theia_777
UPK_273; 32.7895833330; +58.0516666667; YA; 1.8700000000; 929; ; 7.90; 3.33; -3.65; Sim 2019; 
UPK_277; 39.7137500000; +62.6988888889; MG; 1.5400000000; 813; ; 8.85; -2.55; 0.97; Sim 2019; Theia_586
UPK_278; 37.2741666670; +59.1297222222; OC; 0.4100000000; 905; ; 8.75; 3.54; -2.82; Sim 2019; Theia_900
UPK_280; 43.8400000000; +64.6741666667; MG; 1.9400000000; 867; ; 8.80; -0.45; 0.52; Sim 2019; 
UPK_281; 34.1987500000; +52.7277777778; MG; 1.7800000000; 624; ; 8.10; -4.07; 0.39; Sim 2019; Theia_258, Theia_258
UPK_286; 39.0525000000; +56.3702777778; MG; 1.3400000000; 705; ; 8.95; 0.30; -3.68; Sim 2019; Theia_862
UPK_287; 59.1312500000; +69.8988888889; MG; 1.9700000000; 630; ; 8.45; -2.38; -3.46; Sim 2019; Theia_1045
UPK_288; 43.9229166670; +59.8133333333; YA; 1.8100000000; 840; ; 7.90; -0.21; -1.37; Sim 2019; 
UPK_292; 56.3670833330; +64.6538888889; OC; 0.4491666667; 448; ; ; 0.42; -8.14; 2020A&A...633A..99C; Theia_932
UPK_293; 47.2741666670; +57.8797222222; MG; 1.1900000000; 739; ; 8.60; 0.90; -4.98; Sim 2019; 
UPK_295; 49.1995833330; +56.6233333333; YA; 1.6400000000; 947; ; 7.00; 3.15; -2.35; Sim 2019; 
UPK_298; 57.6633333330; +60.0638888889; YA; 1.9800000000; 640; ; 7.95; -2.88; -0.44; Sim 2019; Theia_730, Theia_85
UPK_30; 282.504583333; -7.0622222222; OC; 1.4000000000; 440; ; 7.90; 1.07; -11.31; Sim 2019; Theia_711
UPK_300; 58.0204166670; +59.9833333333; OC; 0.6000000000; 962; ; 8.60; 0.25; -0.75; Sim 2019; 
UPK_304; 46.7808333330; +48.9877777778; MG; 1.9100000000; 768; ; 8.70; 8.10; -5.83; Sim 2019; Theia_770
UPK_305; 41.1270833330; +39.0269444444; OC; 1.5966666667; 418; 0.04; 8.15; 2.98; -6.53; Cantat-Gaudin 2020b; 
UPK_307; 55.1137500000; +54.8469444444; YA; 1.1900000000; 893; ; 7.25; -2.13; -1.82; Sim 2019; 
UPK_310; 55.3220833330; +49.3113888889; OC; 1.3300000000; 620; ; 7.75; -2.66; 0.61; Sim 2019; 
UPK_311; 61.4295833330; +52.3036111111; YA; 1.4700000000; 843; ; 7.70; -0.73; -0.99; Sim 2019; Theia_489
UPK_313; 59.4200000000; +50.7008333333; MG; 1.0600000000; 994; ; 8.55; 0.57; -1.56; Sim 2019; 
UPK_314; 69.4333333330; +56.5680555556; MG; 1.8800000000; 639; ; 8.90; -1.77; -5.63; Sim 2019; Theia_1040
UPK_315; 68.0720833330; +55.8544444444; MG; 1.4500000000; 965; ; 8.90; 3.60; -3.07; Sim 2019; Theia_1086
UPK_317; 80.7675000000; +60.1280555556; YA; 1.3000000000; 900; ; 7.60; -1.11; -1.46; Sim 2019; 
UPK_319; 65.3633333330; +52.0877777778; YA; 1.8100000000; 774; ; 7.30; 0.68; -3.80; Sim 2019; Theia_47
UPK_323; 63.4008333330; +49.4177777778; YA; 1.6700000000; 611; ; 7.95; 3.91; -5.03; Sim 2019; Theia_341
UPK_325; 66.1204166670; +50.3891666667; OC; 0.2900000000; 762; ; 7.95; -1.55; -2.30; Sim 2019; Theia_868
UPK_326; 60.3783333330; +45.1963888889; OC; 1.2800000000; 646; ; 8.95; -2.16; 0.10; Sim 2019; 
UPK_327; 63.1345833330; +47.2063888889; MG; 1.5400000000; 991; ; 8.85; 1.74; -0.66; Sim 2019; 
UPK_338; 57.9100000000; +35.0900000000; OC; 1.6000000000; 385; ; 6.60; 3.30; -4.50; arXiv:2102.08263v1; Mestor, PST_3, Per_OB2
UPK_340; 72.5112500000; +44.8661111111; OC; 0.9300000000; 750; ; 8.60; 2.13; -6.29; Sim 2019; Theia_569
UPK_341; 66.7187500000; +40.9213888889; MG; 1.7100000000; 715; ; 8.90; 0.23; -4.22; Sim 2019; 
UPK_346; 71.4108333330; +38.4102777778; OC; 1.1200000000; 647; ; 8.80; -1.29; -2.43; Sim 2019; Theia_340
UPK_347; 77.0320833330; +40.7427777778; OC; 0.6000000000; 917; ; 7.90; -0.46; -3.70; Sim 2019; Theia_501
UPK_358; 79.1841666670; +37.2588888889; OC; 0.7300000000; 531; ; 8.20; -0.51; -9.21; Sim 2019; Theia_387
UPK_360; 83.0333333330; +38.3725000000; YA; 1.4200000000; 867; ; 7.90; -0.76; -2.14; Sim 2019; Theia_415
UPK_361; 80.5891666670; +37.0538888889; YA; 1.4600000000; 945; ; 7.90; -0.23; -0.72; Sim 2019; 
UPK_362; 77.3654166670; +34.3516666667; YA; 1.3700000000; 967; ; 7.90; -0.05; -2.95; Sim 2019; Theia_504
UPK_368; 81.1533333330; +29.5566666667; YA; 1.2900000000; 819; ; 7.90; 3.33; -5.92; Sim 2019; Theia_646
UPK_376; 93.6245833330; +31.1822222222; MG; 1.8600000000; 602; ; 8.00; -1.61; -2.06; Sim 2019; 
UPK_377; 83.8391666670; +25.8994444444; YA; 1.7300000000; 755; ; 7.10; -1.62; -4.74; Sim 2019; Theia_761
UPK_385; 75.6470833330; +13.0200000000; OC; 0.3508333333; 319; 0.25; 7.07; 1.81; -3.48; Cantat-Gaudin 2020b; Spurious_6, Theia_30
UPK_386; 91.3466666670; +20.7927777778; MG; 1.7100000000; 1040; ; 8.70; 1.52; -2.22; Sim 2019; Alessi_J0620+2929
UPK_388; 90.8850000000; +18.2422222222; MG; 1.5000000000; 909; ; 8.70; -0.13; -1.47; Sim 2019; 
UPK_389; 98.5533333330; +22.0905555556; YA; 1.3300000000; 715; ; 7.95; -1.78; -1.85; Sim 2019; Foldvari_105
UPK_390; 76.3995833330; +9.0619444444; OC; 1.5600000000; 407; ; 7.60; 0.79; -4.45; Sim 2019; Theia_138
UPK_391; 99.8804166670; +20.8758333333; MG; 1.8100000000; 697; ; 8.20; -0.49; -2.58; Sim 2019; 
UPK_395; 95.7062500000; +14.3211111111; OC; 0.7000000000; 973; ; 8.20; 0.01; -2.11; Sim 2019; 
UPK_397; 93.8433333330; +11.8852777778; YA; 1.1700000000; 769; ; 7.90; -1.93; -4.46; Sim 2019; 
UPK_398; 85.9941666670; +7.0211111111; OC; 0.2716666667; 460; 0.14; 7.10; -3.31; -1.71; Cantat-Gaudin 2020b; Spurious_2, Theia_36
UPK_401; 111.035416667; +14.8747222222; MG; 1.6800000000; 595; ; 8.20; -3.99; -3.84; Sim 2019; Theia_545
UPK_402; 87.5150000000; +2.8219444444; OC; 0.1891666667; 419; 0.39; 6.86; -1.11; -1.92; Cantat-Gaudin 2020b; Ori_BN
UPK_403; 86.6304166670; +0.1113888889; OC; 0.4800000000; 427; ; 6.65; -0.52; -0.90; Sim 2019; NGC_2068, LDEG91_4, FoF_2382
UPK_406; 95.9758333330; +3.7155555556; OC; 1.0800000000; 697; ; 8.75; -0.65; -1.83; Sim 2019; Theia_558
UPK_407; 97.8279166670; +4.4983333333; YA; 1.3200000000; 664; ; 7.70; -1.73; -4.73; Sim 2019; Theia_189
UPK_414; 87.2129166670; -5.1727777778; OC; 1.7800000000; 442; ; 7.30; -2.43; 0.21; Sim 2019; Spurious_1
UPK_415; 92.3995833330; -2.9919444444; OC; 0.8800000000; 636; ; 7.95; -1.56; -2.07; Sim 2019; Theia_727
UPK_416; 90.9345833330; -4.1975000000; YA; 1.6600000000; 871; ; 7.90; -1.26; 1.48; Sim 2019; 
UPK_417; 98.5645833330; -0.8066666667; OC; 1.0200000000; 765; ; 7.80; -4.12; -0.60; Sim 2019; 
UPK_421; 93.3579166670; -4.7219444444; OC; 1.8700000000; 355; ; 7.65; -6.49; 2.50; Sim 2019; 
UPK_422; 88.0070833330; -7.5430555556; OC; 0.7400000000; 302; 0.10; 7.30; 0.19; -0.57; Cantat-Gaudin 2020b; Ori_Y
UPK_423; 110.109166667; +3.5791666667; OC; 1.5500000000; 466; ; 8.00; -6.51; -5.16; Sim 2019; Theia_172
UPK_428; 90.7658333330; -9.8450000000; YA; 1.0600000000; 830; ; 7.05; -1.91; 1.62; Sim 2019; Theia_15
UPK_430; 102.267083333; -4.9486111111; MG; 1.9600000000; 862; ; 8.50; -0.63; -1.48; Sim 2019; 
UPK_432; 98.3283333330; -7.9147222222; YA; 1.6800000000; 994; ; 7.20; -3.40; 0.70; Sim 2019; Theia_90
UPK_438; 100.767916667; -8.2508333333; OC; 1.5900000000; 449; ; 7.80; -6.59; 2.68; Sim 2019; TC_0652-0539
UPK_439; 96.9445833330; -10.2533333333; YA; 1.2300000000; 745; ; 7.75; -2.31; -0.11; Sim 2019; 
UPK_440; 110.330833333; -4.1241666667; MG; 1.6600000000; 538; ; 8.50; -2.17; -3.64; Sim 2019; Theia_546
UPK_441; 107.260833333; -7.1741666667; OC; 0.5400000000; 864; ; 7.95; -0.91; -1.21; Sim 2019; FoF_2302, Theia_361, Alessi_J0709-0707, Santa_54
UPK_442; 98.4000000000; -11.5488888889; OC; 1.1250000000; 642; 0.13; 7.93; -2.58; -1.32; Cantat-Gaudin 2020b; 
UPK_446; 108.685000000; -7.6327777778; OC; 1.0500000000; 505; ; 7.75; -8.40; 2.12; Sim 2019; Theia_128
UPK_447; 104.241250000; -10.1152777778; OC; 0.6900000000; 962; ; 7.65; -3.60; 0.41; Sim 2019; 
UPK_448; 100.060833333; -12.2441666667; OC; 0.7400000000; 900; ; 7.90; -2.61; 0.73; Sim 2019; Theia_555
UPK_450; 103.754583333; -13.9411111111; OC; 0.9200000000; 830; ; 7.95; -3.06; -0.72; Sim 2019; Theia_342
UPK_451; 99.6062500000; -16.7108333333; OC; 1.2800000000; 469; ; 7.60; -4.20; 4.88; Sim 2019; 
UPK_454; 112.476250000; -12.5061111111; OC; 1.0700000000; 526; ; 8.00; -5.88; -1.12; Sim 2019; FoF_2424
UPK_456; 104.810833333; -17.0919444444; OC; 1.6800000000; 506; ; 7.95; -7.62; 0.18; Sim 2019; Theia_458
UPK_463; 104.133750000; -19.6702777778; YA; 1.9000000000; 677; ; 7.90; -5.31; 1.46; Sim 2019; Theia_398
UPK_465; 107.525000000; -18.6080555556; OC; 0.7600000000; 924; ; 7.90; -3.57; 0.38; Sim 2019; Theia_366
UPK_469; 107.978333333; -19.4413888889; OC; 1.4900000000; 430; ; 7.55; -8.12; 3.76; Sim 2019; Theia_35
UPK_47; 294.729583333; -1.2586111111; YA; 1.7700000000; 602; ; 7.65; 0.47; -2.56; Sim 2019; Theia_125
UPK_472; 112.430833333; -18.9186111111; OC; 1.0800000000; 732; ; 7.95; -5.31; 0.24; Sim 2019; Theia_759
UPK_475; 114.443750000; -21.3816666667; MG; 1.3100000000; 672; ; 8.00; -5.90; 4.17; Sim 2019; 
UPK_479; 107.848750000; -27.7986111111; OC; 1.2500000000; 604; ; 7.65; -3.21; 6.21; Sim 2019; 
UPK_481; 113.743750000; -25.3808333333; YA; 1.9500000000; 482; ; 7.70; -7.84; 5.75; Sim 2019; Theia_118
UPK_483; 97.7916666670; -35.9786111111; MG; 1.3900000000; 680; ; 8.20; -2.05; 6.24; Sim 2019; 
UPK_490; 120.674166667; -32.4058333333; MG; 1.5500000000; 785; ; 8.20; -3.84; 3.67; Sim 2019; Theia_665
UPK_491; 118.440000000; -34.9244444444; YA; 1.6100000000; 739; ; 7.95; -6.46; 4.92; Sim 2019; 
UPK_492; 121.450833333; -33.5313888889; OC; 0.7100000000; 713; ; 7.90; -7.43; 5.39; Sim 2019; 
UPK_493; 122.562500000; -33.0166666667; OC; 0.8500000000; 963; ; 7.90; -5.77; 6.86; Sim 2019; 
UPK_494; 114.197083333; -37.3791666667; OC; 0.8900000000; 881; ; 7.75; -5.35; 5.25; Sim 2019; 
UPK_495; 105.862916667; -40.8861111111; OC; 0.9391666667; 688; 0.08; 8.64; -2.51; 5.66; Cantat-Gaudin 2020b; 
UPK_498; 130.833750000; -30.7622222222; MG; 1.4200000000; 741; ; 8.00; -2.60; -0.64; Sim 2019; Theia_651, Theia_965
UPK_499; 135.567083333; -29.1400000000; YA; 1.8400000000; 1001; ; 7.90; -6.75; 2.67; Sim 2019; 
UPK_500; 121.409166667; -39.0422222222; YA; 1.8400000000; 877; ; 7.40; -4.60; 3.99; Sim 2019; 
UPK_501; 107.878333333; -44.4958333333; YA; 1.5600000000; 744; ; 7.75; -5.93; 6.74; Sim 2019; Theia_1145
UPK_506; 124.313333333; -41.0969444444; MG; 1.3800000000; 831; ; 8.80; -2.02; 7.51; Sim 2019; Theia_773
UPK_507; 119.480833333; -43.7658333333; OC; 1.8700000000; 411; ; 7.70; -9.45; 8.72; Sim 2019; 
UPK_509; 124.480416667; -41.8552777778; OC; 0.7800000000; 812; ; 7.75; -4.81; 10.22; Sim 2019; Theia_1079
UPK_510; 128.530416667; -39.6791666667; OC; 1.1100000000; 756; ; 7.90; -8.22; 5.64; Sim 2019; Theia_274
UPK_515; 121.184583333; -45.4661111111; YA; 1.8900000000; 591; ; 7.60; -6.39; 7.31; Sim 2019; 
UPK_52; 290.042083333; +9.5355555556; OC; 0.2000000000; 818; ; 8.05; -0.16; -5.97; Sim 2019; Theia_494
UPK_524; 105.304166667; -54.4319444444; OC; 0.9566666667; 567; 0.10; 8.03; -2.76; 8.65; Cantat-Gaudin 2020b; Theia_146
UPK_529; 136.063333333; -44.1183333333; MG; 0.9600000000; 925; ; 8.90; -8.95; 5.75; Sim 2019; Theia_1081
UPK_533; 122.797916667; -52.5288888889; OC; 1.0158333333; 346; 0.06; 7.95; -6.79; 2.62; Cantat-Gaudin 2020b; Theia_234
UPK_534; 135.422083333; -46.5922222222; YA; 1.6100000000; 844; ; 7.10; -7.53; 5.18; Sim 2019; Theia_1062, Vel_OB4
UPK_535; 127.025000000; -50.8988888889; OC; 1.1358333333; 324; 0.06; 7.63; -12.91; 3.22; Cantat-Gaudin 2020b; 
UPK_538; 129.527083333; -51.5308333333; OC; 1.4800000000; 351; ; 7.75; -13.02; 9.73; Sim 2019; 
UPK_541; 134.081666667; -52.4672222222; OC; 1.2000000000; 624; ; 7.90; -11.03; 8.90; Sim 2019; Theia_272
UPK_544; 137.680833333; -54.4044444444; OC; 1.2600000000; 668; ; 7.85; -10.89; 8.24; Sim 2019; Theia_272
UPK_545; 130.809166667; -58.6288888889; OC; 0.9600000000; 329; 0.07; 7.95; -8.75; 2.72; Cantat-Gaudin 2020b; 
UPK_547; 144.496250000; -53.3136111111; OC; 1.2100000000; 658; ; 7.95; -9.30; 5.43; Sim 2019; 
UPK_550; 140.062916667; -58.6452777778; YA; 1.8400000000; 966; ; 7.90; -5.45; 3.02; Sim 2019; 
UPK_555; 146.160416667; -60.6233333333; MG; 1.6700000000; 642; ; 8.20; -9.72; 6.89; Sim 2019; 
UPK_56; 289.572916667; +17.5611111111; OC; 1.0600000000; 760; ; 8.75; -0.07; -6.74; Sim 2019; Theia_268
UPK_560; 158.037083333; -44.4511111111; OC; 1.0050000000; 602; 0.04; 8.45; -12.50; 3.83; Cantat-Gaudin 2020b; Theia_549, UPK_551
UPK_563; 158.395416667; -64.2338888889; OC; 1.1900000000; 557; ; 7.95; -16.85; 1.69; Sim 2019; Alessi_194
UPK_566; 169.542083333; -59.0469444444; OC; 1.0100000000; 273; ; 8.10; -23.69; 5.99; Sim 2019; HD_98329
UPK_568; 173.365833333; -60.6588888889; OC; 0.6000000000; 658; ; 7.95; -14.42; 2.66; Sim 2019; Theia_743
UPK_569; 166.749166667; -71.5191666667; OC; 1.4800000000; 252; ; 7.55; -25.75; -1.05; Sim 2019; HIP_55350, OPD_41
UPK_570; 176.017500000; -60.8975000000; MG; 1.1200000000; 900; ; 8.90; -5.25; -0.01; Sim 2019; Theia_585
UPK_571; 172.884166667; -69.1836111111; OC; 1.0000000000; 797; ; 8.35; -7.96; 1.49; Sim 2019; Theia_882
UPK_576; 188.382916667; -58.0991666667; OC; 0.7500000000; 794; ; 7.90; -10.90; 0.78; Sim 2019; Cartes_du_Ciel_2
UPK_577; 187.621666667; -65.1322222222; MG; 1.1700000000; 759; ; 9.10; -6.41; -2.77; Sim 2019; Theia_980
UPK_579; 192.917083333; -50.5411111111; OC; 1.0833333333; 732; 0.08; 8.08; -10.71; -3.23; Cantat-Gaudin 2020b; Theia_404
UPK_580; 193.425416667; -69.6708333333; MG; 1.3500000000; 907; ; 8.75; -11.23; -3.97; Sim 2019; Theia_782, Theia_782
UPK_581; 193.651250000; -59.0491666667; YA; 1.0600000000; 847; ; 7.90; -9.74; -3.52; Sim 2019; 
UPK_582; 194.092500000; -69.3275000000; YA; 1.3300000000; 947; ; 7.90; -4.22; -2.43; Sim 2019; Theia_358
UPK_583; 195.950416667; -59.9744444444; OC; 0.7300000000; 668; ; 8.20; -12.00; -3.94; Sim 2019; Alessi_J1302-5956
UPK_584; 199.342500000; -59.2244444444; OC; 0.9000000000; 860; ; 8.60; -14.89; -1.87; Sim 2019; Theia_771
UPK_588; 206.723333333; -59.5683333333; OC; 0.6300000000; 498; ; 7.90; -13.79; -6.21; Sim 2019; Theia_737
UPK_589; 207.028333333; -58.5197222222; OC; 0.8900000000; 729; ; 8.20; -8.55; -4.45; Sim 2019; 
UPK_590; 208.982500000; -57.8511111111; MG; 0.9800000000; 877; ; 8.55; -3.05; -3.86; Sim 2019; Theia_903
UPK_591; 211.897500000; -61.5216666667; OC; 0.8300000000; 734; ; 7.75; -9.17; -7.36; Sim 2019; Theia_350
UPK_595; 218.375833333; -67.0438888889; MG; 1.1200000000; 875; ; 8.80; -5.93; -3.92; Sim 2019; 
UPK_596; 226.137083333; -71.5780555556; MG; 1.2700000000; 711; ; 8.00; -4.40; -3.70; Sim 2019; 
UPK_60; 295.538333333; +17.7205555556; YA; 1.2800000000; 706; ; 7.90; 0.80; -6.77; Sim 2019; Theia_553
UPK_602; 227.754166667; -65.5666666667; YA; 1.5600000000; 886; ; 7.90; -1.32; -3.94; Sim 2019; Theia_423
UPK_608; 235.142083333; -64.4877777778; OC; 1.2400000000; 563; ; 8.00; -3.93; -5.32; Sim 2019; Theia_181
UPK_612; 253.423333333; -67.7880555556; OC; 1.9408333333; 231; 0.05; 8.00; -13.32; -12.02; Cantat-Gaudin 2020b; OPD_14, Theia_216
UPK_616; 245.273750000; -61.7333333333; MG; 1.0500000000; 935; ; 8.10; -0.78; -3.02; Sim 2019; 
UPK_618; 236.970000000; -55.2788888889; MG; 1.7300000000; 779; ; 8.75; -3.76; -5.80; Sim 2019; Theia_1261
UPK_624; 254.137916667; -60.4219444444; OC; 0.4791666667; 319; 0.16; 7.65; -1.42; -14.34; Cantat-Gaudin 2020b; HIP_83071, Theia_119
UPK_633; 260.780416667; -50.4761111111; OC; 0.6600000000; 873; ; 7.75; 1.99; -4.47; Sim 2019; 
UPK_638; 253.666250000; -42.5750000000; MG; 1.9300000000; 679; ; 8.75; -0.26; -7.63; Sim 2019; Theia_659
UPK_639; 261.893333333; -46.2908333333; MG; 1.9700000000; 707; ; 8.90; 1.15; -9.30; Sim 2019; 
UPK_64; 281.748333333; +24.6977777778; OC; 1.4100000000; 442; ; 8.00; -0.93; -5.03; Sim 2019; 
UPK_640; 250.260000000; -39.4938888889; OC; 1.2133333333; 176; 0.09; 7.40; -11.97; -21.25; Cantat-Gaudin 2020b; V1062_Sco, Teutsch_194, UCL-1, OPD_11, FoF_2442
UPK_649; 262.770416667; -35.4050000000; MG; 1.1400000000; 865; ; 8.75; -1.25; -3.74; Sim 2019; Theia_290
UPK_650; 256.078750000; -28.1472222222; OC; 0.5800000000; 632; ; 7.95; -1.05; -5.62; Sim 2019; ASCC_87, Theia_330
UPK_653; 281.253333333; -36.5069444444; OC; 2.7100000000; 155; ; 7.50; 1.33; -27.45; Sim 2019; CrA_off-cloud
UPK_655; 285.289583333; -36.9402777778; OC; 0.4400000000; 153; ; 7.10; 4.48; -27.20; Sim 2019; Coronet, CrA
UPK_69; 290.615000000; +22.3869444444; MG; 0.8700000000; 727; ; 8.90; -1.81; -1.47; Sim 2019; Theia_978
UPK_72; 284.686666667; +26.3436111111; OC; 1.2600000000; 454; ; 7.80; -0.68; -4.41; Sim 2019; Theia_142
UPK_78; 280.640833333; +32.2486111111; OC; 1.5400000000; 375; ; 7.75; 0.31; -3.52; Sim 2019; 
UPK_87; 298.742083333; +27.9150000000; OC; 0.7400000000; 859; ; 7.65; -0.87; -4.68; Sim 2019; Theia_419
UPK_88; 309.475833333; +21.4619444444; OC; 1.0758333333; 294; 0.08; 7.71; 10.21; -5.27; Cantat-Gaudin 2020b; Theia_137
UPK_91; 307.365833333; +24.9583333333; MG; 1.2700000000; 764; ; 8.00; 2.04; -3.97; Sim 2019; 
UPK_96; 300.772500000; +30.5825000000; OC; 1.3100000000; 409; ; 7.95; 3.32; -1.55; Sim 2019; 
U_Car_A; 164.378750000; -59.7338888889; OC; 0.0283333333; 5220; ; ; -6.22; 2.95; Alessi GEDR3; 
U_Car_B; 164.700833333; -59.7550000000; OC; 0.2250000000; 2390; ; ; -6.25; 1.57; Alessi GEDR3; 
Urq_G19.82-0.33; 277.092500000; -11.7955555556; EC; 0.0083333333; 2025; ; ; -0.05; -1.31; Alessi GEDR3; 
VB73_105; 17.4416666670; +61.7336111111; OC; 0.0916666667; 4200; ; ; -1.12; -0.24; Alessi GEDR3; 
VB73_21; 14.0658333330; +66.9841666667; OC; 0.0666666667; 3680; ; ; -1.97; 0.02; Alessi GEDR3; 
VB73_234; 50.5208333330; +52.0308333333; OC; 0.0583333333; 2510; ; ; 0.37; -1.16; Alessi GEDR3; 
VB73_36; 18.3187500000; +64.4658333333; OC; 0.1000000000; 4960; ; ; -1.78; -0.06; Alessi GEDR3; 
VC10_Grp_D; 83.7500000000; -5.7300000000; EC; 0.1500000000; 379; ; ; 1.24; 0.54; Alessi GEDR3; KT_Ori
VVV-CL_103; 176.889166667; -61.8694444444; OC; 0.0100000000; 4600; ; ; -6.68; 1.03; Alessi GEDR3; Kn-DeCAPS_62
