name                       RA_ICRS            DE_ICRS         Diam    
ESO_332-20                256.22791700   -38.3169440         14.0    
ESO_332-22                256.85200000   -40.8170000         13.8    
ESO_332-8                 253.69500000   -40.7150000         15.0    
ESO_367-10                109.26000000   -35.2900000          5.4    
ESO_368-11                116.08600000   -34.6280000          6.1    
ESO_368-14                116.75100000   -32.9590000          3.1    
ESO_370-13                126.78300000   -34.7000000          6.0    
ESO_370-17                127.95750000   -36.2058333          4.2    
ESO_371-25                133.24800000   -35.4760000          2.8    
ESO_392-13                261.71700000   -34.6830000         10.2    
ESO_393-15                265.92300000   -34.2030000         10.9    
ESO_429-2                 113.35500000   -28.1900000          6.6    
ESO_429-5                 114.26200000   -32.2050000          5.4    
ESO_430-14                120.89200000   -31.4150000          8.4    
ESO_430-18                121.76200000   -30.8350000         15.0    
ESO_456-9                 268.48500000   -32.4650000          9.6    
ESO_493-3                 114.92208300   -27.2950000         14.0    
ESO_518-3                 251.77500000   -25.8050000         15.6    
ESO_521-38                272.34000000   -24.5300000         10.8    
ESO_522-5                 273.19500000   -24.3500000          7.8    
ESO_559-13                112.17600000   -20.8070000          3.0    
ESO_559-2                 109.52250000   -18.5955556          1.6    
ESO_561-5                 119.82900000   -22.6900000          7.8    
ESO_587-4                 256.08708300   -19.4500000          5.6    
ESO_589-26                270.56000000   -21.9220000          3.7    
ESO_590-13                  274.058333    -18.263889          4.0    
ESO_64-5                  186.18000000   -68.4850000         13.2    
ESO_92-18                 153.73000000   -64.6110000          3.0    
ESO_92-5                  150.80100000   -64.7550000          5.2    
ESO_93-8                  169.92100000   -65.2170000          4.6    
ESO_95-RN_18_Cl           192.83750000   -63.3027780          1.5    
ESO_96-13                   202.395833    -63.394444          4.0    
El_Kanbi-Prestgard_4        162.304167    -59.854722          4.3    
El_Kanbi-Prestgard_5        163.929167    -59.098611          2.0    
El_Kanbi-Prestgard_6        150.275000    -60.688333          1.2    
El_Kanbi-Prestgard_8        158.612500    -60.941944          2.0    
Eri_II                     56.08380000   -43.5338000          2.3    
Escorial_14               107.16282940   -28.2688117        109.9    
Escorial_2                 75.37550610    +3.4801212         37.2    
Escorial_20               111.98361300   -26.7485421        101.8    
Escorial_22               114.21382480   -25.4076409         63.8    
Escorial_23               115.16973090   -27.1701350        115.8    
Escorial_29               124.87326730   -47.5544226         77.6    
Eta_Per_Grp                  42.674167    +55.895556         16.0    
FG_Aql_Cl                 285.59250000    -5.6055556         13.0    
FSH_1                     288.58750000   +11.1530556          1.6    
FSR_1000                   93.06708300    +5.1850000         19.2    
FSR_1006                     95.737500     +4.626111          2.4    
FSR_101                   282.30916700    +2.7669440          4.0    
FSR_1014                   97.89166700    +4.8475000          2.5    
FSR_1025                  102.62000000    +6.6120000          1.3    
FSR_1032                   99.07200000    +4.0110000          2.6    
FSR_1033                   97.08708300    +2.9350000         14.4    
FSR_1035                    100.645833     +4.680833          5.0    
FSR_1045                     98.291667     +2.470000         10.0    
FSR_1051                  103.04600000    +3.6620000          6.4    
FSR_1063                   98.65400000    -0.2650000          4.1    
FSR_1071                    102.845833     +0.561389          1.4    
FSR_1077                  100.51500000    +0.8830560         20.4    
FSR_1083                  110.50300000    +3.5570000          4.1    
FSR_1085                  103.29000000    -0.1920000          4.9    
FSR_1088                     85.254167     -9.351389          5.6    
FSR_1092                   99.42416700    -2.8188890         19.2    
FSR_1099                   98.62500000    -3.8400000         16.8    
FSR_1100                  105.99000000    +0.0850000         14.4    
FSR_1113                  107.30000000    -1.5020000          2.9    
FSR_1115                   92.05500000    -9.5800000         19.2    
FSR_1117                   94.15900000    -8.9450000         10.8    
FSR_1120                   93.51000000    -9.3750000         14.0    
FSR_1125                  102.61900000    -5.4440000          2.9    
FSR_1126                   99.11208300    -7.3200000         18.6    
FSR_1129                  104.69208300    -4.9300000         16.2    
FSR_1136                   96.18708300   -10.2650000         18.0    
FSR_1142                  111.27708300    -2.9000000         11.4    
FSR_1144                  104.29800000    -6.6280000          5.6    
FSR_1149                  105.99708300    -6.3850000         13.2    
FSR_1150                  106.14600000    -6.6210000          3.4    
FSR_1152                  115.04208300    -2.0850000         15.6    
FSR_1153                  108.57300000    -5.6580000          5.5    
FSR_1157                  110.65500000    -5.1150000         10.8    
FSR_1159                  104.47791700    -8.7450000         12.0    
FSR_1163                  104.81000000    -9.0780000          9.1    
FSR_1169                  105.71208300    -9.2550000         20.4    
FSR_1170                  106.87300000    -8.8790000          2.3    
FSR_1171                  105.05800000   -10.3200000          1.7    
FSR_1172                  103.90900000   -11.0350000          2.5    
FSR_1173                  107.18708300    -9.4269440         13.2    
FSR_1178                  106.31666700   -10.6694440          5.0    
FSR_1179                   99.12916700   -14.1919440          1.2    
FSR_1180                  108.89700000    -9.4530000          8.0    
FSR_1183                  108.35700000    -9.8840000          4.7    
FSR_1184                  105.67500000   -11.4508333          8.0    
FSR_1185                  104.89083330   -11.9875000          4.4    
FSR_1190                  106.76250000   -11.3350000          1.2    
FSR_1207                  106.88300000   -13.3280000          2.9    
FSR_1209                  106.78500000   -13.8270000          4.0    
FSR_1211                  115.33600000    -9.6070000          4.6    
FSR_1212                  106.94100000   -14.1450000          3.7    
FSR_1226                  113.21500000   -13.7450000         12.6    
FSR_123                   287.91100000   +12.0370000          5.0    
FSR_1234                  112.79500000   -15.4280560         13.8    
FSR_124                   286.72216630   +13.2471179         16.3    
FSR_1252                  110.65900000   -18.7030000          5.4    
FSR_1253                  111.58300000   -18.4330000          6.8    
FSR_1255                  110.21208300   -19.6319440         12.0    
FSR_1260                  112.08800000   -19.6790000          5.9    
FSR_1268                  113.93416700   -19.7788890         12.0    
FSR_1270                  111.52500000   -21.2050000          6.0    
FSR_1275                  112.01208300   -21.7900000         22.8    
FSR_1284                  109.99200000   -24.5350000          5.0    
FSR_1293                  110.98291670   -25.3588889         10.0    
FSR_1297                  110.98400000   -25.8790000          5.9    
FSR_1298                  118.37993920   -22.3984710         30.3    
FSR_1308                    117.345833    -25.568611          1.8    
FSR_1315                  117.15900000   -26.9740000          9.6    
FSR_1320                  115.52972530   -29.2895224         22.2    
FSR_1327                  114.83208300   -31.7400000         11.4    
FSR_133                   292.44800000   +15.5610000          8.6    
FSR_1335                  123.01200000   -28.9860000          1.7    
FSR_1336                  119.86500000   -30.7250000         12.0    
FSR_134                   291.13875000   +16.8811110          3.2    
FSR_1342                  119.48700000   -31.5110000          4.3    
FSR_1347                  117.04621840   -33.6799322         42.8    
FSR_1350                  116.95000000   -34.0361110         12.6    
FSR_1351                  116.46000000   -34.3400000         13.8    
FSR_1352                  116.61400000   -34.2870000          4.0    
FSR_1360                  120.39200000   -34.4830000          5.2    
FSR_1361                  117.65600000   -36.4010000         13.1    
FSR_1363                  122.65500000   -34.6160000          4.1    
FSR_1378                  120.30400000   -40.6760000          8.3    
FSR_1380                  122.76400000   -39.9940000          4.3    
FSR_1387                  126.12916700   -39.9050000         15.6    
FSR_1399                  131.03500000   -39.3520000          3.5    
FSR_1401                  129.26208300   -42.3650000         13.8    
FSR_1402                  136.44100000   -37.8740000          6.4    
FSR_1406                  129.57000000   -42.3500000         14.0    
FSR_1407                  142.44500000   -33.8480000          6.2    
FSR_1411                  128.59500000   -43.8600000         24.0    
FSR_1415                  130.09500000   -44.7250000         14.4    
FSR_1419                  124.71100000   -47.7860000          3.8    
FSR_142                   293.89500000   +20.1250000          8.0    
FSR_1421                  134.52291700   -42.6000000         10.2    
FSR_1424                  132.90231670   -43.8205991         45.8    
FSR_1429                  129.40916700   -46.0169440         10.8    
FSR_143                   298.05000000   +18.4880560         19.8    
FSR_1430                  132.96708300   -44.2530560         13.2    
FSR_1432                  133.23291700   -44.1850000         12.0    
FSR_1435                  134.21800000   -43.7570000         10.1    
FSR_1436                  129.89583300   -46.2983330          5.0    
FSR_1441                  129.88000000   -47.0980000          4.7    
FSR_1450                  134.60208300   -46.3030560         13.8    
FSR_1452                  133.33200000   -47.8710000          6.7    
FSR_1453                    134.570833    -47.398611          4.0    
FSR_1454                  132.78000000   -48.4769440         10.2    
FSR_1460                  136.92200000   -47.8270000          5.3    
FSR_1471                  141.04500000   -47.3400000         13.8    
FSR_1474                  138.66708300   -49.7450000         12.0    
FSR_1481                  149.83500000   -43.9080560         18.6    
FSR_1484                  142.45200000   -50.6970000          4.2    
FSR_1485                  140.51208300   -51.9661110         12.0    
FSR_1489                  143.31583300   -51.1950000         13.8    
FSR_1496                  145.74708300   -52.1169440         10.8    
FSR_1509                  147.00600000   -55.0730000          3.4    
FSR_1510                    148.358333    -54.187222          3.5    
FSR_1517                  149.25000000   -54.8180560         12.6    
FSR_1521                  148.85200000   -56.6050000          7.2    
FSR_1527                  151.63291700   -57.4138890         10.2    
FSR_1530                  152.21600000   -57.2880000          4.9    
FSR_1535                  152.00208300   -59.1950000         12.0    
FSR_154                   297.00900000   +23.3530000          5.5    
FSR_1555                  162.23333300   -59.0494440          3.4    
FSR_1557                  163.06250000   -59.3366670          1.2    
FSR_158                   296.99000000   +26.0400000          2.2    
FSR_1580                  171.91700000   -58.4710000          4.7    
FSR_1586                  170.67900000   -62.3020000          6.8    
FSR_1591                  174.22200000   -62.7310000          5.8    
FSR_1595                  176.77100000   -62.6390000          3.6    
FSR_160                   296.18625000   +26.9180560          2.2    
FSR_162                   300.38458300   +25.2330560          7.0    
FSR_163                   300.08708300   +25.4200000          7.0    
FSR_165                   299.54600000   +26.7610000          7.9    
FSR_1653                  203.46000000   -63.0400000         14.4    
FSR_166                   303.38500000   +25.4300000          6.1    
FSR_1662                  206.08333300   -62.0669440          4.4    
FSR_1663                  205.25100000   -60.2030000          5.3    
FSR_1668                  208.72500000   -61.5750000         16.8    
FSR_1669                  209.07000000   -61.7500000         14.4    
FSR_167                   301.21800000   +27.0570000          8.0    
FSR_1676                  210.07500000   -49.7650000         17.4    
FSR_1677                    216.675000    -59.883056          4.0    
FSR_1688                  218.65500000   -56.1150000         13.8    
FSR_1689                  221.72208300   -59.4869440          2.0    
FSR_1694                  228.74859200   -62.7626342         16.3    
FSR_1698                  230.24083300   -59.6200000          6.0    
FSR_170                   301.92708300   +27.5561110         14.0    
FSR_1703                  235.49208300   -54.9800000         13.8    
FSR_1709                  239.37000000   -54.3750000         18.0    
FSR_1714                  237.36000000   -50.6030560         20.4    
FSR_172                   300.00400000   +29.2150000          2.8    
FSR_1723                  238.76900000   -46.0140000          5.6    
FSR_1725                  247.60500000   -50.1250000         13.8    
FSR_174                   302.99500000   +28.3100000         24.0    
FSR_1744                  252.88500000   -42.3930560         14.4    
FSR_1750                  255.52300000   -38.8750000          4.9    
FSR_1754                  258.74208300   -39.0850000         15.6    
FSR_1766                  263.64000000   -36.6500000         13.8    
FSR_178                   303.27083300   +29.1058330          5.0    
FSR_182                   297.93708300   +33.5350000         14.4    
FSR_190                   301.40067690   +33.5214321         13.1    
FSR_195                   304.22900000   +33.6370000          4.0    
FSR_198                   300.61400000   +35.6810000         15.2    
FSR_200                     303.045833    +35.685000          3.5    
FSR_213                   306.74500000   +38.9719440         14.4    
FSR_219                   303.76500000   +41.1850000         15.0    
FSR_222                   305.03208300   +40.8330560         13.8    
FSR_223                   304.91250000   +40.9419440          1.5    
FSR_224                   306.34500000   +40.2261110         15.0    
FSR_226                   304.21793300   +41.9482154         21.7    
FSR_227                   307.24500000   +40.4969440         12.0    
FSR_236                   308.15208300   +41.4400000         21.6    
FSR_238                   308.69300000   +41.4170000          4.7    
FSR_239                   306.19166700   +42.8177780          4.4    
FSR_241                   300.76300000   +46.1960000         10.8    
FSR_244                     309.691667    +42.119167          4.0    
FSR_245                   309.52500000   +42.2250000         10.8    
FSR_246                   310.12916700   +42.0500000          3.6    
FSR_248                   310.98750000   +41.6575000          2.6    
FSR_249                   309.61916700   +42.4930560         18.6    
FSR_253                   315.87708300   +39.9800000         19.8    
FSR_258                   311.19708300   +43.8880560         12.0    
FSR_260                   308.43000000   +45.6161110         12.0    
FSR_261                   313.44708300   +43.1150000         21.6    
FSR_263                   313.21130770   +44.3382129         52.8    
FSR_270                   316.06451920   +44.3457456         32.4    
FSR_275                   314.17100000   +46.9020000          6.6    
FSR_276                   308.62083300   +49.9558330          1.8    
FSR_278                   307.76100000   +51.0210000         10.2    
FSR_282                   315.57200000   +48.0960000          5.8    
FSR_284                   314.14100000   +49.3620000          1.8    
FSR_288                   317.04000000   +49.0100000         12.0    
FSR_290                   314.73708300   +50.7650000         15.2    
FSR_291                   319.12500000   +48.3550000         11.4    
FSR_296                   320.97600000   +49.9250000          2.4    
FSR_306                   322.12900000   +51.6900000          9.6    
FSR_31                    271.62083300   -21.3800000         16.8    
FSR_316                   325.23000000   +52.3100000         16.2    
FSR_317                   323.15416700   +53.7550000         11.4    
FSR_318                   329.66083300   +48.9669440         10.2    
FSR_320                   323.85000000   +53.7000000         10.2    
FSR_321                   338.97083300   +39.6194440          4.3    
FSR_324                   324.04500000   +53.8050000         12.0    
FSR_325                   327.70028860   +51.3667363         23.4    
FSR_326                   324.51291700   +53.8138890          2.0    
FSR_334                   326.54208300   +55.4350000         14.4    
FSR_336                   327.71100000   +55.2430000         13.3    
FSR_338                   327.92083300   +55.3180560          2.2    
FSR_342                   331.93100000   +53.1040000         12.4    
FSR_344                   330.44000000   +54.8150000          4.1    
FSR_351                   327.67500000   +60.6400000         16.8    
FSR_354                   332.79000000   +57.6600000         14.4    
FSR_356                   334.59708300   +56.7700000         12.0    
FSR_357                   337.72300000   +53.9510000          2.3    
FSR_366                   334.57592660   +59.0788263         22.9    
FSR_369                   334.16500000   +60.8030560          7.2    
FSR_377                   338.69166700   +58.3013890          6.0    
FSR_378                   334.86708300   +61.6250000         13.8    
FSR_379                   320.61000000   +69.3300000         14.4    
FSR_381                   340.57577300   +58.3508547         19.2    
FSR_384                   342.91100000   +56.1090000          4.2    
FSR_385                   340.62800000   +58.9410000          6.2    
FSR_386                   324.17208300   +69.2669440          9.6    
FSR_39                    271.76208300   -19.9100000         16.8    
FSR_390                     335.762500    +63.860278          1.6    
FSR_394                   343.78500000   +58.7250000         11.4    
FSR_398                   339.13500000   +64.1530000         10.1    
FSR_401                   345.24500000   +59.6980000          1.6    
FSR_404                   343.35000000   +62.1200000         15.0    
FSR_405                   338.19708300   +66.6700000         15.0    
FSR_406                   343.42791700   +62.6000000         12.0    
FSR_413                   345.21000000   +62.8880560          7.8    
FSR_414                   345.43500000   +62.9830560          9.0    
FSR_416                   345.52500000   +63.0650000         13.2    
FSR_417                   348.69417430   +59.9036498         37.1    
FSR_419                   348.94458300   +59.8761110          2.8    
FSR_423                   344.37416700   +65.4800000         18.0    
FSR_426                   348.88333300   +61.1166670          1.1    
FSR_428                   342.34500000   +69.0788890         15.6    
FSR_430                   348.83500000   +64.1620000          7.3    
FSR_441                   355.50291700   +58.5450000         12.0    
FSR_442                   352.48900000   +63.4470000         18.2    
FSR_443                   355.89708300   +59.0800000         14.4    
FSR_448                   356.81800000   +60.9020000          6.5    
FSR_451                   357.95500000   +60.9160000         25.7    
FSR_453                   356.84900000   +63.2190000          2.6    
FSR_460                   359.77208300   +60.6938890         10.2    
FSR_465                   357.75000000   +66.1860000          4.4    
FSR_469                   359.26666700   +65.4144440          4.8    
FSR_480                     3.73583300   +61.4711110         16.8    
FSR_488                       4.816667    +65.853056          3.0    
FSR_494                     6.41600000   +63.7540000          6.7    
FSR_496                     6.65600000   +64.0100000         10.9    
FSR_498                     7.31700000   +62.3890000         14.0    
FSR_503                     7.35708300   +68.8938890         16.8    
FSR_505                    10.03750000   +61.5675000          3.0    
FSR_508                    10.47291700   +64.9561110          6.6    
FSR_519                    13.09200000   +64.5960000         10.2    
FSR_521                    13.24500000   +59.8350000         15.0    
FSR_522                    13.50000000   +65.7969440         12.6    
FSR_524                    14.34000000   +62.1250000          3.2    
FSR_534                    19.34900000   +61.2730000         12.2    
FSR_536                    19.91900000   +63.0260000          7.1    
FSR_537                    19.69800000   +60.3580000          5.2    
FSR_538                    20.51208300   +63.7030560         13.8    
FSR_542                    21.48500000   +63.0110000         14.8    
FSR_547                    22.43791700   +60.7130560          9.6    
FSR_549                    24.91208300   +65.9211110         10.8    
FSR_551                    24.93800000   +64.8780000         11.4    
FSR_553                    25.22600000   +64.5210000          5.5    
FSR_558                    30.19100000   +67.7990000         10.6    
FSR_561                    31.47416700   +67.7450000         16.2    
FSR_566                      37.679167    +73.014444          2.4    
FSR_568                    37.23000000   +72.1900000         19.2    
FSR_569                    37.78500000   +72.4800000         15.6    
FSR_576                    42.92208300   +69.2450000         13.2    
FSR_584                    36.80208300   +61.6280560         11.2    
FSR_591                    36.91500000   +58.7580560         12.0    
FSR_592                      38.341667    +60.024722          5.5    
FSR_596                    37.43208300   +58.1000000         16.2    
FSR_600                      39.400000    +59.139722          7.5    
FSR_602                      42.791667    +62.561389          8.0    
FSR_611                    39.38208300   +56.4050000         19.8    
FSR_627                    50.08500000   +60.2600000          8.4    
FSR_628                    50.80000000   +60.5500000         12.0    
FSR_634                    55.07976390   +59.4295492         26.4    
FSR_647                    59.78500000   +57.2400000          3.6    
FSR_653                    60.95500000   +55.4188890          8.4    
FSR_655                    59.04291700   +53.8769440         10.8    
FSR_660                    60.61500000   +51.9169440         12.0    
FSR_661                      85.566667    +62.684444          6.8    
FSR_662                    66.12500000   +54.9669440          3.6    
FSR_665                    61.30000000   +51.5222220          4.3    
FSR_666                    61.44166700   +51.4591670          0.8    
FSR_667                    61.76600000   +51.1410000          8.2    
FSR_674                    63.09416700   +48.7280560         15.6    
FSR_683                    77.16800000   +53.2130000          4.0    
FSR_686                    66.35300000   +46.0980000         18.7    
FSR_687                    69.86250000   +48.2063890          4.0    
FSR_693                    88.05708300   +54.1900000         11.4    
FSR_696                      74.633333    +47.984167          1.9    
FSR_699                    74.02500000   +47.3902780          2.0    
FSR_702                    72.88791700   +45.7350000          8.4    
FSR_707                    79.01500000   +47.6130560         13.8    
FSR_709                    64.55416700   +38.1450000         16.8    
FSR_714                    70.69500000   +41.9169440         13.2    
FSR_716                    77.78600000   +45.7180000          6.2    
FSR_717                    71.53500000   +42.1300000          9.6    
FSR_719                    71.06845660   +41.7003698         17.3    
FSR_721                    71.55916700   +41.9761110         16.8    
FSR_722                    75.46500000   +44.1300000         13.8    
FSR_723                    71.19416700   +41.5050000         13.2    
FSR_728                    67.45800000   +38.4960000          6.0    
FSR_732                    75.74875680   +42.4874331         30.4    
FSR_735                    73.47100000   +40.8590000          4.9    
FSR_736                    82.28083300   +44.7700000         16.8    
FSR_749                    83.02791700   +41.6180560         14.4    
FSR_761                    83.36317600   +39.8557062         34.8    
FSR_763                    83.67851300   +39.1384040          5.8    
FSR_771                    75.91900000   +32.1570000         13.8    
FSR_777                    81.90416700   +34.7480560         15.6    
FSR_780                    81.85833300   +34.4033330          8.4    
FSR_785                    80.76375000   +33.4708330          2.0    
FSR_788                    85.37500000   +35.8108330          1.6    
FSR_807                    84.16000000   +31.8400000         19.8    
FSR_811                    94.10500000   +36.3770000          6.4    
FSR_812                    84.53208300   +31.7400000         13.2    
FSR_817                    84.86416700   +30.9030560         13.8    
FSR_823                    85.64500000   +29.5480560         12.0    
FSR_826                    85.76500000   +28.9890000         12.8    
FSR_833                    91.32000000   +30.8270000          4.6    
FSR_841                    76.58500000   +21.5269440         12.0    
FSR_850                    86.25700000   +24.7400000         10.0    
FSR_852                    88.36300000   +25.1900000          6.0    
FSR_855                    85.59166700   +22.8344440          3.0    
FSR_858                    92.29208300   +25.6800000          9.0    
FSR_866                   103.82300000   +29.7450000          8.5    
FSR_874                    85.24208300   +20.3561110          4.7    
FSR_88                    282.66700000    -4.1580000          8.0    
FSR_883                    91.09400000   +22.0370000          5.6    
FSR_891                    94.38666700   +22.4380560         10.0    
FSR_892                    95.81541700   +22.8797220          3.2    
FSR_893                    93.45400000   +21.6080000         12.0    
FSR_894                    91.02291700   +20.2800000         16.8    
FSR_902                    94.57500000   +20.5400000         18.6    
FSR_903                    91.88208300   +19.0950000         15.6    
FSR_904                    91.77400000   +19.0210000         10.4    
FSR_905                    98.44200000   +22.3120000          6.7    
FSR_909                    93.93416700   +19.0050000         13.8    
FSR_911                    96.25583300   +19.8488890          1.6    
FSR_921                    91.29500000   +16.6840000          4.4    
FSR_923                    92.64400000   +16.9710000          4.6    
FSR_929                    96.39000000   +17.7200000         10.0    
FSR_930                    85.03000000   +11.4600000         16.8    
FSR_931                    93.34394840   +15.9364897         29.8    
FSR_932                    91.08700000   +14.5730000          4.7    
FSR_934                    83.84166700    +9.8841670          6.4    
FSR_935                    98.77800000   +17.7400000          5.6    
FSR_937                    93.42500000   +15.0060000          7.8    
FSR_939                    92.74208300   +14.3961110         28.8    
FSR_94                    282.46583300    -1.0669440          2.8    
FSR_941                    95.44500000   +15.7760000          4.9    
FSR_942                    91.48700000   +13.6670000          8.3    
FSR_947                    92.24583300   +13.8761110          7.5    
FSR_948                    96.48000000   +15.8590000          3.6    
FSR_951                    95.57300000   +14.6500000         19.7    
FSR_953                    94.76200000   +14.1500000          6.2    
FSR_968                    92.84300000   +11.8630000          6.0    
FSR_974                    98.15600000   +12.5530000          5.9    
FSR_975                   100.01000000   +13.3100000          4.1    
FSR_977                    97.97400000   +11.8650000          2.9    
FSR_979                    97.81400000   +11.0810000          5.5    
FSR_985                    92.95300000    +7.0200000          3.7    
FSR_988                    94.74000000    +7.3269440         18.6    
Feibelman_1               304.41700000   +38.0300000          4.1    
Feigelson_1               180.30000000   -78.3350000         72.0    
Ferrero_1                 275.06300000   -32.3380000         22.6    
Ferrero_12                179.57916670   -59.6100000         16.0    
Ferrero_29                191.69166670   -59.3438889         14.0    
Ferrero_J0833-44            128.451250    -44.446944          1.5    
Froebrich_118             307.71208330   +41.0416667          0.7    
Froebrich_13               84.86833330   +24.9416667          0.3    
Froebrich_134             110.62833330   -13.0905556          0.9    
Froebrich_7                75.41541670   +47.1227778          0.9    
Froebrich_87               86.76625000   +21.0016670          2.2    
Froebrich_95              106.09000000   -16.3888889          1.2    
Frolov_1                  359.35500000   +61.6230000          4.8    
G108.47-2.81              345.63375000   +56.9641667          0.7    
G11.10-0.11               272.61750000   -19.3750000          0.4    
G111.25-0.76              349.04333330   +59.9247222          0.9    
G12.02-0.03               273.00750000   -18.5316667          0.5    
G16.58-0.05               275.28791670   -14.5302778          0.5    
G19.00-0.02               276.43666670   -12.3794444          0.6    
G19.36-0.03               276.60750000   -12.0647222          0.5    
G211.59+1.05              103.18875000    +1.6730556          0.7    
G22.35+0.06               277.93375000    -9.3700000          0.6    
G229.57+0.15              110.75750000   -14.6925000          1.5    
G23.43-0.18               278.66333330    -8.5236111          0.7    
G23.70-0.19               278.80166670    -8.2944444          0.4    
G236.81+1.98              116.11750000   -20.1416667          1.0    
G25.70+0.04               279.51291670    -6.4044444          0.8    
G28.14-0.00               280.67750000    -4.2597222          0.4    
G28.39+0.08               280.71666670    -3.9983333          1.2    
G30.78+0.20               281.70041670    -1.8150000          0.5    
G30.97-0.14               282.09166670    -1.8086111          0.4    
G31.24-0.11               282.18791670    -1.5536111          0.5    
G31.41+0.30               281.89291670    -1.2130556          0.5    
G32.04+0.05               282.40250000    -0.7630556          0.5    
G33.64-0.22               283.38583330    +0.5275000          0.4    
G353.2+0.7                261.49904200   -34.2678890         10.0    
G359.61-0.24              266.41291670   -29.3916667          0.4    
G36.11+0.55               283.82000000    +3.0847222          0.4    
G38.11-0.22               285.43416670    +4.5102778          0.8    
G3CC_49                   266.84875000   -28.3830556          2.3    
G3CC_52                   270.49166670   -23.2072222          0.8    
G3CC_56                   274.73000000   -16.7875000          2.1    
G3CC_63                   287.91250000    +8.7777778          0.9    
G3CC_64                   288.61000000    +9.3761111          0.6    
G40.42+0.70               285.66500000    +6.9858333          0.4    
G40.62-0.13               286.50666670    +6.7766667          0.5    
G42.03+0.19               286.86750000    +8.1813889          0.4    
G45.80-0.35               289.12958330   +11.2700000          0.6    
G49.41+0.32               290.24666670   +14.7805556          0.3    
G73.65+0.19               304.09125000   +35.6016667          0.3    
G76.2-0.3                 306.36700000   +37.3900000          4.2    
G80.35+0.72               308.47500000   +41.3820000          6.0    
G9.21-0.20                271.72000000   -21.0744444          0.7    
GLM-G360_125               38.62500000   +61.7900000          7.2    
GLM-G360_128_A               42.782917    +60.417222          2.6    
GLM-G360_128_B               42.809583    +60.385833          2.0    
GLM-G360_18               314.30951810   +46.4216180         13.1    
GLM-G360_46                 101.420833     +2.991111          3.2    
GLM-G360_49                 102.460417     +0.175000          1.4    
GLM-G360_50                 102.329583     +0.271111         11.0    
GLM-G360_58                 108.134583    -10.443056          4.2    
GLM-G360_63               108.00375000   -14.0444440          5.4    
GLM-G360_90                 350.251250    +62.289167          9.6    
GN_14.26.8_Cl             217.59875000   -53.9280560          8.0    
GN_22.32.5                338.66730650   +40.6736892         20.3    
GSC_4282-378_Grp            343.487500    +63.346667         13.0    
Gaia_1                    101.47400000   -16.7330000         10.3    
Gaia_2                     28.13600000   +53.0580000          3.7    
Gaia_4                     56.36818220   +52.8909125          2.3    
Gaia_5                    110.79791670   -29.7194444          2.0    
Gaia_6                    122.09853300   -23.7064484          2.4    
Gaia_7                     84.69349680   +30.4977447          1.0    
Graham_1                  164.13400000   -63.0180000          3.4    
Gru_I                     344.17650000   -50.1633000          2.2    
Gru_II                    331.02000000   -46.4400000          6.0    
Gulliver_1                161.58200000   -57.0340000         10.7    
Gulliver_10               123.09000000   -38.6760000         22.0    
Gulliver_11                67.99600000   +43.6200000         15.7    
Gulliver_12               181.17400000   -61.3080000          9.1    
Gulliver_13               104.85800000   -13.2540000         13.8    
Gulliver_14               259.92800000   -36.7850000         22.1    
Gulliver_15               272.59900000   -16.7230000         10.7    
Gulliver_16                23.43300000   +60.7510000          5.5    
Gulliver_17               302.65400000   +35.8710000          7.6    
Gulliver_19               344.19000000   +61.1060000         18.8    
Gulliver_2                122.88300000   -37.4040000          8.8    
Gulliver_20               273.73600000   +11.0820000         84.5    
Gulliver_21               106.96100000   -25.4620000         43.7    
Gulliver_22                84.84800000   +26.3680000         14.3    
Gulliver_23               304.25500000   +38.0550000          5.5    
Gulliver_24                 1.16100000   +62.8350000         12.1    
Gulliver_25                52.01100000   +45.1520000         39.7    
Gulliver_26                80.68900000   +35.2700000          9.1    
Gulliver_27               146.08800000   -54.1170000          5.9    
Gulliver_28               293.55900000   +18.0590000         66.6    
Gulliver_3                122.53600000   -37.2440000          4.2    
Gulliver_30               313.67300000   +45.9960000         10.0    
Gulliver_31               301.91200000   +38.2320000          9.2    
Gulliver_32                98.38300000    +7.4780000         12.0    
Gulliver_34               167.72200000   -59.1580000          5.4    
Gulliver_35               150.37900000   -58.1980000         10.8    
Gulliver_36               123.18500000   -35.1110000         16.8    
Gulliver_37               292.07700000   +25.3470000         12.6    
Gulliver_38               300.80800000   +34.4350000          7.2    
Gulliver_39               163.69700000   -58.0500000          5.4    
Gulliver_4                122.16400000   -37.5000000          9.5    
Gulliver_40               163.09500000   -58.3940000          9.8    
Gulliver_41               277.71800000   -12.4290000          3.8    
Gulliver_42               303.93500000   +37.8510000          6.5    
Gulliver_43               296.28300000   +24.5580000          9.0    
Gulliver_44               127.24900000   -38.0950000         22.7    
Gulliver_45               104.61700000    +3.1040000          6.5    
Gulliver_46               186.23400000   -61.9730000          2.9    
Gulliver_47               107.93200000    +0.8270000         19.3    
Gulliver_48               316.33400000   +50.7330000         33.6    
Gulliver_49               350.70400000   +61.9880000         18.7    
Gulliver_5                132.62600000   -45.5090000         12.8    
Gulliver_50               181.36200000   -62.6780000         12.7    
Gulliver_51                30.33500000   +63.8010000          9.0    
Gulliver_52               161.66900000   -59.5080000         18.4    
Gulliver_53                80.97500000   +34.0120000         14.8    
Gulliver_54                81.29700000   +33.6880000         12.2    
