name                       RA_ICRS            DE_ICRS         Diam    
LP_743                    122.58434510   -36.2671191         34.9    
LP_745                    122.30701720   -35.3440137         51.4    
LP_751                    129.57585020   -44.4487224         27.7    
LP_780                    148.31853340   -57.4384030         21.7    
LP_782                    153.97541010   -59.0301333         13.4    
LP_809                    161.71149140   -61.9274096         14.6    
LP_810                    160.92852610   -61.6397720         13.0    
LP_812                    159.34217640   -60.6303100         13.2    
LP_814                    160.23783190   -61.5188373         17.0    
LP_816                    161.98219320   -62.0032705          8.0    
LP_818                    159.19562920   -60.7873711         10.3    
LP_826                    164.33331930   -61.5282237         24.1    
LP_83                     100.96692380    -0.8897500         26.2    
LP_834                    164.24819200   -62.3946827         12.5    
LP_837                    175.89678080   -63.5959783         14.2    
LP_838                    173.73006940   -63.4404390         18.4    
LP_839                    176.23627400   -63.1801002         11.3    
LP_841                    181.61684750   -63.7336269         26.6    
LP_859                    207.00855240   -63.4235613          8.5    
LP_860                    244.50740680   -53.5201575          9.4    
LP_861                    244.70758980   -52.8796094         11.0    
LP_866                    261.76288680   -39.4042559         13.1    
LP_869                    283.85372560    -1.2528431         16.6    
LP_870                    285.13738470    -1.5615068         11.0    
LP_871                    297.65587270   +23.0462895         24.6    
LP_876                    316.05189260   +42.0461408         29.4    
LP_878                    315.44912370   +44.1144109         16.1    
LP_880                    317.64014340   +45.6348715         14.6    
LP_882                    341.74507470   +56.3730253         22.4    
LP_883                    333.56817870   +54.8645982         22.7    
LP_884                    338.31988560   +56.5472942         30.4    
LP_888                    358.73852060   +60.8580805         66.0    
LP_889                      9.07515980   +60.5350118         59.2    
LP_895                      2.07758710   +60.7253018         44.0    
LP_899                     24.19058110   +61.0829583         77.0    
LP_903                     26.75845850   +59.7425592         59.0    
LP_905                     21.88995960   +59.8115133         46.7    
LP_909                     26.91040610   +60.3842682         45.6    
LP_92                     117.63216170   -29.8723534         25.9    
LP_921                     35.58256910   +57.9931645         30.1    
LP_925                     96.11341730    +9.6071998         94.0    
LP_929                    100.91979510    +1.1113638         22.8    
LP_930                    102.83239250    -1.8071080         17.9    
LP_935                    111.90061600   -18.5066297         22.9    
LP_939                    116.45727990   -25.4984386         25.3    
LP_941                    117.42515710   -26.9240448         33.1    
LP_942                    119.72683180   -29.5717844         32.8    
LP_943                    118.42251210   -27.0235593         21.0    
LP_946                    118.36610660   -27.8769354         38.4    
LP_947                    118.60405890   -27.5286313         15.2    
LP_948                    122.88977190   -34.5421776         45.5    
LP_949                    123.63960860   -34.7444827         69.1    
LP_955                    121.31268240   -33.0102298         31.3    
LP_967                    120.13135090   -30.9803648         21.4    
LP_988                    141.30536670   -51.7901048         45.0    
LP_994                    140.71477730   -52.7044037         17.3    
LP_996                    141.91719110   -51.9211203         17.3    
La_Serena_25              183.21875000   -62.7483330          1.8    
La_Serena_26              183.25291700   -61.8419440          1.1    
La_Serena_30              184.91083300   -62.9561110          3.0    
La_Serena_39              188.82750000   -62.9800000          3.0    
La_Serena_4                 175.545000    -62.335278          1.5    
La_Serena_42              189.80375000   -62.2997220          6.0    
La_Serena_426             253.02083330   -46.1433333          2.9    
La_Serena_444             254.77833300   -42.7027780          1.8    
La_Serena_53              194.01916700   -63.4661110          1.4    
La_Serena_61                197.170417    -62.290556          2.2    
La_Serena_66              198.12166700   -62.5738890          2.0    
LeDrew_7                  273.55416670    +3.6083333         60.0    
LeDuigou-Knodlseder_1     306.10416700   +36.4050000          6.0    
LeDuigou-Knodlseder_10    309.83166700   +39.9900000         13.0    
LeDuigou-Knodlseder_14    308.92916700   +42.4900000          2.5    
LeDuigou-Knodlseder_2     306.85833330   +37.3800000          4.0    
LeDuigou-Knodlseder_3       306.408333    +39.410000         10.0    
Lin-Chen_63                  82.124583    +35.262500          8.0    
Loden_112                 158.08500000   -56.6950000         34.8    
Loden_1194                212.00600000   -59.7860000         40.3    
Loden_1225                212.34000000   -59.7250000         15.6    
Loden_1339                218.37083300   -62.0169440         11.4    
Loden_143                 157.22208330   -58.8050000         36.0    
Loden_153                 158.67000000   -58.1300000          7.8    
Loden_172                 156.84373710   -60.6346690         22.8    
Loden_28                  150.80208300   -58.1250000         15.6    
Loden_306                 166.48500000   -61.1200000         11.4    
Loden_309                 167.43000000   -60.5700000          8.4    
Loden_372                 172.76900000   -58.5070000         10.6    
Loden_402                 173.08500000   -60.7050000         13.8    
Loden_46                  155.88400000   -54.6670000         39.2    
Loden_481                 177.96000000   -61.2700000         28.2    
Loden_565                 182.10166700   -60.8475000         36.0    
Loden_59                  157.56708300   -54.0400000         16.8    
Loden_615                 185.17000000   -64.7750000         30.0    
Loden_624                 187.10708330   -61.7947222         40.0    
Loden_682                 191.82916700   -60.6350000         42.0    
Loden_807                 201.15708330   -62.4950000         21.6    
Loden_89                  157.32708300   -56.7800000         22.2    
Loktin-Popova_1            20.83500000   +58.4100000          6.0    
Loktin-Popova_11           62.11500000   +49.9000000          6.0    
Loktin-Popova_12           67.87500000   +50.9600000          7.6    
Loktin-Popova_14          350.62500000   +62.0000000          4.8    
Loktin-Popova_15           72.36000000   +10.6760000         10.0    
Loktin-Popova_16           72.34500000   +43.8200000          8.0    
Loktin-Popova_2            30.31500000   +62.2600000         26.0    
Loktin-Popova_21          339.88500000   +57.6060000          1.9    
Loktin-Popova_24          332.62500000   +57.8860000         14.0    
Loktin-Popova_27           91.17000000   +24.5260000         12.0    
Loktin-Popova_28           91.23000000   +13.6570000          6.0    
Loktin-Popova_29           92.02500000   +26.6180000          6.3    
Loktin-Popova_32           93.79500000   +12.8330000          6.4    
Loktin-Popova_33           93.22500000   +13.3470000         14.0    
Loktin-Popova_34           95.28000000   +18.8070000          7.6    
Loktin-Popova_39           98.64000000    +4.3440000         11.0    
Loktin-Popova_4            53.13000000   +51.5200000         15.0    
Loktin-Popova_47           98.10000000    +5.2500000         15.0    
Loktin-Popova_49           98.59500000    +5.2750000          5.0    
Loktin-Popova_5            52.54500000   +52.4400000          5.5    
Loktin-Popova_50A          98.94000000    +8.6800000         13.0    
Loktin-Popova_51A         105.25500000    -7.3800000          9.5    
Loktin-Popova_53A         317.73000000   +47.6610000          4.0    
Loktin-Popova_55A          78.00000000   +52.5030000          5.4    
Loktin-Popova_6            37.65000000   +60.8100000          6.0    
Loktin-Popova_8            42.28500000   +60.5700000          7.6    
Loktin-Popova_9            42.88500000   +60.5700000          8.0    
Lup_II                    239.28330000   -37.7850000        106.6    
Lynga_1                   209.99400000   -62.1520000          4.2    
Lynga_11                  249.53200000   -46.2950000          6.0    
Lynga_12                  251.51200000   -50.7400000         10.8    
Lynga_14                  253.76400000   -45.2390000          4.2    
Lynga_15                  175.56000000   -62.5100000         15.0    
Lynga_2                   216.08500000   -61.3280000         23.8    
Lynga_3                   229.19400000   -58.3730000          2.2    
Lynga_4                   233.34400000   -55.2340000          5.8    
Lynga_5                   235.46200000   -56.6800000          9.4    
Lynga_6                   241.21800000   -51.9600000          6.7    
Lynga_9                   245.17000000   -48.5230000          7.3    
MBM_12_Assoc               44.45500000   +20.1472222         66.0    
MLG_1                     130.27916700   -40.8680560          6.0    
MQI_Cl_49.3               289.87625000   +14.8997220          3.0    
MQI_Cl_59.8               296.57750000   +23.3750000          1.4    
MTG_1                      43.62916700   +69.3422220          6.0    
Majaess_1                   1.83750000   +64.9561110          5.0    
Majaess_10                    5.737500    +64.205000          5.0    
Majaess_101                 125.704167    -41.619444          2.0    
Majaess_13_B              164.85208300   -60.5897220         17.4    
Majaess_146               179.74583300   -63.6211110         20.0    
Majaess_159               225.13750000   -63.2191670         12.0    
Majaess_160               225.81657130   -63.3865335          6.7    
Majaess_166                 238.353333    -55.252500          4.0    
Majaess_170                 240.216667    -51.711111          5.0    
Majaess_19                   14.620833    +56.498056         14.0    
Majaess_197               284.93333330    +1.0233333          2.0    
Majaess_207               306.13274500   +35.8860720          8.4    
Majaess_211               318.15900000   +46.3450000         37.2    
Majaess_225               354.93166900   +61.9634470         11.2    
Majaess_227               356.76392800   +60.5448470         10.2    
Majaess_29                 36.74865900   +72.6608100          8.4    
Majaess_50                 71.26356200   +42.0813550         15.2    
Majaess_61                 84.59583300   +27.4497220          4.0    
Majaess_65                 87.44900000   +27.0080000         33.0    
Majaess_70                 90.38372000    -9.7488690         27.8    
Majaess_84                  105.145833     -9.197778          4.0    
Majaess_86                109.62916700   -18.3708330          3.6    
Majaess_90                111.18750000   -24.4930556          7.0    
Majaess_95                124.45502100   -35.8786540          5.8    
Majaess_99                125.49475000   -42.1411680          8.8    
Mamajek_1                 130.63700000   -78.9630000         43.4    
Mamajek_10                 89.45790300   -14.0977095         13.0    
Mamajek_11                109.93875000   -24.0411111         14.0    
Mamajek_12                    7.158333    +66.311111          6.0    
Mamajek_13                 40.19372100   +61.2827944          3.0    
Mamajek_14                   14.354167    +56.416667          4.0    
Mamajek_15                338.85930620   +75.3062820          5.0    
Mamajek_5                 246.40000000   -23.4333333         28.0    
Mamajek_6                 106.02500000    -3.8472222          1.2    
Mamajek_7                  15.25833300   +63.4466670          6.0    
Mamajek_8                 352.50833330   +58.5488889          3.0    
Markarian_38              273.81900000   -18.9970000          5.3    
Markarian_50              348.80600000   +60.4480000          4.2    
Masgomas-1                282.56666700    +0.3513890          3.0    
Masgomas-2                277.29458300    -2.0552780          3.8    
Masgomas-6_A              285.01875000    +3.7744440          7.2    
Masgomas-6_B              285.04500000    +3.7666670          5.7    
Mayer_1                     5.50200000   +61.7510000         12.1    
Mayer_2                    64.93833300   +53.1683330          4.5    
Mayer_3                   112.52300000   -18.5530000          3.1    
Melnik-Efremov_4          256.74500000   -35.2050000         81.5    
Melotte_101               160.53500000   -65.1100000         16.3    
Melotte_105               169.92000000   -63.4860000          6.5    
Melotte_66                111.57300000   -47.6850000         10.6    
Melotte_71                114.38300000   -12.0650000          9.0    
Melotte_72                114.61800000   -10.6980000          6.4    
Mercer_21                 290.12500000   +13.9230556          1.5    
Mercer_28                 180.60666700   -62.9666670          0.9    
Mercer_30                 183.63333300   -62.9805560          1.1    
Mercer_32                 186.72166700   -62.8244440          1.2    
Mercer_41                 209.86666700   -61.3669440          0.6    
Mercer_45                 211.39166700   -62.0900000          1.6    
Mercer_50                 214.91250000   -61.4219440          1.4    
Messineo_1                273.35000000   -17.8919440          3.0    
Miller_1                  141.42000000   -53.2250000          5.0    
Moffat-Fitzgerald_1         148.283333    -55.020833          3.5    
Moffat_1                  240.39700000   -54.1490000          4.0    
Moffat_2                  258.59532500   -39.7551620          5.0    
Morgan_8                   84.11200000    -6.4200000         13.8    
Muzzio_1                  134.47800000   -47.7610000         14.9    
NEST_10                    68.25000000   +22.8400000         24.0    
NGC_1027                   40.67700000   +61.6160000         26.4    
NGC_103                     6.31200000   +61.3260000          6.4    
NGC_1039                   40.53100000   +42.7220000         48.4    
NGC_1193                   46.48600000   +44.3830000          3.2    
NGC_1220                   47.92000000   +53.3440000          2.6    
NGC_1245                   48.69100000   +47.2350000         13.1    
NGC_129                     7.60700000   +60.2130000         20.3    
NGC_133                     7.81900000   +63.3450000          4.2    
NGC_1333                   52.29700000   +31.3100000         11.4    
NGC_1342                   52.89400000   +37.3800000         34.7    
NGC_1348                   53.52400000   +51.4090000          8.2    
NGC_136                     7.89600000   +61.5060000          3.2    
NGC_1444                   57.36100000   +52.6580000          6.7    
NGC_146                     8.26200000   +63.3160000          9.0    
NGC_1496                   61.11100000   +52.6680000          5.3    
NGC_1502                   61.95400000   +62.3320000          9.7    
NGC_1513                   62.47000000   +49.5040000         12.7    
NGC_1528                   63.87800000   +51.2180000         28.2    
NGC_1545                   65.20200000   +50.2210000         34.8    
NGC_1579_Cl                67.51400000   +35.3250000         13.4    
NGC_1582                   67.98500000   +43.7180000         31.7    
NGC_1605                   68.74500000   +45.2690000          5.6    
NGC_1624                   70.16200000   +50.4580000          3.8    
NGC_1647                   71.48100000   +19.0790000         50.0    
NGC_1662                   72.19800000   +10.8820000         72.2    
NGC_1664                   72.76300000   +43.6760000         13.6    
NGC_1708                   75.87100000   +52.8510000         29.8    
NGC_1724                   75.83800000   +49.4950000          6.6    
NGC_1750                   75.92600000   +23.6950000         50.3    
NGC_1758                   76.17500000   +23.8130000         12.7    
NGC_1778                   77.03300000   +37.0200000         13.4    
NGC_1798                   77.91400000   +47.6910000          4.7    
NGC_1817                   78.13900000   +16.6960000         22.4    
NGC_1857                   80.03100000   +39.3360000          7.4    
NGC_188                    11.79800000   +85.2440000         32.6    
NGC_1883                   81.48000000   +46.4930000          3.8    
NGC_189                     9.88500000   +61.0900000          9.5    
NGC_1896                   81.41400000   +29.2600000          7.8    
NGC_1901                   79.56100000   -68.2940000         78.2    
NGC_1907                   82.03300000   +35.3300000          9.0    
NGC_1912                   82.16700000   +35.8240000         19.6    
NGC_1960                   84.08400000   +34.1350000         10.3    
NGC_1977                   83.88700000    -4.8300000         20.4    
NGC_1980                   83.86500000    -5.9150000         18.6    
NGC_1981                   83.77500000    -4.4200000         18.0    
NGC_2024                   85.48060850    -2.0900561         85.0    
NGC_2068                   86.57748030    +0.1175580         42.0    
NGC_2099                   88.07400000   +32.5450000         19.3    
NGC_2112                   88.45200000    +0.4030000         20.8    
NGC_2126                   90.65800000   +49.8830000         12.0    
NGC_2129                   90.27500000   +23.3280000          6.0    
NGC_2141                   90.73400000   +10.4510000          8.8    
NGC_2158                   91.86200000   +24.0990000          5.3    
NGC_2168                   92.27200000   +24.3360000         38.3    
NGC_2169                   92.12500000   +13.9510000          9.1    
NGC_2180                   92.43700000    +4.8050000          8.4    
NGC_2183_Cl                92.71700000    -6.2130000         16.7    
NGC_2184                   91.69000000    -2.0000000         36.0    
NGC_2186                   93.03100000    +5.4530000          5.8    
NGC_2192                   93.81900000   +39.8460000          5.4    
NGC_2194                   93.44000000   +12.8130000          9.2    
NGC_2204                   93.88200000   -18.6700000         11.8    
NGC_2215                   95.19900000    -7.2770000         20.8    
NGC_2225                   96.65200000    -9.6430000          3.1    
NGC_2232                   96.88800000    -4.7490000         61.9    
NGC_2236                   97.41600000    +6.8340000          8.4    
NGC_2237                   97.73750000    +4.9691670         10.0    
NGC_2243                   97.39500000   -31.2820000          5.5    
NGC_2244                   98.04500000    +4.9140000         27.8    
NGC_225                    10.80500000   +61.7740000         25.9    
NGC_2250                   98.42200000    -5.0800000         10.2    
NGC_2251                   98.68000000    +8.3370000         14.8    
NGC_2254                   98.94900000    +7.6710000          4.7    
NGC_2259                   99.63300000   +10.8850000          3.4    
NGC_2262                   99.90500000    +1.1470000          5.3    
NGC_2264                  100.21700000    +9.8770000          8.6    
NGC_2264_IRS_1            100.27929200    +9.4692500         10.0    
NGC_2264_IRS_2            100.25266700    +9.5988060         10.0    
NGC_2266                  100.83200000   +26.9760000          5.5    
NGC_2269                  100.81800000    +4.6280000          3.1    
NGC_2281                  102.09100000   +41.0600000         50.0    
NGC_2286                  101.91600000    -3.1670000          8.9    
NGC_2287                  101.49900000   -20.7160000         39.8    
NGC_2301                  102.94300000    +0.4650000         19.4    
NGC_2302                  102.97700000    -7.0860000          7.8    
NGC_2304                  103.80200000   +17.9840000          4.6    
NGC_2309                  104.02000000    -7.1800000          6.2    
NGC_2311                  104.45500000    -4.6160000          7.1    
NGC_2318                  104.85400000   -13.8220000         20.6    
NGC_2323                  105.68400000    -8.3650000         31.6    
NGC_2324                  106.03300000    +1.0460000          8.3    
NGC_2335                  106.69000000   -10.0230000         13.2    
NGC_2343                  107.02900000   -10.6190000          7.7    
NGC_2345                  107.07500000   -13.1990000         10.9    
NGC_2349                  107.67700000    -8.6050000         10.2    
NGC_2352                  108.27083330   -24.0450000          8.0    
NGC_2353                  108.64100000   -10.2570000         13.9    
NGC_2354                  108.50300000   -25.7240000         18.2    
NGC_2355                  109.24700000   +13.7720000          9.4    
NGC_2358                  109.26100000   -17.1430000         25.2    
NGC_2360                  109.44300000   -15.6310000         18.5    
NGC_2362                  109.67100000   -24.9540000          6.2    
NGC_2367                  110.03100000   -21.8670000          5.5    
NGC_2374                  111.01600000   -13.2350000         18.7    
NGC_2383                  111.17400000   -20.9490000          4.3    
NGC_2384                  111.28500000   -21.0200000          7.6    
NGC_2396                  111.98400000   -11.7250000         22.1    
NGC_2401                  112.35200000   -13.9680000          1.8    
NGC_2409                  112.87700000   -17.2290000         16.3    
NGC_2413                  113.26500000   -12.9900000          9.6    
NGC_2414                  113.29300000   -15.4490000          5.2    
NGC_2420                  114.60200000   +21.5750000          6.4    
NGC_2421                  114.05100000   -20.6270000         11.5    
NGC_2422                  114.14700000   -14.4890000         31.1    
NGC_2423                  114.29900000   -13.8630000         32.2    
NGC_2425                  114.57700000   -14.8850000          5.5    
NGC_2428                  114.83100000   -16.5500000         17.5    
NGC_2430                  114.91600000   -16.3800000          8.4    
NGC_2432                  115.22300000   -19.0780000          7.4    
NGC_2437                  115.44500000   -14.8440000         25.3    
NGC_2439                  115.19400000   -31.6940000          8.5    
NGC_2447                  116.14100000   -23.8530000         24.2    
NGC_2448                  116.03400000   -24.8370000         32.0    
NGC_2451B                 116.12800000   -37.9540000         75.0    
NGC_2453                  116.89400000   -27.1940000          4.0    
NGC_2455                  117.28400000   -21.2980000         11.2    
NGC_2467                  118.07700000   -26.4280000          8.4    
NGC_2467_East             118.14700000   -26.4320000          4.0    
NGC_2477                  118.04600000   -38.5370000         18.0    
NGC_2479                  118.76200000   -17.7320000          9.0    
NGC_2482                  118.78700000   -24.2630000         17.9    
NGC_2483                  118.92000000   -27.9050000          6.6    
NGC_2489                  119.06400000   -30.0600000          7.9    
NGC_2506                  120.01000000   -10.7730000         10.6    
NGC_2509                  120.20100000   -19.0560000          7.2    
NGC_2516                  119.52700000   -60.8000000         59.5    
NGC_2527                  121.24600000   -28.1220000         49.0    
NGC_2533                  121.77300000   -29.8720000          6.6    
NGC_2539                  122.65800000   -12.8340000         22.4    
NGC_2546                  123.08200000   -37.6610000         27.5    
NGC_2547                  122.52500000   -49.1980000         34.0    
NGC_2548                  123.41200000    -5.7260000         44.3    
NGC_2567                  124.64500000   -30.6310000          7.7    
NGC_2571                  124.72300000   -29.7750000         15.2    
NGC_2579                  125.18200000   -36.1970000          6.6    
NGC_2580                  125.37100000   -30.3060000          4.3    
NGC_2587                  125.86100000   -29.5030000         13.9    
NGC_2588                  125.79700000   -32.9720000          2.3    
NGC_2627                  129.30900000   -29.9520000         10.4    
NGC_2632                  130.05400000   +19.6210000        118.2    
NGC_2635                  129.61900000   -34.7770000          6.8    
NGC_2645                  129.77400000   -46.2350000          5.2    
NGC_2658                  130.86800000   -32.6620000          7.3    
NGC_2659                  130.63400000   -44.9990000          5.0    
NGC_2660                  130.66700000   -47.2010000          4.2    
NGC_2669                  131.61100000   -52.9310000         14.2    
NGC_2670                  131.38600000   -48.8010000         13.2    
NGC_2671                  131.55700000   -41.8860000          8.5    
NGC_2682                  132.84600000   +11.8140000         19.9    
NGC_2818_A                139.04400000   -36.6240000          9.4    
NGC_2849                  139.85000000   -40.5200000          3.2    
NGC_2866                  140.52600000   -51.1000000          2.3    
NGC_2910                  142.64300000   -52.9130000          6.4    
NGC_2925                  143.32100000   -53.4130000         16.9    
NGC_2972                  145.05800000   -50.3260000          5.2    
NGC_3033                  147.14500000   -56.4150000         12.2    
NGC_3105                  150.16900000   -54.7900000          2.2    
NGC_3114                  150.55300000   -60.0410000         49.2    
NGC_3228                  155.37800000   -51.8140000         61.4    
NGC_3255                  156.63500000   -60.6750000          2.3    
NGC_3293                  158.97000000   -58.2310000          7.9    
NGC_3324                  159.34100000   -58.6150000          5.9    
NGC_3330                  159.65900000   -54.1480000         14.9    
NGC_3496                  164.87700000   -60.3350000         11.2    
NGC_3519                  166.03700000   -61.3720000          8.9    
NGC_3532                  166.41700000   -58.7070000         64.3    
NGC_3572                  167.64000000   -60.2940000          8.9    
NGC_3590                  168.26200000   -60.7900000          4.1    
NGC_3603                  168.79500000   -61.2590000          4.7    
NGC_366                    16.62400000   +62.2190000          4.6    
NGC_3680                  171.39200000   -43.2400000         17.9    
NGC_3766                  174.06100000   -61.6160000         13.9    
NGC_381                    17.09400000   +61.5860000         11.2    
NGC_3960                  177.64400000   -55.6790000          8.5    
NGC_4052                  180.44600000   -63.2300000         12.1    
NGC_4103                  181.62800000   -61.2450000         13.8    
NGC_4184                  183.39300000   -62.7190000          3.8    
NGC_433                    18.79800000   +60.1330000          7.0    
NGC_4337                  186.02200000   -58.1250000          6.6    
NGC_4349                  186.04800000   -61.8660000          9.0    
NGC_436                    19.00100000   +58.8200000          5.4    
NGC_4439                  187.11900000   -60.0970000          7.6    
NGC_4463                  187.46600000   -64.8000000          6.8    
NGC_457                    19.88700000   +58.2780000         15.0    
NGC_4609                  190.58200000   -62.9950000         16.4    
NGC_4755                  193.41500000   -60.3710000         10.3    
NGC_4815                  194.49900000   -64.9600000          6.7    
NGC_4852                  195.04600000   -59.6070000         14.8    
NGC_5043                  199.02000000   -60.0650000         11.0    
NGC_5045                  198.63000000   -63.4200000         18.6    
NGC_5138                  201.82900000   -59.0230000          8.4    
NGC_5155                  202.47000000   -63.4550000         19.8    
NGC_5168                  202.79100000   -60.9450000          5.3    
NGC_5269                  206.14700000   -62.9070000          5.8    
NGC_5281                  206.61400000   -62.9160000          5.5    
NGC_5288                  207.19300000   -64.6800000          5.3    
NGC_5316                  208.51600000   -61.8830000         20.4    
NGC_5381                  210.20500000   -59.5780000         15.8    
NGC_5460                  211.84700000   -48.2850000         31.0    
NGC_559                    22.38700000   +63.3010000          9.7    
NGC_5593                  216.41900000   -54.7950000         16.2    
NGC_5606                  216.94600000   -59.6320000          4.1    
NGC_5617                  217.45200000   -60.7190000         14.0    
NGC_5662                  218.73400000   -56.6400000         39.6    
NGC_5715                  220.85900000   -57.5780000          7.8    
NGC_5749                  222.20400000   -54.5020000         16.7    
NGC_5764                  223.38900000   -52.6670000          4.1    
NGC_581                    23.33900000   +60.6590000          7.4    
NGC_5822                  226.05100000   -54.3660000         44.2    
NGC_5823                  226.36500000   -55.6080000         16.1    
NGC_5925                  231.84700000   -54.5150000         22.8    
NGC_5999                  238.04600000   -56.4820000          5.3    
NGC_6005                  238.95500000   -57.4390000          6.8    
NGC_6025                  240.77900000   -60.4300000         35.0    
NGC_6031                  241.90700000   -54.0140000          4.3    
NGC_6067                  243.29900000   -54.2270000         13.4    
NGC_6087                  244.72100000   -57.9160000         29.5    
NGC_609                    24.10200000   +64.5400000          3.1    
NGC_6124                  246.33200000   -40.6610000         48.1    
NGC_6134                  246.95300000   -49.1610000         18.7    
NGC_6152                  248.21300000   -52.6290000         18.0    
NGC_6167                  248.66200000   -49.7590000         10.2    
NGC_6178                  248.93900000   -45.6350000          9.6    
NGC_6192                  250.07700000   -43.3550000         10.1    
NGC_6193                  250.31900000   -48.7770000         18.7    
NGC_6200                  251.04000000   -47.4650000         16.2    
NGC_6204                  251.53800000   -47.0270000          7.3    
NGC_6208                  252.33600000   -53.7140000         19.4    
NGC_6216                  252.33500000   -44.7210000          6.8    
NGC_6231                  253.54500000   -41.8120000         17.6    
NGC_6242                  253.87800000   -39.4740000         12.5    
NGC_6249                  254.44500000   -44.8150000          4.9    
NGC_6253                  254.77800000   -52.7120000          7.2    
NGC_6259                  255.19500000   -44.6780000         17.3    
NGC_6268                  255.52400000   -39.7210000          9.6    
NGC_6281                  256.17900000   -37.9480000         31.1    
NGC_6318                  259.04400000   -39.4240000          5.4    
NGC_6322                  259.62500000   -42.9370000          7.9    
NGC_6357                  261.18500000   -34.2030000          6.2    
NGC_637                    25.77500000   +64.0380000          3.6    
NGC_6383                  263.67300000   -32.5730000          9.8    
NGC_6396                  264.39900000   -35.0130000          3.5    
NGC_6400                  265.06200000   -36.9570000         11.5    
NGC_6404                  264.91600000   -33.2240000          7.3    
NGC_6405                  265.06900000   -32.2420000         33.0    
NGC_6416                  266.01400000   -32.3440000         28.9    
NGC_6425                  266.73300000   -31.5070000         13.7    
NGC_6444                  267.40879340   -34.8106865         31.6    
NGC_6451                  267.67500000   -30.2060000          9.4    
NGC_6455                  267.93700000   -35.1750000         15.6    
NGC_6469                  268.27700000   -22.3000000          7.3    
NGC_6475                  268.44700000   -34.8410000        100.1    
NGC_6494                  269.23700000   -18.9870000         35.0    
NGC_6507                  269.95200000   -17.4180000          9.6    
NGC_6514                  270.59625000   -23.0305560         10.0    
NGC_6520                  270.85600000   -27.8840000          3.4    
NGC_6523                  271.06183300   -24.3627500         10.0    
NGC_6531                  271.03600000   -22.5050000         14.2    
NGC_654                    26.00800000   +61.8830000          6.4    
NGC_6546                  271.87500000   -23.3250000         24.6    
NGC_6554                  272.23000000   -18.4430560         26.4    
NGC_6561                  272.65900000   -16.7400000          9.8    
NGC_6568                  273.19200000   -21.6120000         16.8    
NGC_657                    25.84916700   +55.8400000         11.4    
NGC_6583                  273.96200000   -22.1430000          5.5    
NGC_659                    26.10800000   +60.6790000          7.7    
NGC_6596                  274.38000000   -16.6500000         13.2    
NGC_6603                  274.61600000   -18.4090000          4.8    
NGC_6605                  274.60500000   -14.9650000         12.6    
NGC_6611                  274.68800000   -13.7920000          7.6    
NGC_6613                  274.98900000   -17.0890000          7.0    
NGC_6618                  275.11875000   -16.1827780         10.0    
NGC_663                    26.58600000   +61.2120000         18.0    
NGC_6631                  276.79000000   -12.0290000          5.9    
NGC_6633                  276.84500000    +6.6150000         43.2    
NGC_6645                  278.15800000   -16.9180000         14.5    
NGC_6649                  278.35900000   -10.3990000          6.8    
NGC_6659                  278.53500000   +23.5988889         14.0    
NGC_6664                  279.12500000    -8.1940000         12.2    
NGC_6682                  279.87041700    -4.9036110         20.5    
NGC_6683                  280.55400000    -6.2000000          6.0    
NGC_6694                  281.31700000    -9.3860000          7.1    
NGC_6704                  282.68700000    -5.2030000          4.4    
NGC_6705                  282.76600000    -6.2720000          8.9    
NGC_6709                  282.83600000   +10.3340000         16.8    
NGC_6716                  283.61600000   -19.8880000         11.9    
NGC_6728                  284.71500000    -8.9530000         15.4    
NGC_6735                  285.15500000    -0.4980000         12.6    
NGC_6738                  285.33700000   +11.6000000         10.8    
NGC_6755                  286.94200000    +4.2240000         10.6    
NGC_6756                  287.18100000    +4.7110000          3.4    
NGC_6791                  290.22100000   +37.7780000          8.2    
NGC_6793                  290.81700000   +22.1590000         27.2    
NGC_6800                  291.66400000   +25.0080000         21.6    
NGC_6802                  292.65100000   +20.2620000          5.8    
NGC_6811                  294.34000000   +46.3780000         22.8    
NGC_6819                  295.32700000   +40.1900000         11.4    
NGC_6823                  295.79400000   +23.3210000          8.9    
NGC_6827                  297.22000000   +21.2130000          2.5    
NGC_6830                  297.71800000   +23.1010000          8.4    
NGC_6834                  298.05200000   +29.3990000          6.0    
NGC_6846                  299.11200000   +32.3490000          2.5    
NGC_6866                  300.98300000   +44.1580000         12.5    
NGC_6874                  301.66616170   +38.3596954         12.5    
NGC_6882                  302.94900000   +26.8100000         15.0    
NGC_6883                  302.83500000   +35.8300000         19.2    
NGC_6885                  303.00700000   +26.5150000         12.0    
NGC_6910                  305.79700000   +40.7710000         10.7    
NGC_6913                  305.94300000   +38.4870000         12.7    
NGC_6939                  307.91700000   +60.6530000         14.8    
NGC_6940                  308.62600000   +28.2780000         30.0    
NGC_6991                  313.62100000   +47.4000000         66.6    
NGC_6997                  314.12800000   +44.6400000         12.1    
NGC_7024                  316.52400000   +41.4980000          9.0    
NGC_7031                  316.80900000   +50.8700000         14.2    
NGC_7039                  317.66300000   +45.5970000         17.3    
NGC_7044                  318.28400000   +42.4940000          5.8    
NGC_7058                  320.44800000   +50.8220000         13.1    
NGC_7062                  320.86200000   +46.3850000          5.8    
NGC_7063                  321.12200000   +36.5070000         14.4    
NGC_7067                  321.05800000   +48.0120000          3.7    
NGC_7082                  322.18600000   +47.1030000         23.4    
