Name                     ; Reference           ;E(B-V);  log_t
Theia 494                ; Theia II            ; 0.410;  8.10
Theia 4940               ; Theia II            ; 0.629;  8.70
Theia 4941               ; Theia II            ; 0.410;  8.70
Theia 4942               ; Theia II            ; 0.410;  8.70
Theia 4943               ; Theia II            ; 0.703;  8.70
Theia 4944               ; Theia II            ; 0.387;  8.70
Theia 4945               ; Theia II            ; 0.384;  8.70
Theia 4946               ; Theia II            ; 1.019;  8.70
Theia 4947               ; Theia II            ; 0.161;  8.70
Theia 4948               ; Theia II            ; 0.606;  8.70
Theia 4949               ; Theia II            ; 0.413;  8.70
Theia 495                ; 2019AJ....158..122K ;      ;  8.21 
Theia 495                ; Theia II            ; 0.413;  8.09
Theia 4950               ; Theia II            ; 1.155;  8.70
Theia 4951               ; Theia II            ; 0.400;  8.70
Theia 4952               ; Theia II            ; 0.603;  8.70
Theia 4953               ; Theia II            ; 1.048;  8.70
Theia 4954               ; Theia II            ; 0.674;  8.70
Theia 4955               ; Theia II            ; 0.465;  8.70
Theia 4956               ; Theia II            ; 0.503;  8.70
Theia 4957               ; Theia II            ; 0.739;  8.70
Theia 4958               ; Theia II            ; 0.558;  8.70
Theia 4959               ; Theia II            ; 0.884;  8.70
Theia 496                ; 2019AJ....158..122K ;      ;  8.22 
Theia 496                ; Theia II            ; 0.148;  8.15
Theia 4960               ; Theia II            ; 0.339;  8.70
Theia 4961               ; Theia II            ; 0.877;  8.70
Theia 4962               ; Theia II            ; 0.565;  8.70
Theia 4963               ; Theia II            ; 1.132;  8.70
Theia 4964               ; Theia II            ; 0.590;  8.70
Theia 4965               ; Theia II            ; 0.323;  8.71
Theia 4966               ; Theia II            ; 0.877;  8.71
Theia 4967               ; Theia II            ; 0.281;  8.71
Theia 4968               ; Theia II            ; 0.526;  8.71
Theia 4969               ; Theia II            ; 0.310;  8.71
Theia 497                ; 2019AJ....158..122K ;      ;  8.27 
Theia 497                ; Theia II            ; 0.303;  7.72
Theia 4970               ; Theia II            ; 0.258;  8.71
Theia 4971               ; Theia II            ; 0.384;  8.71
Theia 4972               ; Theia II            ; 0.445;  8.71
Theia 4973               ; Theia II            ; 0.216;  8.71
Theia 4974               ; Theia II            ; 0.581;  8.71
Theia 4975               ; Theia II            ; 0.481;  8.71
Theia 4976               ; Theia II            ; 0.803;  8.71
Theia 4977               ; Theia II            ; 0.423;  8.71
Theia 4978               ; Theia II            ; 0.313;  8.71
Theia 4979               ; Theia II            ; 0.829;  8.71
Theia 498                ; 2019AJ....158..122K ;      ;  8.21 
Theia 498                ; Theia II            ; 0.242;  8.05
Theia 4980               ; Theia II            ; 0.932;  8.71
Theia 4981               ; Theia II            ; 0.381;  8.71
Theia 4982               ; Theia II            ; 0.390;  8.71
Theia 4983               ; Theia II            ; 0.326;  8.71
Theia 4984               ; Theia II            ; 0.290;  8.71
Theia 4985               ; Theia II            ; 0.397;  8.71
Theia 4986               ; Theia II            ; 0.500;  8.71
Theia 4987               ; Theia II            ; 0.323;  8.71
Theia 4988               ; Theia II            ; 0.458;  8.71
Theia 4989               ; Theia II            ; 0.732;  8.71
Theia 499                ; 2019AJ....158..122K ;      ;  8.30 
Theia 499                ; Theia II            ; 0.255;  8.04
Theia 4990               ; Theia II            ; 0.719;  8.71
Theia 4991               ; Theia II            ; 0.239;  8.71
Theia 4992               ; Theia II            ; 0.342;  8.71
Theia 4993               ; Theia II            ; 0.855;  8.71
Theia 4994               ; Theia II            ; 0.394;  8.71
Theia 4995               ; Theia II            ; 0.345;  8.71
Theia 4996               ; Theia II            ; 0.435;  8.71
Theia 4997               ; Theia II            ; 0.190;  8.71
Theia 4998               ; Theia II            ; 0.832;  8.71
Theia 4999               ; Theia II            ; 0.200;  8.71
Theia 5                  ; 2019AJ....158..122K ;      ;  6.37 
Theia 5                  ; Theia II            ; 0.381;  6.63
Theia 50                 ; 2019AJ....158..122K ;      ;  7.20 
Theia 500                ; 2019AJ....158..122K ;      ;  8.20 
Theia 500                ; Theia II            ; 0.494;  7.60
Theia 5000               ; Theia II            ; 0.294;  8.71
Theia 5001               ; Theia II            ; 0.494;  8.71
Theia 5002               ; Theia II            ; 0.800;  8.72
Theia 5003               ; Theia II            ; 0.452;  8.72
Theia 5004               ; Theia II            ; 0.419;  8.72
Theia 5005               ; Theia II            ; 0.287;  8.72
Theia 5006               ; Theia II            ; 0.281;  8.72
Theia 5007               ; Theia II            ; 0.552;  8.72
Theia 5008               ; Theia II            ; 0.477;  8.72
Theia 5009               ; Theia II            ; 0.681;  8.72
Theia 501                ; 2019AJ....158..122K ;      ;  8.26 
Theia 501                ; Theia II            ; 0.326;  7.76
Theia 5010               ; Theia II            ; 0.726;  8.72
Theia 5011               ; Theia II            ; 0.361;  8.72
Theia 5012               ; Theia II            ; 0.519;  8.72
Theia 5013               ; Theia II            ; 0.958;  8.72
Theia 5014               ; Theia II            ; 0.523;  8.72
Theia 5015               ; Theia II            ; 0.655;  8.72
Theia 5016               ; Theia II            ; 0.439;  8.72
Theia 5017               ; Theia II            ; 0.365;  8.72
Theia 5018               ; Theia II            ; 1.052;  8.72
Theia 5019               ; Theia II            ; 0.671;  8.72
Theia 502                ; 2019AJ....158..122K ;      ;  8.24 
Theia 502                ; Theia II            ; 0.339;  8.27
Theia 5020               ; Theia II            ; 0.406;  8.72
Theia 5021               ; Theia II            ; 0.587;  8.72
Theia 5022               ; Theia II            ; 0.623;  8.72
Theia 5023               ; Theia II            ; 0.339;  8.72
Theia 5024               ; Theia II            ; 0.545;  8.72
Theia 5025               ; Theia II            ; 0.468;  8.72
Theia 5026               ; Theia II            ; 0.377;  8.72
Theia 5027               ; Theia II            ; 0.694;  8.72
Theia 5028               ; Theia II            ; 0.723;  8.72
Theia 5029               ; Theia II            ; 0.584;  8.72
Theia 503                ; 2019AJ....158..122K ;      ;  8.23 
Theia 503                ; Theia II            ; 0.390;  8.22
Theia 5030               ; Theia II            ; 0.329;  8.72
Theia 5031               ; Theia II            ; 0.390;  8.72
Theia 5032               ; Theia II            ; 0.565;  8.72
Theia 5033               ; Theia II            ; 0.394;  8.72
Theia 5034               ; Theia II            ; 0.432;  8.72
Theia 5035               ; Theia II            ; 0.426;  8.72
Theia 5036               ; Theia II            ; 1.135;  8.72
Theia 5037               ; Theia II            ; 0.552;  8.72
Theia 5038               ; Theia II            ; 0.642;  8.72
Theia 5039               ; Theia II            ; 0.416;  8.72
Theia 504                ; 2019AJ....158..122K ;      ;  8.28 
Theia 504                ; Theia II            ; 0.345;  8.11
Theia 5040               ; Theia II            ; 0.655;  8.72
Theia 5041               ; Theia II            ; 0.342;  8.72
Theia 5042               ; Theia II            ; 0.397;  8.72
Theia 5043               ; Theia II            ; 0.613;  8.72
Theia 5044               ; Theia II            ; 0.306;  8.72
Theia 5045               ; Theia II            ; 0.597;  8.72
Theia 5046               ; Theia II            ; 1.000;  8.72
Theia 5047               ; Theia II            ; 0.245;  8.72
Theia 5048               ; Theia II            ; 0.471;  8.72
Theia 5049               ; Theia II            ; 0.490;  8.72
Theia 505                ; 2019AJ....158..122K ;      ;  8.25 
Theia 505                ; Theia II            ; 0.294;  8.55
Theia 5050               ; Theia II            ; 0.574;  8.72
Theia 5051               ; Theia II            ; 0.568;  8.72
Theia 5052               ; Theia II            ; 1.074;  8.72
Theia 5053               ; Theia II            ; 0.381;  8.72
Theia 5054               ; Theia II            ; 0.642;  8.72
Theia 5055               ; Theia II            ; 0.497;  8.72
Theia 5056               ; Theia II            ; 0.626;  8.72
Theia 5057               ; Theia II            ; 0.265;  8.72
Theia 5058               ; Theia II            ; 0.542;  8.72
Theia 5059               ; Theia II            ; 0.403;  8.73
Theia 506                ; Theia II            ; 0.142;  8.61
Theia 5060               ; Theia II            ; 0.439;  8.73
Theia 5061               ; Theia II            ; 0.458;  8.73
Theia 5062               ; Theia II            ; 0.835;  8.73
Theia 5063               ; Theia II            ; 0.445;  8.73
Theia 5064               ; Theia II            ; 0.377;  8.73
Theia 5065               ; Theia II            ; 0.597;  8.73
Theia 5066               ; Theia II            ; 0.542;  8.73
Theia 5067               ; Theia II            ; 0.616;  8.73
Theia 5068               ; Theia II            ; 0.526;  8.73
Theia 5069               ; Theia II            ; 0.232;  8.73
Theia 507                ; 2019AJ....158..122K ;      ;  8.30 
Theia 507                ; Theia II            ; 0.168;  8.75
Theia 5070               ; Theia II            ; 0.906;  8.73
Theia 5071               ; Theia II            ; 0.600;  8.73
Theia 5072               ; Theia II            ; 0.552;  8.73
Theia 5073               ; Theia II            ; 0.423;  8.73
Theia 5074               ; Theia II            ; 0.261;  8.73
Theia 5075               ; Theia II            ; 0.226;  8.73
Theia 5076               ; Theia II            ; 0.197;  8.73
Theia 5077               ; Theia II            ; 0.458;  8.73
Theia 5078               ; Theia II            ; 0.455;  8.73
Theia 5079               ; Theia II            ; 0.429;  8.73
Theia 508                ; 2019AJ....158..122K ;      ;  8.37 
Theia 508                ; Theia II            ; 0.074;  8.24
Theia 5080               ; Theia II            ; 0.581;  8.73
Theia 5081               ; Theia II            ; 0.400;  8.73
Theia 5082               ; Theia II            ; 0.374;  8.73
Theia 5083               ; Theia II            ; 0.716;  8.73
Theia 5084               ; Theia II            ; 0.997;  8.73
Theia 5085               ; Theia II            ; 0.471;  8.73
Theia 5086               ; Theia II            ; 0.997;  8.73
Theia 5087               ; Theia II            ; 1.135;  8.73
Theia 5088               ; Theia II            ; 0.532;  8.73
Theia 5089               ; Theia II            ; 0.410;  8.73
Theia 509                ; 2019AJ....158..122K ;      ;  8.39 
Theia 509                ; Theia II            ; 0.097;  8.43
Theia 5090               ; Theia II            ; 1.029;  8.73
Theia 5091               ; Theia II            ; 0.187;  8.73
Theia 5092               ; Theia II            ; 0.839;  8.73
Theia 5093               ; Theia II            ; 0.468;  8.73
Theia 5094               ; Theia II            ; 0.465;  8.73
Theia 5095               ; Theia II            ; 0.294;  8.73
Theia 5096               ; Theia II            ; 0.903;  8.73
Theia 5097               ; Theia II            ; 0.584;  8.73
Theia 5098               ; Theia II            ; 0.884;  8.73
Theia 5099               ; Theia II            ; 0.723;  8.73
Theia 51                 ; 2019AJ....158..122K ;      ;  7.24 
