NGC 2063              ;Ori  ;05 43 55.0 +08 39 48  ;***  ;    9.0 ;                                                  
NGC 2039              ;Ori  ;05 46 12.0 +08 40 30  ;***  ;   21.6 ;                                                  
NGC 2143              ;Ori  ;06 03 11.8 +05 44 42  ;***  ;   23.4 ;                                                  
NGC 2189              ;Ori  ;06 12 07.2 +01 03 18  ;***  ;   18.0 ;                                                  
NGC 2198              ;Ori  ;06 13 54.0 +01 00 04  ;***  ;   23.0 ;                                                  
NGC 2195              ;Ori  ;06 14 34.0 +17 38 30  ;***  ;    1.0 ;                                                  
ESO 139-54            ;Pav  ;18 04 37.2 -58 31 30  ;***  ;   13.8 ;                                                  
NGC 6588              ;Pav  ;18 20 31.2 -63 48 36  ;***  ;   16.8 ;ESO 103-14                                        
ESO 141-47            ;Pav  ;19 18 15.1 -57 54 00  ;***  ;   17.4 ;                                                  
NGC 7833              ;Peg  ;00 06 31.0 +27 38 30  ;***  ;    2.6 ;                                                  
NGC 7036              ;Peg  ;21 10 01.9 +15 31 01  ;***  ;   18.0 ;                                                  
NGC 7084              ;Peg  ;21 32 13.2 +17 34 30  ;***  ;   24.0 ;                                                  
NGC 7193              ;Peg  ;22 03 03.0 +10 48 06  ;***  ;   13.0 ;                                                  
NGC 7772              ;Peg  ;23 51 46.1 +16 14 42  ;***  ;   54.0 ;                                                  
NGC 1548              ;Per  ;04 21 19.7 +36 55 12  ;***  ;   15.6 ;                                                  
ESO 245-9             ;Phe  ;01 53 43.0 -45 55 12  ;***  ;   44.4 ;                                                  
ESO 252-14            ;Pic  ;05 15 57.6 -45 14 24  ;***  ;   14.4 ;                                                  
NGC 2132              ;Pic  ;05 55 19.2 -59 55 12  ;***  ;   29.4 ;                                                  
NGC 305               ;Psc  ;00 56 20.0 +12 04 00  ;***  ;    7.0 ;                                                  
NGC 2220              ;Pup  ;06 20 52.8 -44 42 00  ;***  ;   15.0 ;                                                  
ESO 309-3             ;Pup  ;06 50 39.1 -42 22 59  ;***  ;   13.2 ;                                                  
Ruprecht 21           ;Pup  ;07 26 56.4 -31 09 18  ;***  ;   21.6 ;                                                  
Ruprecht 22           ;Pup  ;07 29 17.8 -29 10 59  ;***  ;   10.8 ;                                                  
FM80 1                ;Pup  ;07 30 12.0 -15 49 24  ;***  ;   12.0 ;Waterloo 8                                        
ESO 429-13            ;Pup  ;07 41 08.2 -30 43 12  ;***  ;   15.6 ;                                                  
Ruprecht 31           ;Pup  ;07 42 59.3 -35 35 35  ;***  ;   13.2 ;                                                  
ESO 258-1             ;Pup  ;07 45 37.7 -46 42 36  ;***  ;   12.6 ;                                                  
ESO 311-14            ;Pup  ;07 49 23.8 -42 41 06  ;***  ;   16.8 ;                                                  
ESO 494-9             ;Pup  ;07 59 16.1 -27 34 59  ;***  ;   15.6 ;                                                  
Ruprecht 154          ;Pup  ;08 01 44.4 -44 25 23  ;***  ;   10.2 ;                                                  
Ruprecht 46           ;Pup  ;08 02 11.3 -19 27 54  ;***  ;   11.4 ;                                                  
Ruprecht 56           ;Pup  ;08 12 39.6 -40 29 06  ;***  ;   36.6 ;                                                  
Ruprecht 157          ;Pyx  ;08 29 49.2 -19 07 12  ;***  ;   19.2 ;                                                  
Ruprecht 62           ;Pyx  ;08 32 36.5 -19 40 59  ;***  ;   14.4 ;Kronberger 86                                     
ESO 432-3             ;Pyx  ;08 42 59.3 -27 51 54  ;***  ;   14.4 ;                                                  
Collinder 196         ;Pyx  ;08 45 01.7 -31 37 30  ;***  ;   21.6 ;                                                  
Collinder 198         ;Pyx  ;08 45 18.0 -31 46 00  ;***  ;    5.0 ;                                                  
Ruprecht 74           ;Pyx  ;09 21 00.0 -37 07 01  ;***  ;    9.0 ;                                                  
NGC 1641              ;Ret  ;04 35 25.7 -65 44 24  ;***  ;   31.2 ;                                                  
NGC 5998              ;Sco  ;15 49 26.4 -28 34 59  ;***  ;   16.8 ;                                                  
Dolidze 50            ;Sco  ;16 05 36.5 -20 29 06  ;***  ;   15.0 ;Alessi J1605-2031, Santa 147                      
ESO 277-4             ;Sco  ;16 40 23.8 -43 44 24  ;***  ;    9.0 ;                                                  
Lynga 13              ;Sco  ;16 48 55.7 -43 25 41  ;***  ;    9.0 ;                                                  
NGC 6222              ;Sco  ;16 50 27.6 -44 43 48  ;***  ;   12.0 ;                                                  
BH 214                ;Sco  ;17 05 40.1 -36 40 01  ;***  ;   13.2 ;                                                  
Ruprecht 124          ;Sco  ;17 28 01.2 -40 43 48  ;***  ;   14.4 ;                                                  
Ruprecht 125          ;Sco  ;17 29 40.1 -40 27 00  ;***  ;   19.2 ;                                                  
ESO 334-2             ;Sco  ;17 36 56.9 -42 14 06  ;***  ;   13.2 ;                                                  
NGC 6415              ;Sco  ;17 42 54.0 -35 08 18  ;***  ;   23.0 ;                                                  
Collinder 345         ;Sco  ;17 44 35.0 -33 52 00  ;***  ;    5.0 ;                                                  
NGC 6437              ;Sco  ;17 49 00.0 -35 51 06  ;***  ;   40.0 ;                                                  
NGC 6625              ;Sct  ;18 22 47.3 -11 57 18  ;***  ;   19.8 ;                                                  
Dolidze 28            ;Sct  ;18 25 28.8 -14 39 00  ;***  ;   18.0 ;                                                  
Dolidze 29            ;Sct  ;18 31 23.8 -06 37 59  ;***  ;   27.6 ;                                                  
Ruprecht 142          ;Sct  ;18 32 13.2 -12 12 54  ;***  ;   12.0 ;                                                  
Dolidze 30            ;Sct  ;18 32 52.8 -06 02 06  ;***  ;   12.0 ;                                                  
Dolidze 31            ;Sct  ;18 34 58.8 -06 51 00  ;***  ;   13.8 ;                                                  
IC 4768               ;Sct  ;18 41 52.0 -05 23 22  ;***  ;   30.0 ;Bigourdan I (SW), Bigourdan II (NE)               
NGC 6839              ;Sge  ;19 54 39.6 +17 52 12  ;***  ;   18.6 ;                                                  
NGC 6873              ;Sge  ;20 07 40.8 +21 05 24  ;***  ;   12.0 ;                                                  
Theta Sge Grp         ;Sge  ;20 10 03.0 +20 59 00  ;***  ;   16.0 ;                                                  
NGC 6432              ;Sgr  ;17 47 22.0 -24 53 13  ;***  ;    1.0 ;ESO 520-25                                        
Andrews-Lindsay 2     ;Sgr  ;17 53 02.4 -29 52 23  ;***  ;    8.4 ;ESO 456-5                                         
NGC 6476              ;Sgr  ;17 54 12.0 -29 07 12  ;***  ;   21.0 ;                                                  
Ruprecht 137          ;Sgr  ;17 59 54.5 -25 12 54  ;***  ;   19.2 ;                                                  
NGC 6519              ;Sgr  ;18 03 32.0 -29 47 27  ;***  ;    4.0 ;ESO 456-41                                        
NGC 6529              ;Sgr  ;18 05 29.0 -36 17 48  ;***  ;   16.0 ;                                                  
Collinder 468         ;Sgr  ;18 06 31.2 -27 26 49  ;***  ;    9.0 ;                                                  
ESO 456-60            ;Sgr  ;18 08 45.0 -29 34 05  ;***  ;    6.0 ;                                                  
NGC 6556              ;Sgr  ;18 09 55.0 -27 28 55  ;***  ;    2.5 ;ESO 450-61                                        
Dolidze 51            ;Sgr  ;18 10 23.8 -17 44 28  ;***  ;   12.6 ;                                                  
ESO 456-72            ;Sgr  ;18 12 29.0 -29 34 01  ;***  ;   10.8 ;                                                  
IC 4715               ;Sgr  ;18 17 00.0 -18 36 00  ;***  ;  120.0 ;M 24, Small Sgr Star Cloud                        
Andrews-Lindsay 4     ;Sgr  ;18 19 06.0 -27 08 00  ;***  ;    1.6 ;ESO 522-16                                        
Ruprecht 140          ;Sgr  ;18 21 51.0 -33 13 00  ;***  ;    6.0 ;                                                  
NGC 6647              ;Sgr  ;18 31 28.1 -17 20 24  ;***  ;   13.2 ;                                                  
NGC 6698              ;Sgr  ;18 47 53.8 -25 52 37  ;***  ;   15.6 ;                                                  
Ruprecht 146          ;Sgr  ;18 52 28.1 -21 05 06  ;***  ;   16.8 ;                                                  
ESO 524-1             ;Sgr  ;18 56 40.1 -26 57 00  ;***  ;   13.8 ;                                                  
NGC 6737              ;Sgr  ;19 02 19.9 -18 31 59  ;***  ;   20.4 ;                                                  
ESO 397-1             ;Sgr  ;19 04 06.5 -33 23 42  ;***  ;   14.4 ;                                                  
ESO 337-23            ;Sgr  ;19 19 18.0 -37 37 12  ;***  ;   12.0 ;                                                  
ESO 525-8             ;Sgr  ;19 27 10.8 -23 35 24  ;***  ;   13.2 ;                                                  
ESO 461-38            ;Sgr  ;20 04 53.3 -30 21 18  ;***  ;   16.2 ;                                                  
Dolidze 14            ;Tau  ;04 06 43.0 +27 32 36  ;***  ;   18.0 ;                                                  
NGC 1746              ;Tau  ;05 04 33.6 +23 49 48  ;***  ;   72.0 ;KVO 17                                            
NGC 1802              ;Tau  ;05 10 06.5 +24 10 48  ;***  ;   22.8 ;                                                  
Dol-Dzim 3            ;Tau  ;05 33 34.1 +26 28 08  ;***  ;    7.2 ;                                                  
NGC 1996              ;Tau  ;05 38 11.3 +25 45 00  ;***  ;   24.0 ;                                                  
NGC 2026              ;Tau  ;05 43 05.8 +20 08 42  ;***  ;   15.0 ;                                                  
Harrington 8          ;Tel  ;18 31 19.0 -46 17 54  ;***  ;   15.0 ;X Marks The Spot                                  
ESO 231-30            ;Tel  ;19 17 02.4 -51 28 48  ;***  ;   19.8 ;                                                  
ESO 99-6              ;TrA  ;15 29 48.0 -64 51 00  ;***  ;   12.6 ;                                                  
ESO 137-23            ;TrA  ;16 24 30.5 -61 43 59  ;***  ;   15.6 ;                                                  
Collinder 21          ;Tri  ;01 50 09.6 +27 06 54  ;***  ;   43.2 ;                                                  
NGC 3231              ;UMa  ;10 27 29.0 +66 47 54  ;***  ;    7.0 ;                                                  
Polaris Cl            ;UMi  ;02 31 49.1 +89 15 51  ;***  ;  600.0 ;                                                  
Harrington 1          ;UMi  ;02 42 00.0 +88 52 00  ;***  ;   52.0 ;Diamond Ring, Santa 110                           
NGC 5385              ;UMi  ;13 52 27.0 +76 10 24  ;***  ;    8.0 ;                                                  
Moitinho 1            ;Vel  ;08 19 17.0 -45 12 29  ;***  ;   10.2 ;                                                  
Ruprecht 156          ;Vel  ;08 19 33.6 -45 21 00  ;***  ;   12.0 ;                                                  
Waterloo 6            ;Vel  ;08 40 22.8 -46 07 59  ;***  ;    8.4 ;                                                  
ESO 313-12            ;Vel  ;08 43 51.1 -40 13 30  ;***  ;   14.4 ;                                                  
ESO 211-1             ;Vel  ;08 47 13.2 -52 03 54  ;***  ;   15.0 ;                                                  
Ruprecht 72           ;Vel  ;08 52 02.9 -37 36 36  ;***  ;   12.0 ;                                                  
Ruprecht 158          ;Vel  ;08 52 26.4 -37 33 18  ;***  ;   15.0 ;                                                  
Ruprecht 73           ;Vel  ;09 01 09.8 -50 55 01  ;***  ;    9.0 ;                                                  
Pismis 10             ;Vel  ;09 02 37.9 -43 38 10  ;***  ;   10.2 ;                                                  
ESO 260-17            ;Vel  ;09 04 45.1 -46 02 06  ;***  ;   13.8 ;                                                  
ESO 314-14            ;Vel  ;09 19 30.7 -38 07 55  ;***  ;   13.8 ;                                                  
ESO 261-7             ;Vel  ;09 24 36.0 -44 40 12  ;***  ;   13.2 ;                                                  
Pismis 14             ;Vel  ;09 29 52.8 -52 46 48  ;***  ;   12.0 ;                                                  
NGC 2932              ;Vel  ;09 35 27.8 -46 48 36  ;***  ;   16.8 ;                                                  
NGC 2982              ;Vel  ;09 42 03.6 -44 01 12  ;***  ;   13.2 ;Ruprecht 80                                       
NGC 2995              ;Vel  ;09 44 04.0 -54 46 48  ;***  ;    7.0 ;                                                  
BH 79                 ;Vel  ;09 44 07.7 -53 19 30  ;***  ;   20.4 ;                                                  
Ruprecht 81           ;Vel  ;09 45 11.8 -44 06 00  ;***  ;   13.8 ;                                                  
Hogg 2                ;Vel  ;09 51 36.0 -56 18 36  ;***  ;    9.0 ;                                                  
Ruprecht 160          ;Vel  ;09 56 20.4 -47 01 48  ;***  ;   13.2 ;ESO 262-11, Ruprecht 160 E                        
Loden 1               ;Vel  ;10 05 13.9 -55 48 18  ;***  ;   11.2 ;                                                  
Loden 27              ;Vel  ;10 11 02.4 -56 35 13  ;***  ;   13.8 ;                                                  
ESO 168-4             ;Vel  ;10 30 55.7 -53 51 54  ;***  ;   12.0 ;                                                  
NGC 3446              ;Vel  ;10 52 17.3 -45 07 30  ;***  ;   24.6 ;                                                  
ESO 265-1             ;Vel  ;11 00 55.7 -45 20 24  ;***  ;   18.0 ;                                                  
NGC 2348              ;Vol  ;07 03 03.6 -67 23 24  ;***  ;   19.2 ;                                                  
Collinder 399         ;Vul  ;19 25 24.0 +20 11 00  ;***  ;   89.0 ;Al Sufi_s Cl, Coathanger, Brocchi_s Cl            
NGC 6815              ;Vul  ;19 40 44.0 +26 45 30  ;***  ;   30.0 ;                                                  
Turner 8              ;Vul  ;19 45 20.9 +27 49 41  ;***  ;   12.0 ;                                                  
IC 1314               ;Vul  ;20 17 44.0 +25 06 30  ;***  ;   15.0 ;                                                  
NGC 6904              ;Vul  ;20 21 50.4 +25 44 06  ;***  ;   12.0 ;                                                  
NGC 6938              ;Vul  ;20 34 44.4 +22 12 36  ;***  ;   15.6 ;                                                  
