Alessi Name           ;Published Name   ;Cns  ;Coordinates (J2000)  ;Wv   ;Type ;   Diam;  Dist; E-BV;   Age;Alias                                         ;Comments
Alessi J1855+1845     ;                 ;Her  ;18 55 50.0 +18 45 58 ;Op   ;***  ;   21.0;      ;     ;      ;                                              ;
Alessi J1856+1330     ;                 ;Her  ;18 56 32.0 +13 30 13 ;Op   ;***  ;   18.0;      ;     ;      ;                                               ;
Alessi J1859+1349     ;                 ;Aql  ;18 59 46.0 +13 49 19 ;Op   ;***  ;   27.0;      ;     ;      ;                                              ;
Alessi J1859-0809     ;                 ;Aql  ;18 59 33.0 -08 09 17 ;Op   ;***  ;   36.0;      ;     ;      ;                                              ;
Alessi J1900+1317     ;                 ;Aql  ;19 00 45.0 +13 17 49 ;Op   ;***  ;   30.0;      ;     ;      ;                                              ;
Alessi J1904+1541     ;UPK 55           ;Aql  ;19 04 26.8 +15 40 52 ;Op   ;OC   ;   39.4;   832;     ;  8.05;Theia 495                                     ;
Alessi J1907-7833     ;                 ;Oct  ;19 07 00.0 -78 33 11 ;Op   ;***  ;    6.0;      ;     ;      ;                                              ;Near DNs BHR 89, 90
Alessi J1909+0448     ;                 ;Aql  ;19 09 06.0 +04 48 42 ;Op   ;***  ;    0.8;      ;     ;      ;                                              ;
Alessi J1910+0509     ;                 ;Aql  ;19 10 10.0 +05 09 18 ;Op   ;***  ;    4.5;      ;     ;      ;GSC 471-614 Grp                               ;
Alessi J1910+1200     ;                 ;Aql  ;19 10 32.0 +12 00 09 ;Op   ;***  ;   27.0;      ;     ;      ;                                              ;
Alessi J1913+0625     ;                 ;Aql  ;19 13 32.0 +06 25 06 ;Op   ;OC   ;   18.0;  2180;     ;      ;                                              ;
Alessi J1914+0610     ;                 ;Aql  ;19 14 41.0 +06 10 05 ;Op   ;***  ;   30.0;      ;     ;      ;                                              ;
Alessi J1915+0552     ;                 ;Aql  ;19 15 45.0 +05 52 34 ;Op   ;***  ;   18.0;      ;     ;      ;                                              ;
Alessi J1915+0558     ;                 ;Aql  ;19 15 00.3 +05 58 31 ;Op   ;***  ;   29.0;      ;     ;      ;                                              ;
Alessi J1916+1102     ;                 ;Aql  ;19 16 15.0 +11 02 08 ;Op   ;***  ;   21.0;      ;     ;      ;                                              ;
Alessi J1917-0023     ;                 ;Aql  ;19 17 51.0 -00 23 47 ;Op   ;***  ;   46.0;      ;     ;      ;                                              ;
Alessi J1917-1857     ;                 ;Sgr  ;19 17 38.0 -18 57 12 ;Op   ;***  ;   48.0;      ;     ;      ;43 Sgr Grp                                    ;
Alessi J1921-0000     ;                 ;Aql  ;19 21 35.0 -00 00 58 ;Op   ;***  ;   38.0;      ;     ;      ;                                              ;
Alessi J1924-0512     ;                 ;Aql  ;19 24 36.0 -05 12 00 ;Op   ;***  ;   55.0;      ;     ;      ;                                              ;
Alessi J1933+1147     ;                 ;Aql  ;19 33 44.2 +11 48 04 ;Op   ;OC   ;    5.3;  1040;     ;      ;                                              ;Small and poor
Alessi J1934+1314     ;                 ;Aql  ;19 34 15.0 +13 14 35 ;Op   ;***  ;   30.0;      ;     ;      ;                                              ;
Alessi J1936+1250     ;                 ;Aql  ;19 36 34.0 +12 47 20 ;Op   ;***  ;   30.0;      ;     ;      ;                                              ;
Alessi J1936+2921     ;                 ;Cyg  ;19 36 23.0 +29 21 26 ;Op   ;***  ;   16.0;      ;     ;      ;                                              ;
Alessi J1944+1413     ;                 ;Aql  ;19 44 47.0 +14 13 37 ;Op   ;***  ;   30.0;      ;     ;      ;                                              ;
Alessi J1947+2927     ;                 ;Cyg  ;19 47 27.0 +29 26 58 ;Op   ;***  ;   27.0;      ;     ;      ;                                              ;
Alessi J1953+0732     ;                 ;Aql  ;19 53 15.0 +07 32 34 ;Op   ;***  ;   42.0;      ;     ;      ;                                              ;
Alessi J1953+0746     ;                 ;Aql  ;19 53 00.0 +07 46 13 ;Op   ;***  ;   23.0;      ;     ;      ;                                              ;
Alessi J1956+2627     ;FoF 2317         ;Vul  ;19 56 22.0 +26 27 18 ;Op   ;OC   ;   22.0;  1192;     ;  7.32;                                              ;
Alessi J1959+0552     ;                 ;Aql  ;19 59 02.0 +05 52 56 ;Op   ;***  ;   38.0;      ;     ;      ;                                              ;
Alessi J2005+4732     ;                 ;Cyg  ;20 05 18.0 +47 32 00 ;Op   ;***  ;   12.0;      ;     ;      ;Santa 29                                      ;
Alessi J2007-1038     ;                 ;Cap  ;20 07 30.0 -10 38 00 ;Op   ;***  ;   12.0;      ;     ;      ;                                              ;
Alessi J2053-5939     ;                 ;Pav  ;20 53 48.0 -59 39 48 ;Op   ;***  ;    5.5;      ;     ;      ;                                              ;
Alessi J2100-0535     ;                 ;Aqr  ;21 00 34.0 -05 35 24 ;Op   ;***  ;   29.0;      ;     ;      ;10 Aqr Grp                                    ;Possible cl, although stars G<11.5 does not form a cluster (Gaia,HSOY), those between 11.5 and 14.5 could. Visually nice
Alessi J2104-1149     ;                 ;Aqr  ;21 04 04.0 -11 49 00 ;Op   ;***  ;   12.0;      ;     ;      ;                                              ;
Alessi J2107+1619     ;French 1         ;Del  ;21 07 27.0 +16 20 06 ;Op   ;***  ;   15.0;      ;     ;      ;Toadstool, Santa 17, Vastagh 10               ;
Alessi J2108+0731     ;                 ;Equ  ;21 08 53.0 +07 31 12 ;Op   ;***  ;   36.0;      ;     ;      ;                                              ;
Alessi J2117+0338     ;                 ;Equ  ;21 17 45.0 +03 38 26 ;Op   ;***  ;    9.0;      ;     ;      ;                                              ;
Alessi J2119-0945     ;                 ;Aqr  ;21 19 03.1 -09 45 31 ;Op   ;***  ;   18.0;      ;     ;      ;                                              ;
Alessi J2137+4912     ;                 ;Cyg  ;21 37 28.0 +49 11 42 ;Op   ;OC   ;   22.0;  2500;     ;      ;                                              ;
Alessi J2138+5347     ;ASCC 114         ;Cyg  ;21 39 04.0 +53 46 49 ;Op   ;OC?  ;   26.0;   913; 0.29;  7.75;FSR 326, Santa 200                            ;
Alessi J2142+1004     ;                 ;Peg  ;21 42 36.0 +10 04 00 ;Op   ;***  ;   24.0;      ;     ;      ;                                              ;
Alessi J2143+1027     ;                 ;Peg  ;21 43 06.0 +10 27 00 ;Op   ;***  ;   14.0;      ;     ;      ;Picot 2                                       ;
Alessi J2145+1647     ;                 ;Peg  ;21 45 00.0 +16 47 00 ;Op   ;***  ;   48.0;      ;     ;      ;                                              ;
Alessi J2204+5951     ;Dolidze 56       ;Cep  ;22 04 06.5 +59 54 00 ;Op   ;OC   ;    7.8;  7000; 1.00;  8.95;Prestgard 26                                  ;
Alessi J2231+6157     ;                 ;Cep  ;22 31 12.0 +61 57 12 ;Op   ;***  ;   48.0;      ;     ;      ;                                              ;
Alessi J2247+5742     ;                 ;Cep  ;22 47 06.0 +57 42 36 ;Op   ;***  ;   24.0;      ;     ;      ;                                              ;
Alessi J2258+5843     ;                 ;Cas  ;22 58 34.9 +58 43 06 ;Op   ;MS   ;    0.4;  2150;     ;      ;                                              ;Very close pair with Bica 187
Alessi J2336+6543     ;                 ;Cep  ;23 36 07.6 +65 43 28 ;Op   ;***  ;    6.0;      ;     ;      ;                                              ;
Alessi J2338+5019     ;                 ;And  ;23 38 17.0 +50 18 39 ;Op   ;***  ;   48.0;      ;     ;      ;                                              ;
Alessi J2340+0757     ;                 ;Psc  ;23 40 42.0 +07 56 30 ;Op   ;***  ;   13.0;      ;     ;      ;Saloranta J2340+0756, HD 222454 Grp           ;
Alessi J2344+5523     ;                 ;Cas  ;23 44 42.0 +55 23 30 ;Op   ;***  ;   30.0;      ;     ;      ;                                              ;
Alessi J2350+4148     ;                 ;And  ;23 50 35.0 +41 48 48 ;Op   ;***  ;   12.0;      ;     ;      ;Saloranta J2350+4148, HD 223583 Grp           ;
Alessi-Teutsch 1      ;COIN-Gaia 2      ;Cas  ;01 00 14.4 +55 24 32 ;Op   ;OC   ;   22.4;  1226; 0.32;  8.77;UBC 35                                        ;
Alessi-Teutsch 10     ;UBC 19           ;Tau  ;03 45 55.2 +29 54 36 ;Op   ;OC   ;   55.0;   418; 0.42;  9.36;Alessi 23                                     ;
Alessi-Teutsch 11     ;ASCC 112         ;Cyg  ;20 16 30.5 +52 03 04 ;Op   ;OC   ;   30.8;   646; 0.10;  8.18;Alessi 46                                     ;
Alessi-Teutsch 12     ;ASCC 86          ;Ara  ;17 01 41.0 -58 58 52 ;Op   ;OC   ;   58.7;   602; 0.12;  7.98;Theia 257, UPK 625, Alessi J1701-5857         ;B-association
Alessi-Teutsch 13     ;                 ;Mon  ;07 27 48.0 -08 53 18 ;Op   ;***  ;   24.0;      ;     ;      ;TC 0727-0853                                  ;
Alessi-Teutsch 14     ;                 ;Car  ;10 14 09.0 -59 19 11 ;Op   ;***  ;   18.0;      ;     ;      ;Alessi 128, TC 1014-5920                      ;
Alessi-Teutsch 15     ;Cen OB1 E        ;Cen  ;13 18 12.0 -62 30 00 ;Op   ;OB   ;   32.0;  1820;     ;      ;TC 1315-6206                                  ;
Alessi-Teutsch 16     ;                 ;Her  ;18 05 34.0 +21 28 30 ;Op   ;***  ;   22.0;      ;     ;      ;TC 1805+2128, HD 165524 Grp                   ;
Alessi-Teutsch 17     ;                 ;Cnc  ;08 09 06.0 +12 50 51 ;Op   ;***  ;   56.0;      ;     ;      ;TC 0809+1250, HD 67425 Grp, Alessi 165        ;
Alessi-Teutsch 2      ;                 ;Aur  ;06 10 34.0 +41 06 24 ;Op   ;***  ;   19.0;      ;     ;      ;Alessi 32                                     ;
Alessi-Teutsch 3      ;ASCC 42          ;Car  ;07 52 54.7 -53 01 19 ;Op   ;OC   ;   58.9;   692; 0.14;  7.99;Alessi 30, Theia 150, Ferrero 52              ;
Alessi-Teutsch 4      ;RSG 3            ;Hya  ;08 24 31.2 -08 33 36 ;Op   ;OC   ;  140.0;   452; 0.01;  8.88;UBC 12, Alessi 26, Theia 929                  ;Clearly seen on a DSS2 3.5x1.7 deg inage on Aladin, also Alessi-Teutsch 4 and Alessi 26
Alessi-Teutsch 5      ;ASCC 118         ;Cep  ;22 08 52.3 +61 06 11 ;Op   ;OC   ;   51.2;   877; 0.35;  7.42;Alessi 27                                     ;Very sparse
Alessi-Teutsch 6      ;Escorial 25      ;Pup  ;07 49 18.4 -46 50 20 ;Op   ;OC   ;  110.0;   441;     ;  7.00;QS Pup Cl, p Pup Cl                           ;Also BBJ 1, Vela Ring D 
Alessi-Teutsch 7      ;ASCC 47          ;Vel  ;08 31 47.3 -39 03 18 ;Op   ;OC   ;   33.6;   780; 0.34;  8.30;Alessi J0831-3904                             ;
Alessi-Teutsch 8      ;ASCC 68          ;Cru  ;12 02 35.8 -60 56 06 ;Op   ;OC   ;   35.8;  1004; 0.20;  8.26;                                              ;
Alessi-Teutsch 9      ;ASCC 10          ;Per  ;03 27 28.8 +34 58 52 ;Op   ;OC   ;   67.0;   672; 0.14;  8.60;                                              ;
Cartes du Ciel 1      ;                 ;Ori  ;05 37 15.7 -00 16 00 ;Op   ;EC   ;   58.0;   412;     ;      ;RK 31/33 Cl                                   ;Alessi (2018) incl Ref Nebs RKC 31 and 33, two conds/subgroups one nr RKC 31 and the other nr RKC 33
Cartes du Ciel 2      ;UPK 576          ;Cru  ;12 35 38.0 -58 08 32 ;Op   ;OC   ;   76.0;   866;     ;  7.90;                                              ;Disc by Alessi B (2018) while checking for concentrations of blue-white stars in Tycho-2 using SW Cartes du Ciel. Gaia DR2 data confirmed it as a probable Cl
Cartes du Ciel 3      ;UPK 33           ;Sct  ;18 40 10.0 -04 20 45 ;Op   ;OC   ;   24.8;   507; 0.73;  7.85;                                              ;
Cartes du Ciel 4      ;UPK 26           ;Sct  ;18 53 52.7 -09 49 36 ;Op   ;OC   ;   31.8;   875; 0.32;  7.96;                                              ;
Cha I SW              ;                 ;Cha  ;09 52 38.9 -79 27 58 ;Op   ;EC   ;   44.0;   213;     ;      ;                                              ;9* only, found By Alessi (2019) while checking for groups in the vicinity of Cha I
Eps Cap               ;                 ;Cap  ;21 37 04.6 -19 27 57 ;Op   ;OC   ;  160.0;   285;     ;  7.44;                                              ;
Eta PsA               ;                 ;PsA  ;22 00 52.1 -28 34 36 ;Op   ;MG   ;  380.0;   267; 0.05;  8.06;                                              ;Disc by Alessi, B. in 2018/08/03. Good RVs too. Can be larger.
GEDR3-1               ;                 ;Lup  ;14 30 23.7 -53 55 41 ;IR   ;EC   ;    7.0;  1029;     ;      ;GN 14.26.8 Cl, IRAS 14268-5341                ;
GEDR3-10              ;                 ;Sct  ;18 42 24.0 -06 54 00 ;Op   ;OC   ;   12.0;  1770;     ;      ;UBC 102 B                                     ;
GEDR3-11              ;                 ;Sct  ;18 41 16.8 -05 24 36 ;Op   ;OC   ;   12.0;  1970;     ;      ;UBC 105 B                                     ;
GEDR3-12              ;                 ;Sct  ;18 39 03.6 -04 48 00 ;Op   ;OC   ;   18.0;  2750;     ;      ;UBC 107 B                                     ;
GEDR3-13              ;                 ;Sct  ;18 38 12.0 -06 58 48 ;Op   ;OC   ;   15.0;  1883;     ;      ;                                              ;
GEDR3-14              ;                 ;Sct  ;18 38 30.0 -07 00 00 ;Op   ;OC   ;   15.0;  1740;     ;      ;                                              ;
GEDR3-15              ;                 ;Sct  ;18 40 36.0 -05 19 48 ;Op   ;OC   ;    9.0;  3480;     ;      ;                                              ;
GEDR3-16              ;                 ;Tri  ;02 22 00.0 +30 00 00 ;Op   ;OC   ;  150.0;   811;     ;      ;                                              ;not Ramakers 50: all stars are fainter than G=13
GEDR3-17              ;                 ;Cep  ;22 27 05.3 +65 07 56 ;Op   ;OC   ;   10.0;   957;     ;      ;26 Cep                                        ;
GEDR3-18              ;                 ;Lac  ;22 16 10.3 +52 21 27 ;Op   ;EC   ;    7.0;  2660;     ;      ;CPM 37 Cl                                     ;Alessi (2018) visible in PanSTARRS
GEDR3-19              ;Bica 170         ;Lac  ;22 34 41.0 +40 40 06 ;Op   ;EC   ;   20.0;   518;     ;      ;GN 22.32.5 Cl, LK Halpha 233                  ;Alessi (2018) includes LK Halpha 233
GEDR3-2               ;                 ;Lup  ;14 53 12.0 -54 06 00 ;Op   ;OC   ;   15.0;  1057;     ;      ;                                              ;
GEDR3-20              ;?Cir OB1         ;Cir  ;14 44 24.0 -63 00 00 ;Op   ;OC   ;  130.0;  1062;     ;      ;                                              ;
GEDR3-21              ;?Theia 1709      ;Ser  ;18 18 28.8 -15 12 00 ;Op   ;OC   ;   24.0;  1617;     ;      ;                                              ;
GEDR3-22              ;                 ;Gem  ;06 15 48.0 +22 36 00 ;Op   ;OC   ;   15.0;  1834;     ;      ;                                              ;
GEDR3-23              ;                 ;Gem  ;06 08 06.0 +21 31 12 ;Op   ;OC   ;   10.0;  4070;     ;      ;                                              ;
GEDR3-24              ;                 ;Gem  ;06 26 48.0 +15 06 00 ;Op   ;OC   ;   36.0;  1177;     ;      ;                                              ;
GEDR3-3               ;                 ;Lup  ;15 18 40.8 -37 39 36 ;Op   ;OC   ;   14.0;   133;     ;      ;LW Lup                                        ;
GEDR3-4               ;                 ;Lep  ;06 02 48.0 -19 45 00 ;Op   ;OC   ;  180.0;   353;     ;      ;                                              ;found by Alessi while checking Platais 5 kinematics
GEDR3-5               ;                 ;Sct  ;18 39 24.0 -05 22 30 ;Op   ;OC   ;    9.0;  3080;     ;      ;                                              ;
GEDR3-6               ;                 ;Sct  ;18 46 30.0 -05 07 30 ;Op   ;OC   ;   18.0;  1501;     ;      ;UBC 108 B                                     ;
GEDR3-7               ;                 ;Sct  ;18 43 57.6 -10 46 48 ;Op   ;OC   ;    6.0;  1544;     ;      ;                                              ;
GEDR3-8               ;                 ;Sct  ;18 43 24.0 -04 27 00 ;Op   ;OC   ;    6.0;  2920;     ;      ;FoF 2169 B                                    ;
GEDR3-9               ;                 ;Sct  ;18 39 36.0 -08 25 48 ;Op   ;OC   ;    9.0;  2950;     ;      ;Trumpler 34 B                                 ;
Gaia-TGAS 1           ;UPK 587          ;Cru  ;12 51 43.1 -57 22 54 ;Op   ;OC   ;    8.0;   942;     ;  8.85;                                              ;
PanSTARRS J1844-0343  ;                 ;Aql  ;18 44 51.6 -03 43 56 ;Op   ;***  ;    1.4;      ;     ;      ;                                              ;Near RM 16, dist from GDR2 mean
PanSTARRS J1845-0200  ;                 ;Aql  ;18 45 27.5 -02 00 37 ;Op   ;***  ;    2.6;      ;     ;      ;                                              ;
PanSTARRS J1845-0235  ;                 ;Aql  ;18 45 13.9 -02 35 08 ;Op   ;OC   ;    3.4;  1360;     ;      ;                                              ;Tight VPD!
PanSTARRS J1847-0204  ;                 ;Aql  ;18 47 09.5 -02 04 02 ;Op   ;***  ;    1.0;      ;     ;      ;                                              ;Somewhat dubious
PanSTARRS J1847-0335  ;                 ;Aql  ;18 47 06.6 -03 35 48 ;Op   ;***  ;    2.8;      ;     ;      ;                                              ;
PanSTARRS J1849-0046  ;                 ;Aql  ;18 49 31.7 -00 46 12 ;Op   ;***  ;    2.0;      ;     ;      ;                                              ;
PanSTARRS J1852-0013  ;                 ;Aql  ;18 52 15.0 -00 13 23 ;Op   ;***  ;    2.0;      ;     ;      ;                                              ;
PanSTARRS J1931+2103  ;                 ;Vul  ;19 31 56.6 +21 03 03 ;Op   ;***  ;    1.3;      ;     ;      ;                                              ;Near Camargo 515 (Alessi)
Pic-OC-1              ;                 ;Pic  ;05 50 09.0 -50 53 59 ;Op   ;***  ;   60.0;      ;     ;      ;                                              ;Large, triangular group following Beta Pictoris found by Alessi B. S. while checking Aladin images
QY Cen                ;                 ;Cen  ;14 08 17.1 -61 44 14 ;Op   ;OC   ;   17.0;  2510;     ;      ;                                              ;Found by Alessi near QY Cen
Skyview J1228-6258    ;                 ;Cru  ;12 28 24.1 -62 58 12 ;Op   ;***  ;    3.6;      ;     ;      ;                                              ;
Spitzer J1517-5635    ;                 ;Cir  ;15 17 50.0 -56 35 38 ;IR   ;OC?? ;    2.6;  2520;     ;      ;                                              ;
Spitzer J1638-4726    ;                 ;Ara  ;16 38 57.1 -47 26 18 ;IR   ;EC?? ;    0.4;  3000;     ;      ;                                              ;
Spitzer J1750-2639    ;                 ;Sgr  ;17 50 45.8 -26 39 51 ;IR   ;OC?? ;    2.1;      ;     ;      ;                                              ;
Spitzer J1751-2633    ;                 ;Sgr  ;17 51 20.6 -26 33 58 ;IR   ;OC?? ;    0.8;      ;     ;      ;                                              ;
Spitzer J1804-2203    ;                 ;Sgr  ;18 04 55.5 -22 03 21 ;IR   ;OC?? ;    0.9;      ;     ;      ;                                              ;
Spitzer J1834-0842    ;                 ;Sct  ;18 34 37.2 -08 42 35 ;IR   ;EC   ;    1.0;  4700;     ;      ;                                              ;In HII reg WISE G23.27-0.25
Spitzer J1835-0855    ;                 ;Sct  ;18 35 09.0 -08 55 24 ;IR   ;EC   ;    1.2;  4600;     ;      ;                                              ;Dist from Urquhart+, 2018
Spitzer J1837-0614    ;                 ;Sct  ;18 37 31.1 -06 14 10 ;IR   ;EC   ;    0.7;  6600;     ;      ;                                              ;In HII reg WISE G25.79+0.23
Spitzer J1844-0345    ;                 ;Aql  ;18 44 51.2 -03 45 40 ;IR   ;EC   ;    1.2;  4760;     ;      ;                                              ;Near RM 16, in UC HII region G28.83-0.25, at the border of the shell of HII reg. WAM G28.82-0.22
Spitzer J1845-0230    ;                 ;Aql  ;18 45 51.7 -02 30 16 ;IR   ;EC   ;    1.0;  5820;     ;      ;                                              ;In HII reg WISE G30.06+0.09, dist from Traficante+ 2015
Spitzer J1846-0245    ;                 ;Aql  ;18 46 11.0 -02 45 14 ;IR   ;OC   ;    1.6;  4900;     ;      ;                                              ;Dist from GDR2 mean
Spitzer J1848-0110    ;                 ;Aql  ;18 48 41.9 -01 10 09 ;IR   ;EC   ;    0.5;  6100;     ;      ;                                              ;In HII reg WISE G31.58+0.07, dist from Anderson+ 2014
Spitzer J1848-0111    ;                 ;Aql  ;18 48 57.4 -01 11 55 ;IR   ;OC?  ;    6.0;  3000;     ;      ;                                              ;Very uncertain dist: mean of 4* only
