Name                             PNstat         RAJ2000    DECJ2000      MajDiam   Catalogue           
Th 3-28                          PN?            17 30 56.8 -26 59 11.0             1992secg.book.....A 
ESO 252-9                        Gx?            05 05 56.8 -42 48 11.7             1992secg.book.....A 
PN G357.6-02.9                   PN??           17 51 57.4 -32 28 11.1             QP private list     
SSTGC 268877                     notPN          17 43 59.8 -29 36 11.5             MIRPNc              
SU Gem                           RVtau          06 14 00.0 +27 42 12.3             2007A&A...469..799S 
V457 Cyg                         RVtau          20 38 00.7 +30 25 12.9             2007A&A...469..799S 
PM 2-28                          transObj       17 41 00.0 -16 18 12.5             2003A&A...408.1029K 
PN G003.2-01.7                   PN?            18 00 00.9 -27 00 12.0             2005ApJS..159..282L 
IPHAS J184601.26-020412.0        notPN?         18 46 01.3 -02 04 12.0             2009A&A...504..291V 
IPHAS J203902.21+365012.1        PN??           20 39 02.2 +36 50 12.1             2009A&A...504..291V 
ESO 167-10                       notPN?         09 53 02.4 -57 25 12.0             1992secg.book.....A 
IPHAS J053903.23+265412.0        PN??           05 39 03.2 +26 54 12.0             2009A&A...504..291V 
K 4-31                           Symb*?         19 37 04.7 +13 41 12.7             1992secg.book.....A 
IPHAS J204704.71+431312.8        PN??           20 47 04.7 +43 13 12.8             2009A&A...504..291V 
BPS CS 29493-0046                PPN?           21 50 05.6 -30 49 12.1             2007A&A...469..799S 
IPHAS J052906.51+391212.8        PN??           05 29 06.5 +39 12 12.8             2009A&A...504..291V 
IRAS 19439+2223                  Symb*          19 46 07.5 +22 31 12.2             2009A&A...502..113V 
Wray 16-150                      PN             14 19 07.4 -67 32 12.5             1992secg.book.....A 
Kn J1943.1-2449                  notPN?         19 43 08.9 -24 49 12.0             DFrew               
PM 1-121                         notPN?         17 00 08.6 -36 32 12.8             1988A&AS...76..317P 
2MASS J0251+6022                 PN??           02 51 09.1 +60 22 12.9             2009A&A...504..291V 
2MASS J0916-4946                 RVtau          09 16 09.6 -49 46 12.2             2007A&A...469..799S 
PN G018.2-00.5                   PN?            18 26 11.2 -13 18 12.6             CornishCandidates   
PHR J1656-5301                   unk            16 56 11.3 -53 01 12.0             MEN_List            
PN G197.8-02.2                   notPN?         06 15 12.0 +12 22 12.0             2001A&A...378..843K 
PN G278.4-34.6                   Gx?            05 08 12.3 -67 46 12.9             ivan                
IRAS 04488+6903                  Gx             04 54 14.7 +69 08 12.5             1997Ap.....40....1M 
PN G058.4-00.2                   PN??           19 41 15.5 +22 24 12.1             CornishCandidates   
PHR J1011-5858                   Y*?            10 11 15.1 -58 58 12.4             MEN_List            
Wray 16-99                       unk            11 39 15.4 -68 46 12.0             1992secg.book.....A 
Th 3-31                          Symb*          17 34 16.8 -29 29 12.0             1992secg.book.....A 
PN G303.1+01.1                   notPN?         12 53 16.8 -61 46 12.0             1992secg.book.....A 
2MASS J2215+5823                 notPN          22 15 18.9 +58 23 12.6             2009A&A...502..113V 
DeGaPe 40                        Em*            15 20 18.1 -59 28 12.1             FrenchAmateurs      
PN G273.8-31.4                   Gx?            05 44 18.2 -64 19 12.0             ivan                
PM 1-317                         PPN?           20 06 19.4 +32 34 12.0             1988A&AS...76..317P 
Kn 29                            notPN?         21 13 19.4 +59 25 12.0             DFrew               
IPHAS J223819.84+621212.1        PN??           22 38 19.8 +62 12 12.1             2009A&A...504..291V 
Wray 16-292                      Em*            17 36 19.9 -33 26 12.4             1992secg.book.....A 
NSV 7708                         RVtau          16 26 20.4 -34 17 12.8             2007A&A...469..799S 
PM 1-88                          PPN?           15 18 21.9 -58 23 12.0             1988A&AS...76..317P 
PHR J1834+0212                   PN??           18 34 23.3 +02 12 12.9             MEN_List            
Terz N 677                       artif          17 33 24.0 -27 34 12.0             1992secg.book.....A 
ESO 212-8                        artif          09 31 24.0 -52 07 12.0             1992secg.book.....A 
PN G286.4-35.6                   Gx             04 29 25.2 -73 35 12.1             ivan                
PM 2-15                          PPN?           15 10 26.7 -55 44 12.0             1988A&AS...76..317P 
ESO 135-9                        artif          15 27 26.4 -62 31 12.0             1992secg.book.....A 
WKK98 658                        PN??           12 08 26.6 -70 35 12.8             2001A&A...380..441W 
IPHAS J235929.75+662312.7        PN??           23 59 29.8 +66 23 12.7             2009A&A...504..291V 
Pa GN J0728.5+0508               notPN?         07 28 32.0 +05 08 12.0             DFrew               
MV Sgr                           PPN?           18 44 32.0 -20 57 12.8             2001A&A...373..608D 
PN G204.1+04.7a                  notPN?         06 52 33.6 +09 58 12.0             2001A&A...378..843K 
Pt 1                             notPN?         17 41 36.0 -23 34 12.0             1992secg.book.....A 
[DZS2003] Sh 217 115             Em*?           04 58 37.2 +48 00 12.7             2009A&A...504..291V 
IPHAS J222437.47+585212.7        Symb*?         22 24 37.5 +58 52 12.7             2009A&A...504..291V 
PS Gem                           PAGB/PPN       07 03 39.6 +10 46 12.9             2007A&A...469..799S 
[HMH2007] 118                    Y*O            18 29 40.2 +00 15 12.9             2009A&A...504..291V 
PN G003.2+01.9                   PPN?           17 45 40.6 -25 09 12.2             2001A&A...378..843K 
Wray 17-38                       unk            09 59 40.8 -53 28 12.0             1992secg.book.....A 
PN G275.9-28.7                   Gx?            06 10 40.0 -66 08 12.7             ivan                
K 4-9                            star           18 53 41.2 +28 32 12.5             1992secg.book.....A 
V558 Sgr                         RVtau          18 01 41.8 -35 23 12.0             2007A&A...469..799S 
Pa 100                           star           18 19 45.1 -10 57 12.3             PRC15               
LSE 67                           PPN?           18 54 45.7 -29 21 12.3             2012PASJ...64...57P 
K 4-22                           unk            19 17 48.0 +02 49 12.0             1992secg.book.....A 
PM 1-198                         PPN?           18 00 49.6 -26 53 12.7             2007A&A...469..799S 
PN G039.7-00.2                   PN??           19 04 50.0 +05 57 12.3             CornishCandidates   
PN G057.3+00.6                   PN??           19 35 51.6 +21 52 12.9             2015arXiv150708182F 
IPHAS J201052.73+343512.8        PN??           20 10 52.7 +34 35 12.8             2009A&A...504..291V 
Kn 53                            notPN?         19 32 52.9 -29 04 12.0             DFrew               
Ste 4                            notPN?         17 49 53.8 -33 32 12.7             1992secg.book.....A 
PN G042.2+00.1                   PN??           19 07 55.2 +08 24 12.7             CornishCandidates   
PN G281.2-31.5                   Gx?            05 37 56.4 -70 35 12.8             ivan                
IPHAS J194457.76+235412.0        PN??           19 44 57.8 +23 54 12.0             2009A&A...504..291V 
IRAS 04296+3429                  PAGB/PPN       04 32 57.0 +34 36 12.4             2001A&A...378..843K 
PN G005.9+04.3                   notPN?         17 42 57.2 -21 38 12.1             2001A&A...378..843K 
PN G001.9-02.0                   PPN?           17 57 58.9 -28 18 12.8             2007A&A...469..799S 
IPHAS J061759.87+223412.0        PN??           06 17 59.9 +22 34 12.0             2009A&A...504..291V 
PM 1-123                         notPN?         17 04 00.7 -32 33 13.0             1988A&AS...76..317P 
PN G053.9+00.8                   PN??           19 28 03.3 +19 00 13.5             CornishCandidates   
IPHAS J022303.86+620513.5        PN??           02 23 03.9 +62 05 13.5             2009A&A...504..291V 
IPHAS J183807.37+001113.6        Em*            18 38 07.4 +00 11 13.6             2009A&A...504..291V 
PM 2-9                           PAGB/PPN       09 05 07.6 -40 05 13.5             2001A&A...378..843K 
SSTGLMC G330.3672-00.8723        notPN?         16 10 07.2 -52 49 13.0             MIRPNc              
WKK98 99                         PN??           10 50 07.3 -69 24 13.0             2001A&A...380..441W 
IRAS 05236+3828                  HII            05 27 08.4 +38 31 13.0             2009A&A...504..291V 
PPA J1812-2502                   Symb*?         18 12 08.9 -25 02 13.9             MEN_List            
PN G001.2+12.9                   notPN?         17 01 09.2 -20 44 13.9             2001A&A...378..843K 
PM 1-57                          notPN?         11 31 09.4 -61 19 13.4             1988A&AS...76..317P 
OH 14.83 -0.18                   unk            18 18 10.6 -16 08 13.2             2001A&A...378..843K 
IPHAS J050311.09+384213.6        PN??           05 03 11.1 +38 42 13.6             2009A&A...504..291V 
PN G283.5-28.8                   Gx?            06 10 11.7 -72 48 13.0             ivan                
Ra 49                            HH             04 31 13.5 +25 09 13.2             2017LAstr.131b..46L 
PN G034.4+00.8                   PN??           18 51 14.0 +01 41 13.4             2015arXiv150708182F 
PN G019.6+00.1                   PN??           18 26 14.6 -11 42 13.0             CornishCandidates   
MaC 1-15                         Symb*          18 57 14.0 -15 29 13.2             1992secg.book.....A 
IPHAS J231516.67+621513.7        PN??           23 15 16.7 +62 15 13.7             2009A&A...504..291V 
Hen 3-1711                       transObj       18 34 16.2 -17 36 13.9             2001A&A...373..608D 
K 6-19                           Gx             17 07 19.9 -24 49 13.4             2002AN....323...57K 
Hen 2-79                         Em*            12 15 20.6 -63 39 13.0             1992secg.book.....A 
IPHAS J061122.46+275013.5        PN??           06 11 22.5 +27 50 13.5             2009A&A...504..291V 
PM 1-126                         PPN?           17 05 23.8 -30 58 13.1             1988A&AS...76..317P 
[AR95] 45                        SNR            23 23 24.6 +58 48 13.3             2009A&A...504..291V 
IRAS 20244+3509                  PPN?           20 26 25.2 +35 19 13.5             1997A&AS..126..479G 
PN G077.7+01.5                   PN??           20 22 27.2 +39 46 13.7             2015arXiv150708182F 
V691 Ara                         RVtau          16 52 27.1 -56 12 13.3             2007A&A...469..799S 
SSTGLMC G027.0695+00.0619        notPN?         18 40 29.7 -05 11 13.7             MIRPNc              
Ra 39                            PN??           05 37 30.0 +22 57 13.9             2017LAstr.131b..46L 
IRAS 12405-6219                  HII            12 43 31.2 -62 36 13.0             2001A&A...378..843K 
GLMP 1047                        transObj       21 56 32.9 +47 36 13.4             2003A&A...408.1029K 
PN G016.0-01.0                   PN??           18 23 33.5 -15 28 13.8             2015arXiv150708182F 
Danica_49                        PN??           01 36 35.0 -69 03 13.5             ddanica             
ETHOS 4                          PN             20 23 37.4 +68 07 13.8             DFrew               
2MASS J2119+4649                 notPN?         21 19 38.9 +46 49 13.6             2009A&A...502..113V 
IPHAS J231539.95+623213.2        PN??           23 15 40.0 +62 32 13.2             IPHAS_candidates    
IRAS 18440-0241                  PN??           18 46 40.3 -02 38 13.1             2009A&A...504..291V 
PN G276.4-31.0                   Gx?            05 47 40.3 -66 36 13.7             ivan                
PBOZ 27                          notPN          17 40 41.1 -27 44 13.9             1992secg.book.....A 
Kam 2                            PN??           00 46 41.4 -73 06 13.1             2014MNRAS.439.2211K 
WKK98 559                        PN??           12 02 42.5 -53 32 13.9             2001A&A...380..441W 
PPA J1757-3555                   notPN?         17 57 43.0 -35 55 13.4             MEN_List            
K 4-56                           Em*            20 55 44.3 +46 33 13.5             1992secg.book.....A 
PN G056.4-00.0                   PN??           19 36 45.4 +20 47 13.4             2015arXiv150708182F 
PM 1-235                         PN:            18 27 45.7 -09 38 13.1             2001A&A...378..843K 
IRAS 03238+5752                  Y*?            03 27 46.9 +58 03 13.0             1988A&AS...76..317P 
Pa J1557.7-5204                  PN??           15 57 47.2 -52 04 13.7             DSH                 
PN G009.3+01.7                   PPN?           17 59 48.2 -20 02 13.2             2001A&A...378..843K 
PN G051.2-01.0                   PN??           19 29 49.4 +15 46 13.7             CornishCandidates   
PN G054.6-04.7                   PN??           19 49 50.5 +16 52 13.4             ivan                
PN G023.7+00.5                   PN??           18 32 50.2 -07 54 13.4             2015arXiv150708182F 
V381 Aql                         RVtau          19 32 53.6 -01 02 13.2             2007A&A...469..799S 
IPHAS J203154.04+450613.1        PN??           20 31 54.0 +45 06 13.1             2009A&A...504..291V 
V2324 Cyg                        PPN?           20 58 55.6 +49 31 13.2             2001A&A...378..843K 
PN G183.0+00.0a                  notPN?         05 52 56.7 +26 21 13.4             IPHAS_candidates    
Ra 35                            PN??           19 45 56.0 +58 06 13.0             2017LAstr.131b..46L 
IRAS 17233-4330                  RVtau          17 26 58.6 -43 33 13.6             2007A&A...469..799S 
PN G066.6-01.7                   notPN?         20 05 59.8 +28 37 13.4             IPHAS_candidates    
WKK98 5817                       PN??           16 04 59.5 -59 30 13.0             2001A&A...380..441W 
Vy 1-3                           Em*            18 41 00.9 -04 26 14.3             1942PASP...54..152V 
PN G345.4-07.1                   notPN?         17 38 00.5 -45 02 14.0             2001A&A...373..608D 
IPHAS J054201.32+351814.1        PN??           05 42 01.3 +35 18 14.1             2009A&A...504..291V 
[MJD95] J202015.30+385029.8      PN??           20 22 03.2 +39 00 14.6             2009A&A...504..291V 
PBOZ 28                          notPN?         17 47 03.6 -23 22 14.2             1992secg.book.....A 
IPHAS J025704.76+604314.4        PN??           02 57 04.8 +60 43 14.4             2009A&A...504..291V 
IRAS 18061-1907                  PPN?           18 09 04.6 -19 07 14.9             2001A&A...378..843K 
RY Ara                           RVtau          17 21 04.6 -51 07 14.4             2007A&A...469..799S 
PHR J0858-4723                   PN??           08 58 05.0 -47 23 14.0             MASH-noID           
PN G038.8+00.8                   PN??           18 59 08.0 +05 39 14.0             2015arXiv150708182F 
IRAS 22560+5607                  PN??           22 58 08.8 +56 24 14.7             2009A&A...504..291V 
AD Aql                           RVtau          18 59 08.7 -08 10 14.1             2007A&A...469..799S 
SSTGLMC G056.1486+00.4087        notPN?         19 34 10.7 +20 44 14.7             MIRPNc              
IPHAS J225210.44+621314.2        PN??           22 52 10.4 +62 13 14.2             2009A&A...504..291V 
PN G006.4-00.2                   notPN?         18 01 19.3 -23 33 14.0             2001A&A...378..843K 
ESO 257-18                       Gx             07 29 19.6 -45 26 14.4             1992secg.book.....A 
PM 1-169                         PPN?           17 40 20.2 -33 59 14.4             1988A&AS...76..317P 
IRAS 18043-2116                  PAGB/PPN       18 07 21.1 -21 16 14.2             2007A&A...469..799S 
H 2-2                            Symb*          17 07 21.8 -34 05 14.2             1992secg.book.....A 
PN G021.6-00.7                   PN?            18 33 22.3 -10 20 14.3             CornishCandidates   
PN G027.0+00.9                   PN??           18 37 23.1 -04 45 14.2             2015arXiv150708182F 
PM 1-117                         PPN?           16 54 29.1 -48 15 14.8             1988A&AS...76..317P 
V Vul                            RVtau          20 36 32.0 +26 36 14.5             2007A&A...469..799S 
IPHAS J040932.88+480114.0        PN??           04 09 32.9 +48 01 14.0             2009A&A...504..291V 
K 3-25                           notPN?         19 13 33.6 +02 18 14.0             1992secg.book.....A 
Kn 55                            PN?            19 00 34.3 -19 14 14.0             DFrew               
2MASS J0251+6020                 PN??           02 51 35.5 +60 20 14.0             2009A&A...504..291V 
PN G026.7+00.1                   PN?            18 39 35.5 -05 28 14.6             CornishCandidates   
HRDS G017.364+0.519              PN?            18 20 35.1 -13 34 14.6             2011ApJS..194...32A 
K 5-21                           PN             17 02 35.0 -30 19 14.9             2002AN....323...57K 
WKK98 403                        PN??           11 53 35.9 -53 25 14.2             2001A&A...380..441W 
Cn 1-2                           Symb*          16 44 35.5 -62 37 14.0             1992secg.book.....A 
PN G044.6-00.1                   PN??           19 13 36.0 +10 21 14.3             CornishCandidates   
PN G349.5+22.5                   PPN?           15 58 36.9 -22 57 14.0             2001A&A...378..843K 
IPHAS J212037.71+515114.0        PN??           21 20 37.7 +51 51 14.0             2009A&A...504..291V 
Wray 16-376                      PN             18 10 37.6 -39 53 14.4             1992secg.book.....A 
Wray 17-49                       unk            11 47 37.9 -51 28 14.5             1992secg.book.....A 
PM 1-61                          PPN?           11 55 38.4 -61 28 14.9             1988A&AS...76..317P 
PN G349.0+01.2                   PN??           17 11 39.4 -37 24 14.7             MIRPNc              
PM 1-16                          HH?            05 37 42.4 +26 59 14.6             1988A&AS...76..317P 
G0.399+0.208                     PN:            17 45 45.5 -28 29 14.0             dfrew               
IPHAS J193746.58+242914.1        PN??           19 37 46.6 +24 29 14.1             2009A&A...504..291V 
IRAS 03538+5130                  PN??           03 57 47.3 +51 39 14.1             2009A&A...504..291V 
PM 1-225                         PPN?           18 21 47.4 -29 45 14.8             1988A&AS...76..317P 
IRAS 18582+0001                  PPN?           19 00 49.0 +00 06 14.2             1988A&AS...76..317P 
PN G026.5-00.8                   PN??           18 42 52.1 -06 07 14.3             CornishCandidates   
2MASS J1939+2313                 PN??           19 39 53.9 +23 13 14.6             2009A&A...504..291V 
DF Cyg                           RVtau          19 48 53.9 +43 02 14.5             2007A&A...469..799S 
IRAS 01145+6411                  PN??           01 17 53.1 +64 27 14.2             2009A&A...504..291V 
PN G276.5-34.8                   Gx?            05 09 55.5 -66 10 14.2             ivan                
IRAS 20593+4902                  PN??           21 00 57.8 +49 14 14.1             2009A&A...504..291V 
BGPS G30.532-0.259               Y*?            18 47 58.9 -02 15 14.2             2011ApJS..194...32A 
ALS 5054                         PPN?           18 27 58.9 -28 55 14.2             1988A&AS...76..317P 
TW Aql                           RVtau          19 51 00.9 +13 58 15.4             2007A&A...469..799S 
IPHAS J052601.08+344515.1        PN??           05 26 01.1 +34 45 15.1             2009A&A...504..291V 
GK Car                           RVtau          11 14 01.5 -57 43 15.2             2007A&A...469..799S 
PM 1-262                         PN             18 53 02.0 +06 44 15.3             1988A&AS...76..317P 
PHR J1604-4225                   PN??           16 04 02.9 -42 25 15.2             MEN_List            
Wray 17-19                       PN             08 27 05.8 -39 02 15.0             1992secg.book.....A 
PM 1-165                         PN:            17 38 07.4 -27 20 15.4             1992secg.book.....A 
PN G036.8+00.1                   PN??           18 58 08.6 +03 30 15.6             CornishCandidates   
Wray 16-129                      unk            13 26 08.6 -61 15 15.8             1992secg.book.....A 
PHR J1750-2406                   PN             17 50 09.0 -24 06 15.6             MEN_List            
PM 1-138                         PPN?           17 18 09.6 -27 42 15.1             1988A&AS...76..317P 
PN G010.2-07.8                   PPN?           18 38 10.4 -23 43 15.2             2001A&A...378..843K 
IRAS 17203-1534                  transObj       17 23 11.9 -15 37 15.1             DFrew               
PN G010.9+00.7                   PN??           18 07 11.8 -19 05 15.8             CornishCandidates   
PHR J1817-2411                   notPN?         18 17 11.3 -24 11 15.0             MEN_List            
JaSt 22                          notPN?         17 40 12.0 -30 29 15.7             2004A&A...419..563J 
PN G116.2-04.6                   notPN          00 01 14.1 +57 33 15.4             ivan                
PN G043.1-01.7                   PN??           19 16 15.0 +08 15 15.1             2015arXiv150708182F 
PN G050.0-00.7                   PN??           19 26 18.9 +14 48 15.2             2015arXiv150708182F 
PN G004.7-07.0                   PN??           18 24 22.9 -28 15 15.3             DSH                 
Pa J2341.3+7932                  notPN?         23 41 23.0 +79 32 15.0             DFrew               
IPHAS J062525.37+090715.9        PN??           06 25 25.4 +09 07 15.9             2009A&A...504..291V 
IRAS 23033+5951                  Y*?            23 05 25.2 +60 08 15.4             2009A&A...504..291V 
OH 15.70 +0.77                   PAGB/PPN       18 16 25.4 -14 55 15.7             2001A&A...378..843K 
K 5-25                           PN             17 09 25.7 -24 43 15.2             2002AN....323...57K 
IRAS 20174+3222                  PAGB/PPN       20 19 27.8 +32 32 15.2             1997A&AS..126..479G 
HD 292630A                       RVtau          06 51 27.8 -01 22 15.9             2007A&A...469..799S 
PN G036.3-20.4                   PPN?           20 10 27.5 -06 16 15.6             2001A&A...378..843K 
TYC 3150-1700-1                  PN??           20 04 29.1 +37 42 15.9             2009A&A...504..291V 
V887 Her                         PAGB/PPN       18 11 30.7 +27 05 15.5             1992secg.book.....A 
XMMU J185330.7-012815            notPN?         18 53 30.6 -01 28 15.7             2009A&A...504..291V 
IRAS 18348-0616                  HII            18 37 30.4 -06 14 15.0             arXiv:1403.0975     
PM 1-96                          notPN?         15 37 32.2 -52 12 15.1             1988A&AS...76..317P 
PN G004.8+01.8                   PPN?           17 49 34.9 -23 51 15.1             2001A&A...378..843K 
PN G146.2+00.5                   PN??           03 47 35.2 +55 13 15.5             2015arXiv150708182F 
CGMW 3-54                        Gx?            17 33 35.2 -17 41 15.6             2001A&A...378..843K 
V2342 Sgr                        RVtau          18 24 35.8 -24 53 15.8             2007A&A...469..799S 
Wray 17-21                       unk            08 46 36.5 -49 21 15.8             1992secg.book.....A 
PM 1-98                          PPN?           15 40 37.7 -54 30 15.8             1988A&AS...76..317P 
PN G275.6-32.6                   Gx?            05 32 37.1 -65 49 15.6             ivan                
PN G024.0+00.7                   PN??           18 32 38.0 -07 31 15.7             CornishCandidates   
KjPn 7                           notPN?         23 07 39.8 +66 59 15.0             1992secg.book.....A 
Ra 54                            PN:            06 14 40.0 +18 49 15.0             2017LAstr.131b..46L 
KLSS 1-2                         PN             19 26 40.1 +20 29 15.0             2001A&A...378..843K 
GLMP 33                          CGb            02 53 40.7 +60 30 15.7             1997A&AS..126..479G 
RPZM 47                          notPN          17 41 41.0 -26 15 15.7             1992secg.book.....A 
K 3-23                           EmO            19 09 43.2 +11 05 15.0             1992secg.book.....A 
IRAS 01174+6110                  PPN?           01 20 44.2 +61 26 15.9             2001A&A...378..843K 
Kam 17                           PN??           01 02 48.2 -72 06 15.9             2014MNRAS.439.2211K 
IRAS 17388-2203                  PAGB/PPN       17 41 49.0 -22 05 15.9             1997A&AS..126..479G 
PM 1-75                          notPN?         14 06 49.7 -63 08 15.0             1988A&AS...76..317P 
PN G056.6-00.0                   PN??           19 36 51.1 +20 55 15.4             2015arXiv150708182F 
IRAS 00032+6348                  PN?            00 05 53.5 +64 05 15.6             2009A&A...504..291V 
SSTGLMC G038.3880-00.9818        PN??           19 04 54.9 +04 24 15.9             2009A&A...504..291V 
SSTGLMC G003.6049+00.2736        notPN?         17 52 55.0 -25 42 15.5             MIRPNc              
WKK98 7315                       PN??           16 41 55.2 -56 56 15.0             2001A&A...380..441W 
PN G038.9-00.7                   PN??           19 04 58.3 +05 00 15.0             CornishCandidates   
WKK98 983                        PN??           12 23 59.4 -52 53 15.0             2001A&A...380..441W 
IRAS 17230-1832                  notPN          17 26 01.0 -18 35 16.0             2001A&A...378..843K 
IPHAS J204902.92+465116.6        PN??           20 49 02.9 +46 51 16.6             2009A&A...504..291V 
Wray 15-490                      PN             10 02 02.4 -61 57 16.0             1992secg.book.....A 
WKK98 6856                       PN??           16 27 02.7 -63 32 16.1             2001A&A...380..441W 
PN G053.9+00.0                   PN??           19 31 05.2 +18 38 16.9             CornishCandidates   
Ra 33                            PN??           01 56 05.0 +65 44 16.0             2017LAstr.131b..46L 
IRAS 18011-2006                  PN?            18 04 05.5 -20 06 16.6             2011ApJS..194...32A 
PM 1-275                         PPN?           19 02 06.3 +03 20 16.4             2001A&A...378..843K 
IPHAS J192006.04+110516.2        PN??           19 20 06.0 +11 05 16.2             2009A&A...504..291V 
Pa 158                           Gx?            19 07 06.9 -39 45 16.0             PRC15               
IRAS 21314+5114                  PN??           21 33 07.4 +51 27 16.0             2009A&A...504..291V 
HD 177566                        PAGB/PPN       19 07 07.9 -41 43 16.0             2007A&A...469..799S 
StWr 2-48                        unk            17 25 07.9 -59 32 16.1             1992secg.book.....A 
IRAS 13416-6243                  PPN?           13 45 07.3 -62 58 16.9             2001A&A...378..843K 
IRAS 20142+3615                  PN??           20 16 08.1 +36 24 16.1             2009A&A...504..291V 
IPHAS J192009.35+230816.6        PN             19 20 09.4 +23 08 16.6             2009A&A...504..291V 
IPHAS J195509.17+315416.6        PN?            19 55 09.2 +31 54 16.6             2009A&A...504..291V 
ALS 125                          PN??           07 01 10.4 -09 28 16.1             Simbad              
Hen 2-134                        Symb*          15 47 10.5 -66 29 16.2             1992secg.book.....A 
IRAS 18019-3403                  PPN?           18 05 13.7 -34 03 16.5             2007A&A...469..799S 
PK 030+19                        notPN          00 35 15.6 +20 10 16.0             Simbad              
PN G014.5-03.8                   PN??           18 31 15.4 -18 04 16.1             DSH                 
PN G005.0+03.1                   notPN?         17 45 16.5 -23 01 16.0             2001A&A...378..843K 
PPA J1807-2830                   PN??           18 07 16.1 -28 30 16.9             MEN_List            
PM 1-114                         PPN?           16 51 18.0 -41 13 16.0             1988A&AS...76..317P 
PHR J1658-3247                   Gx?            16 58 19.2 -32 47 16.8             MEN_List            
IPHAS J201024.42+314516.6        PN??           20 10 24.4 +31 45 16.6             2009A&A...504..291V 
IPHAS J063625.88+021616.2        PN??           06 36 25.9 +02 16 16.2             2009A&A...504..291V 
IPHAS J231225.46+635016.2        notPN          23 12 25.5 +63 50 16.2             IPHAS_candidates    
PN G004.7+00.0                   notPN?         17 56 25.0 -24 47 16.4             MIRPNc              
2MASS J1758-3051                 RCrB/eHe/LTP   17 58 28.3 -30 51 16.7             2007A&A...469..799S 
PN G052.4-00.3                   PN??           19 29 29.8 +17 08 16.9             CornishCandidates   
HD 331319                        PPN?           19 49 29.6 +31 27 16.3             2001A&A...378..843K 
PHR J0917-5323                   Gx             09 17 31.0 -53 23 16.8             MEN_List            
PM 1-283                         notPN?         19 10 32.4 -03 10 16.0             1988A&AS...76..317P 
IRAS 01259+6823                  PPN?           01 29 33.4 +68 39 16.9             2007A&A...469..799S 
Pa 97                            PN?            18 14 33.8 -05 10 16.0             PRC15               
IPHAS J063934.25+062116.8        Em*?           06 39 34.3 +06 21 16.8             2009A&A...502..113V 
PN G276.1-31.4                   Gx?            05 43 34.8 -66 18 16.9             ivan                
IRAS 00029+6546                  notPN          00 05 35.3 +66 03 16.6             IPHAS_candidates    
HD 172810                        RVtau          18 42 35.7 -07 38 16.9             2007A&A...469..799S 
NGC 5904 SAW V84                 RVtau          15 18 36.1 +02 04 16.3             2007A&A...469..799S 
PN G040.3-01.0                   PN?            19 08 36.7 +06 07 16.3             CornishCandidates   
IPHAS J200939.46+355116.3        PN??           20 09 39.5 +35 51 16.3             2009A&A...504..291V 
Kn J1933.6-2347                  PN?            19 33 39.5 -23 47 16.0             DFrew               
V811 Ara                         RVtau          17 03 41.7 -61 30 16.9             2007A&A...469..799S 
PM 1-192                         notPN?         17 56 45.4 -34 48 16.9             1988A&AS...76..317P 
Wray 17-27                       unk            09 16 46.3 -64 58 16.0             1992secg.book.....A 
PN G056.3-01.5                   PN??           19 41 49.6 +19 57 16.6             2015arXiv150708182F 
PM 1-196                         PN?            17 58 54.4 -36 21 16.4             1988A&AS...76..317P 
Hen 2-101                        Symb*?         13 54 55.7 -58 27 16.5             1992secg.book.....A 
IRAS 11544-6408                  PPN?           11 56 57.3 -64 25 16.4             2001A&A...378..843K 
PN G026.7-00.5                   PN??           18 41 58.3 -05 47 16.8             CornishCandidates   
IRAS 14482-5725                  PPN?           14 51 58.0 -57 38 16.9             1988A&AS...76..317P 
BRAN 265                         RNe            09 26 59.8 -53 50 16.8             MEN_List            
Kn 27                            PN?            19 56 00.9 +45 23 17.0             DFrew               
[ASS79] NGC 2264 HH 14-6         HH             06 41 02.8 +09 44 17.1             2009A&A...504..291V 
IRAS 17318-2739                  PN??           17 35 02.8 -27 41 17.0             2001A&A...378..843K 
K 4-50                           Em*            06 47 04.2 +04 37 17.7             1992secg.book.....A 
PN G006.7+01.8                   PPN?           17 54 04.7 -22 11 17.5             2001A&A...378..843K 
PN G354.0-04.1                   Symb*          17 48 04.3 -36 08 17.3             1973ApJ...185..899S 
PM 1-25                          PPN?           06 57 05.3 -23 34 17.8             1988A&AS...76..317P 
Kn 126                           PN?            17 28 06.0 -27 39 17.0             PRC15               
Th 3-20                          Symb*          17 29 06.2 -29 43 17.2             1992secg.book.....A 
PM 1-91                          PN?            15 25 06.7 -56 02 17.8             1988A&AS...76..317P 
IPHAS J194808.22+240317.6        PN??           19 48 08.2 +24 03 17.6             2009A&A...504..291V 
IRAS 11387-6113                  PAGB/PPN       11 41 08.7 -61 30 17.4             2001A&A...378..843K 
PM 1-1                           PPN?           00 14 12.7 +60 55 17.3             1988A&AS...76..317P 
UHA 23                           Em*            20 47 13.7 +46 35 17.5             2009A&A...502..113V 
IPHAS J053114.94+383217.5        PN??           05 31 14.9 +38 32 17.5             2009A&A...504..291V 
Ra 41                            PN??           05 58 15.0 +20 16 17.0             2017LAstr.131b..46L 
WR 68                            circM          15 18 20.8 -59 38 17.3             1992secg.book.....A 
IPHAS J062423.36+092417.5        notPN?         06 24 23.4 +09 24 17.5             2009A&A...502..113V 
